#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=(14) Tiesnesis lēmumu nekavējoties paziņo personām, kuras piedalījušās materiālu izskatīšanā.
1-1	0-1	(	zb	(	_	_	punct	basic	1-2	
1-2	1-3	14	xn	14	_	_	parataxis	basic	1-7	
1-3	3-4	)	zb	)	_	_	punct	basic	1-2	
1-4	5-14	Tiesnesis	ncmsn2	tiesnesis	_	_	nsubj	basic	1-7	
1-5	15-21	lēmumu	ncmsa1	lēmums	*[2]	*->2-1	obj	basic	1-7	
1-6	22-34	nekavējoties	vmypu0000000	nekavēties	_	_	dep	basic	1-7	
1-7	35-41	paziņo	vmnipt230an	paziņot	_	_	root	basic	1-7	
1-8	42-50	personām	ncfpd4	persona	*[1]	*->1-1	iobj	basic	1-7	
1-9	50-51	,	zc	,	_	_	punct	basic	1-11	
1-10	52-57	kuras	pr0fpnn	kura	*[1]	*->1-2	nsubj	basic	1-11	
1-11	58-70	piedalījušās	vmypdfpnasnp	piedalīties	_	_	acl	basic	1-8	
1-12	71-80	materiālu	ncmpg1	materiāls	_	_	nmod	basic	1-13	
1-13	81-92	izskatīšanā	ncfsl4	izskatīšana	_	_	obl	basic	1-11	
1-14	92-93	.	zs	.	_	_	punct	basic	1-7	

#Text=Lēmuma norakstu izsniedz pacientam, pacienta pārstāvim vai advokātam, kā arī psihiatriskajai ārstniecības iestādei un prokuroram.
2-1	95-101	Lēmuma	ncmsg1	lēmums	_	_	nmod	basic	2-2	
2-2	102-110	norakstu	ncmsa1	noraksts	_	_	obj	basic	2-3	
2-3	111-119	izsniedz	vmnipt130an	izsniegt	_	_	root	basic	2-3	
2-4	120-129	pacientam	ncmsd1	pacients	_	_	iobj	basic	2-3	
2-5	129-130	,	zc	,	_	_	punct	basic	2-7	
2-6	131-139	pacienta	ncmsg1	pacients	_	_	nmod	basic	2-7	
2-7	140-149	pārstāvim	ncmsd2	pārstāvis	_	_	conj	basic	2-4	
2-8	150-153	vai	cc	vai	_	_	cc	basic	2-9	
2-9	154-163	advokātam	ncmsd1	advokāts	_	_	conj	basic	2-7	
2-10	163-164	,	zc	,	_	_	punct	basic	2-15	
2-11	165-167	kā	cs	kā	_	_	cc	basic	2-15	
2-12	168-171	arī	q	arī	_	_	discourse	basic	2-11	
2-13	172-187	psihiatriskajai	arfsdyp	psihiatriska	_	_	amod	basic	2-15	
2-14	188-200	ārstniecības	ncfsg4	ārstniecība	_	_	nmod	basic	2-15	
2-15	201-209	iestādei	ncfsd5	iestāde	_	_	conj	basic	2-4	
2-16	210-212	un	cc	un	_	_	cc	basic	2-17	
2-17	213-223	prokuroram	ncmsd1	prokurors	_	_	conj	basic	2-15	
2-18	223-224	.	zs	.	_	_	punct	basic	2-3	

#Text=Ja lēmumu nav iespējams nekavējoties (pēc materiālu izskatīšanas par psihiatriskās palīdzības sniegšanu bez pacienta piekrišanas) noformēt rakstveidā, tā norakstu šīs daļas pirmajā teikumā minētajām personām nosūta pa pastu ne vēlāk kā nākamajā darbdienā pēc lēmuma paziņošanas.
3-1	226-228	Ja	cs	ja	_	_	mark	basic	3-4	
3-2	229-235	lēmumu	ncmsa1	lēmums	*[2]	*->2-2	obj	basic	3-18	
3-3	236-239	nav	vcnipii30ay	nebūt	_	_	cop	basic	3-4	
