#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Kad puisis pacēla galvu, viņš skatījās tumsā, līdz no gaisa trūkuma sajuta sāpes plaušās.
1-1	0-3	Kad	r0t	*	kad	_	_	advmod	basic	1-3	
1-2	4-10	puisis	ncmsn2	*	puisis	*->1-1	*[1]	nsubj	basic	1-3	
1-3	11-17	pacēla	vmnist130an	*	pacelt	_	_	advcl	basic	1-7	
1-4	18-23	galvu	ncfsa4	*	galva	_	_	obj	basic	1-3	
1-5	23-24	,	zc	*	,	_	_	punct	basic	1-3	
1-6	25-29	viņš	pp3msnn	*	viņš	*->1-2	*[1]	nsubj	basic	1-7	
1-7	30-38	skatījās	vmyist330an	*	skatīties	_	_	root	basic	1-7	
1-8	39-44	tumsā	ncfsl4	*	tumsa	_	_	acl	basic	1-7	
1-9	44-45	,	zc	*	,	_	_	punct	basic	1-14	
1-10	46-50	līdz	r0t	*	līdz	_	_	advmod	basic	1-14	
1-11	51-53	no	spsg	*	no	_	_	case	basic	1-13	
1-12	54-59	gaisa	ncmsg1	*	gaiss	_	_	nmod	basic	1-13	
1-13	60-67	trūkuma	ncmsg1	*	trūkums	_	_	obl	basic	1-14	
1-14	68-74	sajuta	vmnist130an	*	sajust	_	_	conj	basic	1-7	
1-15	75-80	sāpes	ncfda5	*	sāpes	_	_	obj	basic	1-14	
1-16	81-88	plaušās	ncfdl4	*	plaušas	_	_	obl	basic	1-14	
1-17	88-89	.	zs	*	.	_	_	punct	basic	1-7	

#Text=Viņš izberzēja acis un tālumā pamanīja zemi.
2-1	91-95	Viņš	pp3msnn	*	viņš	*->1-3	*[1]	nsubj	basic	2-2	
2-2	96-105	izberzēja	vmnist230an	*	izberzēt	_	_	root	basic	2-2	
2-3	106-110	acis	ncfpa6	*	acs	_	_	obj	basic	2-2	
2-4	111-113	un	cc	*	un	_	_	cc	basic	2-6	
2-5	114-120	tālumā	ncmsl1	*	tālums	_	_	obl	basic	2-6	
2-6	121-129	pamanīja	vmnist330an	*	pamanīt	_	_	conj	basic	2-2	
2-7	130-134	zemi	ncfsa5	*	zeme	_	_	obj	basic	2-6	
2-8	134-135	.	zs	*	.	_	_	punct	basic	2-2	

#Text=Tad viņš pastiepa meitenei roku, un sāka irties uz krasta pusi.
3-1	137-140	Tad	r0t	*	tad	_	_	advmod	basic	3-3	
3-2	141-145	viņš	pp3msnn	*	viņš	*->1-4	*[1]	nsubj	basic	3-3	
3-3	146-154	pastiepa	vmnist130an	*	pastiept	_	_	root	basic	3-3	
3-4	155-163	meitenei	ncfsd5	*	meitene	_	_	iobj	basic	3-3	
3-5	164-168	roku	ncfsa4	*	roka	_	_	obj	basic	3-3	
3-6	168-169	,	zc	*	,	_	_	punct	basic	3-8	
3-7	170-172	un	cc	*	un	_	_	cc	basic	3-8	
3-8	173-177	sāka	vpnist130an	*	sākt	_	_	conj	basic	3-3	
3-9	178-184	irties	vmyn0i1000n	*	irties	_	_	xcomp	basic	3-8	
3-10	185-187	uz	spsg	*	uz	_	_	case	basic	3-12	
3-11	188-194	krasta	ncmsg1	*	krasts	_	_	nmod	basic	3-12	
3-12	195-199	pusi	ncfsa5	*	puse	_	_	acl	basic	3-9	
3-13	199-200	.	zs	*	.	_	_	punct	basic	3-3	
