#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Īrijas prezidentūra identificējusi šādus atvērtos jautājumus: finanšu iestāžu vadības atalgojuma jautājums, sistēmiski nozīmīgo finanšu iestāžu papildu kapitāla rezervju prasības, Eiropas Banku iestādes pašiniciatīvas tiesības iesaistīties divu vai vairāku valstu uzraudzības iestāžu strīdu izšķiršanā (mediācija), atskaitīšanās par maksājumiem griezumā pa valstīm, piemēram, par nodokļu nomaksu.
1-1	0-6	Īrijas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	npfsg4	Īrija	GPE	*	nmod	basic	1-2	
1-2	7-19	prezidentūra	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	prezidentūra	_	_	nsubj	basic	1-3	
1-3	20-34	identificējusi	Fem	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsnasnp	identificēt	_	_	root	basic	1-3	
1-4	35-40	šādus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur\|PronType=Dem	*	*	pd0mpan	šāds	_	_	det	basic	1-6	
1-5	41-49	atvērtos	Masc	Plur	Acc	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Acc\|Definite=Def\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmpapsyp	atvērt	_	_	amod	basic	1-6	
1-6	50-60	jautājumus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur	*	*	ncmpa1	jautājums	_	_	obj	basic	1-3	
1-7	60-61	:	_	_	_	_	_	_	_	_	_	_	_	_	zo	:	_	_	punct	basic	1-12	
1-8	62-69	finanšu	Fem	Ptan	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Ptan	*	*	ncfdg5	finanses	_	_	nmod	basic	1-9	
1-9	70-77	iestāžu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	iestāde	_	_	nmod	basic	1-10	
1-10	78-85	vadības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	vadība	_	_	nmod	basic	1-11	
1-11	86-96	atalgojuma	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	atalgojums	_	_	nmod	basic	1-12	
1-12	97-106	jautājums	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	jautājums	_	_	acl	basic	1-6	
1-13	106-107	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-21	
1-14	108-118	sistēmiski	_	_	_	_	_	_	_	_	_	_	_	_	r0m	sistēmiski	_	_	advmod	basic	1-15	
1-15	119-127	nozīmīgo	Fem	Plur	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Plur	*	*	affpgyp	nozīmīga	_	_	amod	basic	1-17	
1-16	128-135	finanšu	Fem	Ptan	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Ptan	*	*	ncfdg5	finanses	_	_	nmod	basic	1-17	
1-17	136-143	iestāžu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	iestāde	_	_	nmod	basic	1-19	
1-18	144-151	papildu	*	*	Gen	*	*	*	*	*	*	Case=Gen	*	*	nc00gg	papildu	_	_	nmod	basic	1-19	
1-19	152-160	kapitāla	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	kapitāls	_	_	nmod	basic	1-20	
1-20	161-169	rezervju	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	rezerve	_	_	nmod	basic	1-21	
1-21	170-178	prasības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	prasība	_	_	conj	basic	1-12	
1-22	178-179	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-27	
1-23	180-187	Eiropas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	npfsg4	Eiropa	organization[1]	*[1]	nmod	basic	1-24	
1-24	188-193	Banku	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg4	banka	organization[1]	*[1]	nmod	basic	1-25	
1-25	194-202	iestādes	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg5	iestāde	organization[1]	*[1]	nmod	basic	1-27	
1-26	203-217	pašiniciatīvas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	pašiniciatīva	_	_	nmod	basic	1-27	
1-27	218-226	tiesības	Fem	Ptan	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Ptan	*	*	ncfda4	tiesības	_	_	conj	basic	1-12	
1-28	227-239	iesaistīties	*	*	*	*	*	*	*	*	*	Polarity=Pos\|Reflex=Yes\|VerbForm=Inf	*	*	vmyn0t3000n	iesaistīties	_	_	acl	basic	1-27	
1-29	240-244	divu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur\|NumType=Card	*	*	mcsfpg	divas	_	_	nmod	basic	1-32	
1-30	245-248	vai	_	_	_	_	_	_	_	_	_	_	_	_	cs	vai	_	_	cc	basic	1-31	
1-31	249-256	vairāku	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur\|PronType=Ind	*	*	pi0fpgn	vairākas	_	_	conj	basic	1-29	
1-32	257-263	valstu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg6	valsts	_	_	nmod	basic	1-34	
1-33	264-275	uzraudzības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	uzraudzība	_	_	nmod	basic	1-34	
1-34	276-283	iestāžu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	iestāde	_	_	nmod	basic	1-35	
1-35	284-290	strīdu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	strīds	_	_	nmod	basic	1-36	
1-36	291-301	izšķiršanā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl4	izšķiršana	_	_	obl	basic	1-28	
1-37	302-303	(	_	_	_	_	_	_	_	_	_	_	_	_	zb	(	_	_	punct	basic	1-38	
1-38	303-312	mediācija	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	mediācija	_	_	parataxis	basic	1-27	
1-39	312-313	)	_	_	_	_	_	_	_	_	_	_	_	_	zb	)	_	_	punct	basic	1-38	
1-40	313-314	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-41	
1-41	315-328	atskaitīšanās	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsnr	atskaitīšanās	_	_	conj	basic	1-12	
1-42	329-332	par	_	_	_	_	_	_	_	_	_	_	_	_	sppd	par	_	_	case	basic	1-43	
1-43	333-344	maksājumiem	Masc	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Plur	*	*	ncmpd1	maksājums	_	_	nmod	basic	1-41	
1-44	345-353	griezumā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	griezums	_	_	acl	basic	1-41	
1-45	354-356	pa	_	_	_	_	_	_	_	_	_	_	_	_	sppd	pa	_	_	case	basic	1-46	
1-46	357-364	valstīm	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur	*	*	ncfpd6	valsts	_	_	obl	basic	1-44	
1-47	364-365	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-52	
1-48	366-374	piemēram	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	piemērs	_	_	parataxis	basic	1-52	
