#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Dienā Helēna gleznoja un Ingeborga veidoja, vakarā viņas braukāja ar riteņiem pa bezgalīgajiem līdzenumiem, kur vienīgās kartogrāfiskās atšķirības zīmes bija kāda saujiņa garspalvainu, pundursumbriem līdzīgu govju vai zirdziņu.
1-1	0-5	Dienā	ncfsl4	*	diena	_	_	_	_	obl	basic	1-3	
1-2	6-12	Helēna	npfsn4	*	Helēna	person	*	_	_	nsubj	basic	1-3	
1-3	13-21	gleznoja	vmnist230an	*	gleznot	_	_	_	_	root	basic	1-3	
1-4	22-24	un	cc	*	un	_	_	_	_	cc	basic	1-6	
1-5	25-34	Ingeborga	npfsn4	*	Ingeborga	person	*	_	_	nsubj	basic	1-6	
1-6	35-42	veidoja	vmnist230an	*	veidot	_	_	_	_	conj	basic	1-3	
1-7	42-43	,	zc	*	,	_	_	_	_	punct	basic	1-10	
1-8	44-50	vakarā	ncmsl1	*	vakars	_	_	_	_	obl	basic	1-10	
1-9	51-56	viņas	pp3fpnn	*	viņa	_	_	_	_	nsubj	basic	1-10	
1-10	57-65	braukāja	vmnist230an	*	braukāt	_	_	_	_	conj	basic	1-3	
1-11	66-68	ar	sppd	*	ar	_	_	_	_	case	basic	1-12	
1-12	69-77	riteņiem	ncmpd2	*	ritenis	_	_	_	_	iobj	basic	1-10	
1-13	78-80	pa	sppd	*	pa	_	_	*->1-1	*[1]	case	basic	1-15	
1-14	81-94	bezgalīgajiem	armpdyp	*	bezgalīgs	_	_	*->1-1	*[1]	amod	basic	1-15	
1-15	95-106	līdzenumiem	ncmpd1	*	līdzenums	_	_	*->1-1	*[1]	obl	basic	1-10	
1-16	106-107	,	zc	*	,	_	_	_	_	punct	basic	1-24	
1-17	108-111	kur	r0p	*	kur	_	_	*->1-2	*[1]	advmod	basic	1-24	
1-18	112-120	vienīgās	arfpnyp	*	vienīga	_	_	_	_	amod	basic	1-20	
1-19	121-135	kartogrāfiskās	arfsgyp	*	kartogrāfiska	_	_	_	_	amod	basic	1-20	
1-20	136-146	atšķirības	ncfsg4	*	atšķirība	_	_	_	_	nmod	basic	1-21	
1-21	147-152	zīmes	ncfsg5	*	zīme	_	_	_	_	nsubj	basic	1-24	
1-22	153-157	bija	vcnisii30an	*	būt	_	_	_	_	xcomp	basic	1-24	
1-23	158-162	kāda	pi0fsnn	*	kāda	_	_	_	_	det	basic	1-24	
1-24	163-170	saujiņa	ncfsn4	*	saujiņa	_	_	_	_	acl	basic	1-15	
1-25	171-183	garspalvainu	armsanp	*	garspalvains	_	_	_	_	amod	basic	1-29	
1-26	183-184	,	zc	*	,	_	_	_	_	punct	basic	1-28	
1-27	185-199	pundursumbriem	ncmsd1	*	pundursumbrs	_	_	_	_	acl	basic	1-28	
1-28	200-207	līdzīgu	affpgnp	*	līdzīgs	_	_	_	_	conj	basic	1-25	
1-29	208-213	govju	ncfpg6	*	govs	_	_	_	_	nmod	basic	1-24	
1-30	214-217	vai	cc	*	vai	_	_	_	_	cc	basic	1-31	
1-31	218-226	zirdziņu	ncmsa1	*	zirdziņš	_	_	_	_	conj	basic	1-29	
1-32	226-227	.	zs	*	.	_	_	_	_	punct	basic	1-3	
