#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Miegs patiešām palīdz atrisināt visas problēmas, noskaidrojuši zinātnieki, atklājot, ka sapņaina nosnaušanās uzlabo cilvēka radošās domāšanas spējas.
1-1	0-5	Miegs	ncmsn1	*	miegs	nsubj	basic	1-3	
1-2	6-14	patiešām	q	*	patiešām	discourse	basic	1-3	
1-3	15-21	palīdz	vmnipt330an	*	palīdzēt	ccomp	basic	1-8	
1-4	22-31	atrisināt	vmnn0t3000n	*	atrisināt	ccomp	basic	1-3	
1-5	32-37	visas	pg0fpan	*	visa	det	basic	1-6	
1-6	38-47	problēmas	ncfpn4	*	problēma	iobj	basic	1-4	
1-7	47-48	,	zc	*	,	punct	basic	1-3	
1-8	49-62	noskaidrojuši	vmnpdmpnasnp	*	noskaidrot	root	basic	1-8	
1-9	63-73	zinātnieki	ncmpn1	*	zinātnieks	nsubj	basic	1-8	
1-10	73-74	,	zc	*	,	punct	basic	1-11	
1-11	75-83	atklājot	vmnpu0000000	*	atklāt	advcl	basic	1-8	
1-12	83-84	,	zc	*	,	punct	basic	1-16	
1-13	85-87	ka	cs	*	ka	mark	basic	1-16	
1-14	88-96	sapņaina	affsnnp	*	sapņaina	amod	basic	1-15	
1-15	97-108	nosnaušanās	ncfsnr	*	nosnaušanās	nsubj	basic	1-16	
1-16	109-115	uzlabo	vmnipt230an	*	uzlabot	ccomp	basic	1-11	
1-17	116-123	cilvēka	ncmsg1	*	cilvēks	nmod	basic	1-19	
1-18	124-131	radošās	affsgyp	*	radoša	amod	basic	1-19	
1-19	132-141	domāšanas	ncfsg4	*	domāšana	nmod	basic	1-20	
1-20	142-148	spējas	ncfpa4	*	spēja	obj	basic	1-16	
1-21	148-149	.	zs	*	.	punct	basic	1-8	
