#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=18. Pētījums parāda, ka nezināšana ir viens no iemesliem, kāpēc respondentu atbildes parāda izpratnes trūkumu par uzņēmuma stratēģiskās vadīšanas jautājumiem.
1-1	0-3	18.	xo	*	18.	_	_	parataxis	basic	1-3	
1-2	4-12	Pētījums	ncmsn1	*	pētījums	_	_	nsubj	basic	1-3	
1-3	13-19	parāda	vmnipt330an	*	parādīt	_	_	root	basic	1-3	
1-4	19-20	,	zc	*	,	_	_	punct	basic	1-8	
1-5	21-23	ka	cs	*	ka	_	_	mark	basic	1-8	
1-6	24-34	nezināšana	ncfsn4	*	nezināšana	_	_	nsubj	basic	1-8	
1-7	35-37	ir	vcnipii30an	*	būt	_	_	cop	basic	1-8	
1-8	38-43	viens	mcsmsn	*	viens	_	_	ccomp	basic	1-3	
1-9	44-46	no	sppd	*	no	_	_	case	basic	1-10	
1-10	47-56	iemesliem	ncmpd1	*	iemesls	_	_	compound	basic	1-8	
1-11	56-57	,	zc	*	,	_	_	punct	basic	1-15	
1-12	58-63	kāpēc	r0c	*	kāpēc	_	_	advmod	basic	1-15	
1-13	64-75	respondentu	ncmpg1	*	respondents	_	_	nmod	basic	1-14	
1-14	76-84	atbildes	ncfpn5	*	atbilde	_	_	nsubj	basic	1-15	
1-15	85-91	parāda	vmnipt330an	*	parādīt	_	_	acl	basic	1-10	
1-16	92-101	izpratnes	ncfsg5	*	izpratne	_	_	nmod	basic	1-17	
1-17	102-109	trūkumu	ncmsa1	*	trūkums	_	_	obj	basic	1-15	
1-18	110-113	par	spsa	*	par	_	_	case	basic	1-22	
1-19	114-122	uzņēmuma	ncmsg1	*	uzņēmums	_	_	nmod	basic	1-21	
1-20	123-135	stratēģiskās	arfsgyp	*	stratēģiska	_	_	amod	basic	1-21	
1-21	136-145	vadīšanas	ncfsg4	*	vadīšana	_	_	nmod	basic	1-22	
1-22	146-157	jautājumiem	ncmpd1	*	jautājums	_	_	nmod	basic	1-17	
1-23	157-158	.	zs	*	.	_	_	punct	basic	1-3	

#Text=Uzņēmēju apgalvojumi par izvēlēto stratēģiju ir nekompetenti un pretrunīgi.
