#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pēc Klāras nāves Gļebs Ivaničs palika vientuļš kā pavasarī apzāģēts koks.
1-1	0-3	Pēc	sppd	pēc	_	_	_	_	case	basic	1-3	
1-2	4-10	Klāras	npfsg4	Klāras	person	*	_	_	nmod	basic	1-3	
1-3	11-16	nāves	ncfsg5	nāve	_	_	_	_	obl	basic	1-6	
1-4	17-22	Gļebs	npmsn1	Gļebs	person[1]	*[1]	*[2]	*->2-1	nsubj	basic	1-6	
1-5	23-30	Ivaničs	npmsn1	Ivaničs	person[1]	*[1]	*[2]	*->2-1	flat:name	basic	1-4	
1-6	31-37	palika	vmnisi130an	palikt	_	_	_	_	root	basic	1-6	
1-7	38-46	vientuļš	afmsnnp	vientuļš	_	_	_	_	acl	basic	1-6	
1-8	47-49	kā	cs	kā	_	_	_	_	mark	basic	1-11	
1-9	50-58	pavasarī	ncmsl2	pavasaris	_	_	_	_	obl	basic	1-10	
1-10	59-67	apzāģēts	vmnpdmsnpsnp	apzāģēt	_	_	_	_	amod	basic	1-11	
1-11	68-72	koks	ncmsn1	koks	_	_	_	_	acl	basic	1-7	
1-12	72-73	.	zs	.	_	_	_	_	punct	basic	1-6	

#Text=Lietainās dienās viņš kvernēja pie loga un ar domīgu skatienu pavadīja vidusskolnieces, kas laipoja starp peļķēm un tramīgi lēkāja, cenšoties izvairīties no garāmbraucošām mašīnām, kas ietvi nošķieda ar dubļu šaltīm.
2-1	75-84	Lietainās	arfplnp	lietaina	_	_	_	_	amod	basic	2-2	
2-2	85-91	dienās	ncfpl4	diena	_	_	_	_	obl	basic	2-4	
2-3	92-96	viņš	pp3msnn	viņš	_	_	*[2]	*->2-2	nsubj	basic	2-4	
2-4	97-105	kvernēja	vmnisi330an	kvernēt	_	_	_	_	root	basic	2-4	
2-5	106-109	pie	spsg	pie	_	_	_	_	case	basic	2-6	
2-6	110-114	loga	ncmsg1	logs	_	_	_	_	obl	basic	2-4	
2-7	115-117	un	cc	un	_	_	_	_	cc	basic	2-11	
2-8	118-120	ar	spsa	ar	_	_	_	_	case	basic	2-10	
2-9	121-127	domīgu	afmsanp	domīgs	_	_	_	_	amod	basic	2-10	
2-10	128-136	skatienu	ncmsa1	skatiens	_	_	_	_	iobj	basic	2-11	
2-11	137-145	pavadīja	vmnist330an	pavadīt	_	_	_	_	conj	basic	2-4	
2-12	146-161	vidusskolnieces	ncfpa5	vidusskolniece	_	_	*[1]	*->1-1	obj	basic	2-11	
2-13	161-162	,	zc	,	_	_	_	_	punct	basic	2-15	
2-14	163-166	kas	pr000nn	kas	_	_	*[1]	*->1-2	nsubj	basic	2-15	
2-15	167-174	laipoja	vmnist230an	laipot	_	_	_	_	acl	basic	2-12	
2-16	175-180	starp	sppd	starp	_	_	_	_	case	basic	2-17	
2-17	181-187	peļķēm	ncfpd5	peļķe	_	_	_	_	obl	basic	2-15	
2-18	188-190	un	cc	un	_	_	_	_	cc	basic	2-20	
2-19	191-198	tramīgi	rpm	tramīgi	_	_	_	_	advmod	basic	2-20	
2-20	199-205	lēkāja	vmnist230an	lēkāt	_	_	_	_	conj	basic	2-15	
2-21	205-206	,	zc	,	_	_	_	_	punct	basic	2-22	
2-22	207-216	cenšoties	voypu0000000	censties	_	_	_	_	advcl	basic	2-15	
2-23	217-228	izvairīties	vmyn0i3000n	izvairīties	_	_	_	_	ccomp	basic	2-22	
2-24	229-231	no	sppd	no	_	_	_	_	case	basic	2-26	
2-25	232-246	garāmbraucošām	arfpdnp	garāmbraucoša	_	_	_	_	amod	basic	2-26	
2-26	247-254	mašīnām	ncfpd4	mašīna	_	_	*[3]	*->3-1	obl	basic	2-23	
2-27	254-255	,	zc	,	_	_	_	_	punct	basic	2-30	
2-28	256-259	kas	pr000nn	kas	_	_	*[3]	*->3-2	nsubj	basic	2-30	
2-29	260-265	ietvi	ncfsa5	ietve	_	_	_	_	obj	basic	2-30	
2-30	266-274	nošķieda	vmnist130an	nošķiest	_	_	_	_	acl	basic	2-26	
2-31	275-277	ar	spsa	ar	_	_	_	_	case	basic	2-33	
2-32	278-283	dubļu	ncmpg2	dublis	_	_	_	_	nmod	basic	2-33	
2-33	284-290	šaltīm	ncfpd6	šalts	_	_	_	_	iobj	basic	2-30	
2-34	290-291	.	zs	.	_	_	_	_	punct	basic	2-4	

#Text=Labākā laikā sirmgalvis piemājas dārziņā nesaudzīgi apkaroja gliemežus, Kolorādo vaboles un citus mošķus vai laiskojās uz nama priekšā dziļi smilšainajā augsnē iegrimuša betona soliņa.
