#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Alfs.
1-1	0-4	Alfs	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	npmsn1	Alfs	person	*	root	basic	1-1	
1-2	4-5	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	1-1	

#Text=Atkal jāgāž grants ...
2-1	7-12	Atkal	_	_	_	_	_	_	_	_	_	_	_	_	r0t	atkal	_	_	advmod	basic	2-2	
2-2	13-18	jāgāž	*	*	*	*	*	*	Nec	Act	*	Mood=Nec\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	*	vmnd0t100an	gāzt	_	_	root	basic	2-2	
2-3	19-25	grants	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	grants	_	_	obj	basic	2-2	
2-4	26-29	...	_	_	_	_	_	_	_	_	_	_	_	_	zs	...	_	_	punct	basic	2-2	

#Text=Ved vai neved, dubļi nāk pa durvīm iekšā.
3-1	31-34	Ved	*	Sing	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=2\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	2	*	vmnipt12san	vest	_	_	root	basic	3-1	
3-2	35-38	vai	_	_	_	_	_	_	_	_	_	_	_	_	cc	vai	_	_	cc	basic	3-3	
3-3	39-44	neved	*	Sing	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=2\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	2	*	vmnipt12say	nevest	_	_	conj	basic	3-1	
3-4	44-45	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	3-6	
3-5	46-51	dubļi	Masc	Ptan	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Ptan	*	*	ncmdn2	dubļi	_	_	nsubj	basic	3-6	
3-6	52-55	nāk	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipi130an	nākt	_	_	conj	basic	3-1	
3-7	56-58	pa	_	_	_	_	_	_	_	_	_	_	_	_	sppd	pa	_	_	case	basic	3-8	
3-8	59-65	durvīm	Fem	Ptan	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Ptan	*	*	ncfdd6	durvis	_	_	obl	basic	3-6	
3-9	66-71	iekšā	_	_	_	_	_	_	_	_	_	_	_	_	r0p	iekšā	_	_	advmod	basic	3-6	
3-10	71-72	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	3-1	
