#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pagatavojam cukura sīrupu.
1-1	0-11	Pagatavojam	vmnipt21pan	pagatavot	root	basic	1-1	
1-2	12-18	cukura	ncmvg1	cukurs	nmod	basic	1-3	
1-3	19-25	sīrupu	ncmsa1	sīrups	obj	basic	1-1	
1-4	25-26	.	zs	.	punct	basic	1-1	

#Text=Cukuru ar 150ml ūdens vārām katliņā, kamēr cukurs pilnībā izkusis, bet nav mainījis krāsu.
2-1	28-34	Cukuru	ncmva1	cukurs	obj	basic	2-6	
2-2	35-37	ar	sppd	ar	case	basic	2-4	
2-3	38-41	150	xn	150	nummod	basic	2-4	
2-4	41-43	ml	yn	ml	nmod	basic	2-1	
2-5	44-49	ūdens	ncmsg2	ūdens	nmod	basic	2-4	
2-6	50-55	vārām	vmnipt31pan	vārīt	root	basic	2-6	
2-7	56-63	katliņā	ncmsl1	katliņš	obl	basic	2-6	
2-8	63-64	,	zc	,	punct	basic	2-12	
2-9	65-70	kamēr	cs	kamēr	mark	basic	2-12	
2-10	71-77	cukurs	ncmvn1	cukurs	nsubj	basic	2-12	
2-11	78-85	pilnībā	ncfsl4	pilnība	obl	basic	2-12	
2-12	86-93	izkusis	vmnpdmsnasnp	izkust	advcl	basic	2-6	
2-13	93-94	,	zc	,	punct	basic	2-16	
2-14	95-98	bet	cc	bet	cc	basic	2-16	
2-15	99-102	nav	vcnipii30ay	nebūt	aux	basic	2-16	
2-16	103-111	mainījis	vmnpdmsnasnp	mainīt	conj	basic	2-12	
2-17	112-117	krāsu	ncfsa4	krāsa	obj	basic	2-16	
2-18	117-118	.	zs	.	punct	basic	2-6	

#Text=Gatavam sīrupam ļaujam atdzist.
3-1	120-127	Gatavam	afmsdnp	gatavs	amod	basic	3-2	
3-2	128-135	sīrupam	ncmsd1	sīrups	iobj	basic	3-3	
3-3	136-142	ļaujam	vmnipt11pan	ļaut	root	basic	3-3	
3-4	143-150	atdzist	vmnn0i1000n	atdzist	ccomp	basic	3-3	
3-5	150-151	.	zs	.	punct	basic	3-3	
