#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=EIROPAS PARLAMENTS UN EIROPAS SAVIENĪBAS PADOME, ņemot vērā Eiropas Kopienas dibināšanas līgumu un jo īpaši tā 137. panta 2. punktu, ņemot vērā Komisijas priekšlikumu [1], ņemot vērā Ekonomikas un sociālo lietu komitejas atzinumu [2], pēc apspriešanās ar Reģionu komiteju, saskaņā ar Līguma 251. pantā noteikto procedūru [3], tā kā:
1-1	0-7	EIROPAS	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	npfsg4	Eiropa	organization[1]|location[2]	*[1]|*[2]	_	_	nmod	basic	1-2	
1-2	8-18	PARLAMENTS	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	parlaments	organization[1]	*[1]	_	_	root	basic	1-2	
1-3	19-21	UN	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	_	_	_	_	cc	basic	1-6	
1-4	22-29	EIROPAS	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	npfsg4	Eiropa	organization[3]|organization[4]|location[5]	*[3]|*[4]|*[5]	_	_	nmod	basic	1-5	
1-5	30-40	SAVIENĪBAS	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	savienība	organization[3]|organization[4]	*[3]|*[4]	_	_	nmod	basic	1-6	
1-6	41-47	PADOME	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn5	padome	organization[3]	*[3]	_	_	conj	basic	1-2	
1-7	47-48	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-8	
1-8	49-54	ņemot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000n	ņemt	_	_	_	_	advcl	basic	1-2	
1-9	55-59	vērā	_	_	_	_	_	_	_	_	_	_	_	_	r0p	vērā	_	_	_	_	advmod	basic	1-8	
1-10	60-67	Eiropas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	npfsg4	Eiropa	entity[6]|organization[7]|location[8]	*[6]|*[7]|*[8]	_	_	nmod	basic	1-11	
1-11	68-76	Kopienas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	kopiena	entity[6]|organization[7]	*[6]|*[7]	_	_	nmod	basic	1-12	
1-12	77-88	dibināšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	dibināšana	entity[6]	*[6]	_	_	nmod	basic	1-13	
1-13	89-95	līgumu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	līgums	entity[6]	*[6]	*[1]	*->1-1	obj	basic	1-8	
1-14	96-98	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	_	_	_	_	cc	basic	1-21	
1-15	99-101	jo	_	_	_	_	_	_	_	_	_	_	_	_	q	jo	_	_	_	_	discourse	basic	1-16	
1-16	102-107	īpaši	*	*	*	Pos	*	*	*	*	*	Degree=Pos	*	*	rpq	īpaši	_	_	_	_	advmod	basic	1-21	
1-17	108-110	tā	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msgn	tas	_	_	*[1]	*->1-2	det	basic	1-19	
1-18	111-115	137.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	137.	_	_	_	_	amod	basic	1-19	
1-19	116-121	panta	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	pants	_	_	_	_	nmod	basic	1-21	
1-20	122-124	2.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	2.	_	_	_	_	amod	basic	1-21	
1-21	125-131	punktu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	punkts	_	_	_	_	conj	basic	1-13	
1-22	131-132	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-23	
1-23	133-138	ņemot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000n	ņemt	_	_	_	_	conj	basic	1-8	
1-24	139-143	vērā	_	_	_	_	_	_	_	_	_	_	_	_	r0p	vērā	_	_	_	_	advmod	basic	1-23	
1-25	144-153	Komisijas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	komisija	entity[9]|organization[10]	*[9]|*[10]	_	_	nmod	basic	1-26	
1-26	154-166	priekšlikumu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	priekšlikums	entity[9]	*[9]	_	_	obj	basic	1-23	
1-27	167-168	[	_	_	_	_	_	_	_	_	_	_	_	_	zb	\[	_	_	_	_	punct	basic	1-28	
1-28	168-169	1	*	*	*	*	*	*	*	*	*	NumType=Card	*	*	xn	1	_	_	_	_	parataxis	basic	1-26	
1-29	169-170	]	_	_	_	_	_	_	_	_	_	_	_	_	zb	\]	_	_	_	_	punct	basic	1-28	
1-30	170-171	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-31	
