#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|animacy|aspect|case|definiteness|degree|gender|mood|negative|numType|number|person|possessive|pronType|reflex|tense|transitivity|value|verbForm|voice
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Liekas, līdz ar suni un citiem cilvēku mīluļiem šis izlēcējs iekļuvis mājdzīvnieka statusā jau pirmajās dienās pēc grēku plūdiem.
1-1	0-6	Liekas	*	*	*	*	*	*	Ind	*	*	*	3	*	*	*	Pres	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Pres\|VerbForm=Fin\|Voice=Act	*	Act	vmyipi130an	*	likties	root|root	basic|enhanced	1-1|1-1	
1-2	6-7	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	1-12|1-12	
1-3	8-12	līdz	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	r0m	*	līdz	advmod|advmod	basic|enhanced	1-5|1-5	
1-4	13-15	ar	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	spsa	*	ar	case|case	basic|enhanced	1-5|1-5	
1-5	16-20	suni	*	*	Acc	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa2	*	suns	acl|acl	basic|enhanced	1-12|1-12	
1-6	21-23	un	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	cc	*	un	cc|cc	basic|enhanced	1-9|1-9	
1-7	24-30	citiem	*	*	Dat	*	*	Masc	*	*	*	Plur	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Plur\|PronType=Ind	*	*	pi0mpdn	*	cits	det|det	basic|enhanced	1-9|1-9	
1-8	31-38	cilvēku	*	*	Gen	*	*	Masc	*	*	*	Plur	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	*	cilvēks	nmod|nmod	basic|enhanced	1-9|1-9	
1-9	39-47	mīluļiem	*	*	Dat	*	*	Masc	*	*	*	Plur	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Plur	*	*	ncmpd2	*	mīlulis	conj|conj	basic|enhanced	1-5|1-5	
1-10	48-51	šis	*	*	Nom	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msnn	*	šis	det|det	basic|enhanced	1-11|1-11	
1-11	52-60	izlēcējs	*	*	Nom	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	*	izlēcējs	nsubj|nsubj	basic|enhanced	1-12|1-12	
1-12	61-69	iekļuvis	*	Perf	Nom	*	Pos	Masc	*	*	*	Sing	*	*	*	*	Past	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	*	vtnpdmsnasnp	*	iekļūt	csubj|csubj	basic|enhanced	1-1|1-1	
1-13	70-82	mājdzīvnieka	*	*	Gen	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	*	mājdzīvnieks	nmod|nmod	basic|enhanced	1-14|1-14	
1-14	83-90	statusā	*	*	Loc	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	*	statuss	obl|obl	basic|enhanced	1-12|1-12	
1-15	91-94	jau	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	r0t	*	jau	advmod|advmod	basic|enhanced	1-17|1-17	
1-16	95-103	pirmajās	*	*	Loc	*	Pos	Fem	*	*	*	Plur	*	*	*	*	*	*	Case=Loc\|Definite=Def\|Degree=Pos\|Gender=Fem\|Number=Plur\|NumType=Ord	*	*	mosfpl	*	pirmā	amod|amod	basic|enhanced	1-17|1-17	
1-17	104-110	dienās	*	*	Loc	*	*	Fem	*	*	*	Plur	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Plur	*	*	ncfpl4	*	diena	obl|obl	basic|enhanced	1-12|1-12	
1-18	111-114	pēc	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	spsg	*	pēc	case|case	basic|enhanced	1-20|1-20	
1-19	115-120	grēku	*	*	Gen	*	*	Masc	*	*	*	Plur	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	*	grēks	nmod|nmod	basic|enhanced	1-20|1-20	
1-20	121-128	plūdiem	*	*	Dat	*	*	Masc	*	*	*	Ptan	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Ptan	*	*	ncmdd1	*	plūdi	nmod|nmod	basic|enhanced	1-17|1-17	
1-21	128-129	.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zs	*	.	punct|punct	basic|enhanced	1-1|1-1	

#Text=Smejies vai raudi, bet, nepieklājīgi pakasoties, ikreiz jādomā, ka mazais, kodīgi sūcīgais dzīvnieciņš pārpārēm attaisno teicienu par to, kā mazs cinītis gāž lielu vezumu.
2-1	131-138	Smejies	*	*	*	*	*	*	Imp	*	*	Sing	2	*	*	*	*	*	Mood=Imp\|Number=Sing\|Person=2\|Polarity=Pos\|Reflex=Yes\|VerbForm=Fin\|Voice=Act	*	Act	vmym0t12san	*	smieties	root|root	basic|enhanced	2-1|2-1	
2-2	139-142	vai	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	cc	*	vai	cc|cc	basic|enhanced	2-3|2-3	
2-3	143-148	raudi	*	*	*	*	*	*	Imp	*	*	Sing	2	*	*	*	*	*	Mood=Imp\|Number=Sing\|Person=2\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	Act	vmnm0t32san	*	raudāt	conj|conj	basic|enhanced	2-1|2-1	
2-4	148-149	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	2-11|2-11	
2-5	150-153	bet	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	cc	*	bet	cc|cc	basic|enhanced	2-11|2-11	
2-6	153-154	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	2-8|2-8	
2-7	155-167	nepieklājīgi	*	*	*	*	Pos	*	*	*	*	*	*	*	*	*	*	*	Degree=Pos	*	*	rpm	*	nepieklājīgi	advmod|advmod	basic|enhanced	2-8|2-8	
2-8	168-178	pakasoties	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	Reflex=Yes\|VerbForm=Conv	*	*	vmypu0000000	*	pakasīties	advcl|advcl	basic|enhanced	2-11|2-11	
2-9	178-179	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	2-8|2-8	
2-10	180-186	ikreiz	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	r0t	*	ikreiz	advmod|advmod	basic|enhanced	2-11|2-11	
2-11	187-193	jādomā	*	*	*	*	*	*	Nec	*	*	*	*	*	*	*	*	*	Mood=Nec\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	Act	vmnd0t200an	*	domāt	conj|conj	basic|enhanced	2-1|2-1	
2-12	193-194	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	2-20|2-20	
2-13	195-197	ka	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	cs	*	ka	mark|mark	basic|enhanced	2-20|2-20	
2-14	198-204	mazais	*	*	Nom	*	Pos	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsnyp	*	mazs	amod|amod	basic|enhanced	2-18|2-18	
2-15	204-205	,	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	zc	*	,	punct|punct	basic|enhanced	2-17|2-17	
2-16	206-212	kodīgi	*	*	*	*	Pos	*	*	*	*	*	*	*	*	*	*	*	Degree=Pos	*	*	rpm	*	kodīgi	advmod|advmod	basic|enhanced	2-17|2-17	
2-17	213-221	sūcīgais	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	xx	*	sūcīgais	conj|conj	basic|enhanced	2-14|2-14	
2-18	222-233	dzīvnieciņš	*	*	Nom	*	*	Masc	*	*	*	Sing	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	*	dzīvnieciņš	nsubj|nsubj	basic|enhanced	2-20|2-20	
2-19	234-242	pārpārēm	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	r0m	*	pārpārēm	advmod|advmod	basic|enhanced	2-20|2-20	
