#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Bet neviens no kažoka dziļumā mītošajiem pat nepakustas un nepievērš uzmanību filosofa saucienam.
1-1	0-3	Bet	_	_	_	_	_	_	_	_	_	_	_	_	cc	bet	cc	basic	1-8	
1-2	4-11	neviens	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Ind,Neg	*	*	pi0msny	neviens	nsubj	basic	1-8	
1-3	12-14	no	_	_	_	_	_	_	_	_	_	_	_	_	sppd	no	case	basic	1-6	
1-4	15-21	kažoka	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	kažoks	nmod	basic	1-5	
1-5	22-29	dziļumā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	dziļums	obl	basic	1-6	
1-6	30-40	mītošajiem	Masc	Plur	Dat	Pos	*	Pres	*	Pass	*	Aspect=Imp\|Case=Dat\|Definite=Def\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Pres\|VerbForm=Part\|Voice=Pass	*	Imp	vmnpdmpdapypn	mist	nmod	basic	1-2	
1-7	41-44	pat	_	_	_	_	_	_	_	_	_	_	_	_	q	pat	discourse	basic	1-8	
1-8	45-55	nepakustas	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Reflex=Yes\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmyipi330ay	nepakustēties	root	basic	1-8	
1-9	56-58	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	1-10	
1-10	59-68	nepievērš	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt130ay	nepievērst	conj	basic	1-8	
1-11	69-77	uzmanību	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	uzmanība	obj	basic	1-10	
1-12	78-86	filosofa	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	filosofs	nmod	basic	1-13	
1-13	87-96	saucienam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	sauciens	iobj	basic	1-10	
1-14	96-97	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-8	
