#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=(5) Izmaksai aprēķinātās valsts sociālā pabalsta summas, kas nav izmaksātas līdz pabalsta saņēmēja nāvei, ir tiesības saņemt pabalsta saņēmēja laulātajam un visiem pirmās un otrās pakāpes radiniekiem, ja viņi minētās summas pieprasījuši gada laikā pēc pabalsta saņēmēja nāves.
1-1	0-1	(	zb	(	_	_	punct	basic	1-2	
1-2	1-2	5	xn	5	_	_	parataxis	basic	1-19	
1-3	2-3	)	zb	)	_	_	punct	basic	1-2	
1-4	4-12	Izmaksai	ncfsd4	izmaksa	_	_	iobj	basic	1-5	
1-5	13-24	aprēķinātās	vmnpdfsgpsyp	aprēķināt	_	_	amod	basic	1-9	
1-6	25-31	valsts	ncfsg6	valsts	_	_	nmod	basic	1-8	
1-7	32-39	sociālā	armsgyp	sociāls	_	_	amod	basic	1-8	
1-8	40-48	pabalsta	ncmsg1	pabalsts	_	_	nmod	basic	1-9	
1-9	49-55	summas	ncfsg4	summa	*[1]	*->1-1	iobj	basic	1-21	
1-10	55-56	,	zc	,	_	_	punct	basic	1-13	
1-11	57-60	kas	pr000nn	kas	*[1]	*->1-2	nsubj:pass	basic	1-13	
1-12	61-64	nav	vcnipii30ay	nebūt	_	_	aux	basic	1-13	
1-13	65-75	izmaksātas	vmnpdfpnpsnp	izmaksāt	_	_	acl	basic	1-9	
1-14	76-80	līdz	sppd	līdz	_	_	case	basic	1-17	
1-15	81-89	pabalsta	ncmsg1	pabalsts	_	_	nmod	basic	1-16	
1-16	90-98	saņēmēja	ncmsg1	saņēmējs	_	_	nmod	basic	1-17	
1-17	99-104	nāvei	ncfsd5	nāve	_	_	acl	basic	1-13	
1-18	104-105	,	zc	,	_	_	punct	basic	1-13	
1-19	106-108	ir	vmnipii30an	būt	_	_	root	basic	1-19	
1-20	109-117	tiesības	ncfdn4	tiesības	_	_	nmod	basic	1-19	
1-21	118-124	saņemt	vmnn0t1000n	saņemt	_	_	acl	basic	1-20	
1-22	125-133	pabalsta	ncmsg1	pabalsts	_	_	nmod	basic	1-23	
1-23	134-142	saņēmēja	ncmsg1	saņēmējs	_	_	nmod	basic	1-24	
1-24	143-153	laulātajam	vmnpdmsdpsyp	laulāt	_	_	obl	basic	1-19	
1-25	154-156	un	cc	un	_	_	cc	basic	1-31	
1-26	157-163	visiem	pg0mpdn	viss	_	_	det	basic	1-31	
1-27	164-170	pirmās	mosfsg	pirmā	_	_	amod	basic	1-30	
1-28	171-173	un	cc	un	_	_	cc	basic	1-29	
1-29	174-179	otrās	mosfsg	otrā	_	_	conj	basic	1-27	
1-30	180-187	pakāpes	ncfsg5	pakāpe	_	_	nmod	basic	1-31	
1-31	188-199	radiniekiem	ncmpd1	radinieks	*[2]	*->2-1	conj	basic	1-24	
1-32	199-200	,	zc	,	_	_	punct	basic	1-37	
1-33	201-203	ja	cs	ja	_	_	mark	basic	1-37	
1-34	204-208	viņi	pp3mpnn	viņš	*[2]	*->2-2	nsubj	basic	1-37	
1-35	209-216	minētās	vmnpdfsgpsyp	minēt	_	_	amod	basic	1-36	
1-36	217-223	summas	ncfsg4	summa	_	_	iobj	basic	1-37	
1-37	224-236	pieprasījuši	vmnpdmpnasnp	pieprasīt	_	_	advcl	basic	1-19	
1-38	237-241	gada	ncmsg1	gads	_	_	nmod	basic	1-39	
1-39	242-247	laikā	ncmsl1	laiks	_	_	obl	basic	1-37	
1-40	248-251	pēc	spsg	pēc	_	_	case	basic	1-43	
1-41	252-260	pabalsta	ncmsg1	pabalsts	_	_	nmod	basic	1-42	
1-42	261-269	saņēmēja	ncmsg1	saņēmējs	_	_	nmod	basic	1-43	
1-43	270-275	nāves	ncfsg5	nāve	_	_	obl	basic	1-37	
1-44	275-276	.	zs	.	_	_	punct	basic	1-19	

#Text=Ja neizmaksāto pabalsta summu pieprasa vairākas personas, to izmaksā vienādās daļās visām pieprasījumu iesniegušajām personām, kurām uz to ir tiesības.
2-1	278-280	Ja	cs	ja	_	_	mark	basic	2-5	
2-2	281-292	neizmaksāto	vmnpdmpgpsyp	neizmaksāt	_	_	amod	basic	2-4	
2-3	293-301	pabalsta	ncmsg1	pabalsts	_	_	nmod	basic	2-4	
2-4	302-307	summu	ncfsa4	summa	*[3]	*->3-1	obj	basic	2-5	
2-5	308-316	pieprasa	vmnipt330an	pieprasīt	_	_	advcl	basic	2-10	
2-6	317-325	vairākas	pi0fpnn	vairākas	_	_	det	basic	2-7	
2-7	326-334	personas	ncfpn4	persona	_	_	nsubj	basic	2-5	
2-8	334-335	,	zc	,	_	_	punct	basic	2-5	
2-9	336-338	to	pd0msan	tas	*[3]	*->3-2	obj	basic	2-10	
2-10	339-346	izmaksā	vmnipt230an	izmaksāt	_	_	root	basic	2-10	
2-11	347-355	vienādās	arfplnp	vienāda	_	_	amod	basic	2-12	
2-12	356-361	daļās	ncfpl4	daļa	_	_	obl	basic	2-10	
2-13	362-367	visām	pg0fpdn	visa	_	_	det	basic	2-16	
2-14	368-380	pieprasījumu	ncmsa1	pieprasījums	_	_	obj	basic	2-15	
2-15	381-394	iesniegušajām	vmnpdfpdasyp	iesniegt	_	_	amod	basic	2-16	
2-16	395-403	personām	ncfpd4	persona	*[4]	*->4-1	iobj	basic	2-10	
2-17	403-404	,	zc	,	_	_	punct	basic	2-21	
2-18	405-410	kurām	pr0fpdn	kura	*[4]	*->4-2	obl	basic	2-21	
2-19	411-413	uz	spsa	uz	_	_	case	basic	2-20	
2-20	414-416	to	pd0msan	tas	*[3]	*->3-3	iobj	basic	2-21	
2-21	417-419	ir	vmnipii30an	būt	_	_	acl	basic	2-16	
2-22	420-428	tiesības	ncfdn4	tiesības	_	_	nsubj	basic	2-21	
2-23	428-429	.	zs	.	_	_	punct	basic	2-10	
