#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pēc visa spriežot, viņas nāk no darba un gatavojas ballei.
1-1	0-3	Pēc	spsg	*	pēc	case	basic	1-2	
1-2	4-8	visa	ncmsg1	*	viss	iobj	basic	1-3	
1-3	9-17	spriežot	vmnrpt100an	*	spriest	dep	basic	1-6	
1-4	17-18	,	zc	*	,	punct	basic	1-3	
1-5	19-24	viņas	pp3fpnn	*	viņa	nsubj	basic	1-6	
1-6	25-28	nāk	vmnipi130an	*	nākt	root	basic	1-6	
1-7	29-31	no	spsg	*	no	case	basic	1-8	
1-8	32-37	darba	ncmsg1	*	darbs	obl	basic	1-6	
1-9	38-40	un	cc	*	un	cc	basic	1-10	
1-10	41-50	gatavojas	vmyipi230an	*	gatavoties	conj	basic	1-6	
1-11	51-57	ballei	ncfsd5	*	balle	iobj	basic	1-10	
1-12	57-58	.	zs	*	.	punct	basic	1-6	
