#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Rīts rādījās pelēcīgs un nejauks.
1-1	0-4	Rīts	ncmsn1	rīts	_	_	nsubj	basic	1-2	
1-2	5-12	rādījās	vtyisi330an	rādīties	_	_	root	basic	1-2	
1-3	13-21	pelēcīgs	afmsnnp	pelēcīgs	_	_	xcomp	basic	1-2	
1-4	22-24	un	cc	un	_	_	cc	basic	1-5	
1-5	25-32	nejauks	afmsnnp	nejauks	_	_	conj	basic	1-3	
1-6	32-33	.	zs	.	_	_	punct	basic	1-2	

#Text=Galda viesu murdoņa dūra ausīs.
2-1	35-40	Galda	ncmsg1	galds	_	_	nmod	basic	2-2	
2-2	41-46	viesu	ncmpg2	viesis	_	_	nmod	basic	2-3	
2-3	47-54	murdoņa	ncfsn4	murdoņa	_	_	nsubj	basic	2-4	
2-4	55-59	dūra	vmnist130an	durt	_	_	root	basic	2-4	
2-5	60-65	ausīs	ncfpl6	auss	_	_	obl	basic	2-4	
2-6	65-66	.	zs	.	_	_	punct	basic	2-4	

#Text=Tēvs ar pamāti joprojām vēl neizgāja no istabas.
3-1	68-72	Tēvs	ncmsn1	tēvs	_	_	nsubj	basic	3-6	
3-2	73-75	ar	spsa	ar	_	_	case	basic	3-3	
3-3	76-82	pamāti	ncfsa5	pamāte	_	_	nmod	basic	3-1	
3-4	83-91	joprojām	r0t	joprojām	_	_	advmod	basic	3-6	
3-5	92-95	vēl	r0t	vēl	_	_	advmod	basic	3-6	
3-6	96-104	neizgāja	vmnisii30ay	neiziet	_	_	root	basic	3-6	
3-7	105-107	no	spsg	no	_	_	case	basic	3-8	
3-8	108-115	istabas	ncfsg4	istaba	_	_	obl	basic	3-6	
3-9	115-116	.	zs	.	_	_	punct	basic	3-6	

#Text=Tikai vecene sekoja bērniem, pa reizēm tos iepļaukādama.
4-1	118-123	Tikai	q	tikai	_	_	discourse	basic	4-2	
4-2	124-130	vecene	ncfsn5	vecene	_	_	nsubj	basic	4-3	
4-3	131-137	sekoja	vmnisi230an	sekot	_	_	root	basic	4-3	
4-4	138-145	bērniem	ncmpd1	bērns	*[1]	*->1-1	iobj	basic	4-3	
4-5	145-146	,	zc	,	_	_	punct	basic	4-9	
4-6	147-149	pa	sppd	pa	_	_	case	basic	4-7	
4-7	150-156	reizēm	ncfpd5	reize	_	_	acl	basic	4-9	
4-8	157-160	tos	pd0mpan	tas	*[1]	*->1-2	obj	basic	4-9	
4-9	161-173	iepļaukādama	vmnppfsnap00	iepļaukāt	_	_	acl	basic	4-3	
4-10	173-174	.	zs	.	_	_	punct	basic	4-3	
