#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pauze.
1-1	0-5	Pauze	ncfsn5	*	pauze	_	_	root	basic	1-1	
1-2	5-6	.	zs	*	.	_	_	punct	basic	1-1	

#Text=Abi sabijušies paskatās uz vecmammu, Laura pat aizšauj plaukstu mutei priekšā.
2-1	8-11	Abi	pg0mpnn	*	abi	_	_	nsubj	basic	2-3	
2-2	12-22	sabijušies	vmypdmpnasnp	*	sabīties	_	_	acl	basic	2-3	
2-3	23-31	paskatās	vmyipt330an	*	paskatīties	_	_	root	basic	2-3	
2-4	32-34	uz	spsa	*	uz	_	_	case	basic	2-5	
2-5	35-43	vecmammu	ncfsa4	*	vecmamma	_	_	iobj	basic	2-3	
2-6	43-44	,	zc	*	,	_	_	punct	basic	2-9	
2-7	45-50	Laura	npfsn4	*	Laura	person	*	nsubj	basic	2-9	
2-8	51-54	pat	q	*	pat	_	_	discourse	basic	2-9	
2-9	55-62	aizšauj	vmnipt130an	*	aizšaut	_	_	conj	basic	2-3	
2-10	63-71	plaukstu	ncfpg4	*	plauksta	_	_	iobj	basic	2-9	
2-11	72-77	mutei	ncfsd5	*	mute	_	_	obl	basic	2-9	
2-12	78-85	priekšā	ncfsl4	*	priekša	_	_	case	basic	2-11	
2-13	85-86	.	zs	*	.	_	_	punct	basic	2-3	

#Text=Mihaels pasmīn.
3-1	88-95	Mihaels	npmsn1	*	Mihaels	person	*	nsubj	basic	3-2	
3-2	96-102	pasmīn	vmnipi330an	*	pasmīnēt	_	_	root	basic	3-2	
3-3	102-103	.	zs	*	.	_	_	punct	basic	3-2	
