#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Bet, ja pasaules telpa pēkšņi ņēma un izcēlās no kaut kā cita, tad šim citam arī vajadzēja reiz rasties no kaut kā.
1-1	0-3	Bet	_	_	_	_	_	_	_	_	_	_	_	_	cc	bet	cc	basic	1-19	
1-2	3-4	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-7	
1-3	5-7	ja	_	_	_	_	_	_	_	_	_	_	_	_	cs	ja	mark	basic	1-7	
1-4	8-16	pasaules	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg5	pasaule	nmod	basic	1-5	
1-5	17-22	telpa	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	telpa	nsubj	basic	1-7	
1-6	23-29	pēkšņi	_	_	_	_	_	_	_	_	_	_	_	_	r0m	pēkšņi	advmod	basic	1-7	
1-7	30-34	ņēma	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	vmnist130an	ņemt	advcl	basic	1-19	
1-8	35-37	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	1-9	
1-9	38-45	izcēlās	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	vmyist130an	izcelties	conj	basic	1-7	
1-10	46-48	no	_	_	_	_	_	_	_	_	_	_	_	_	spsg	no	case	basic	1-12	
1-11	49-53	kaut	_	_	_	_	_	_	_	_	_	_	_	_	q	kaut	discourse	basic	1-12	
1-12	54-56	kā	*	*	Gen	*	*	*	*	*	*	Case=Gen\|PronType=Ind	*	*	pi000gn	kas	obl	basic	1-9	
1-13	57-61	cita	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing\|PronType=Ind	*	*	pi0msgn	cits	compound	basic	1-12	
1-14	61-62	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-7	
1-15	63-66	tad	*	*	*	*	*	*	*	*	*	PronType=Dem	*	*	r0t	tad	advmod	basic	1-19	
1-16	67-70	šim	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msdn	šis	det	basic	1-17	
1-17	71-76	citam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing\|PronType=Ind	*	*	pi0msdn	cits	nsubj	basic	1-19	
1-18	77-80	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	discourse	basic	1-19	
1-19	81-90	vajadzēja	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	vmnist330an	vajadzēt	root	basic	1-19	
1-20	91-95	reiz	_	_	_	_	_	_	_	_	_	_	_	_	r0t	reiz	advmod	basic	1-21	
1-21	96-103	rasties	*	*	*	*	*	*	*	*	*	Polarity=Pos\|Reflex=Yes\|VerbForm=Inf	*	*	vmyn0i1000n	rasties	xcomp	basic	1-19	
1-22	104-106	no	_	_	_	_	_	_	_	_	_	_	_	_	spsg	no	case	basic	1-24	
1-23	107-111	kaut	_	_	_	_	_	_	_	_	_	_	_	_	q	kaut	discourse	basic	1-24	
1-24	112-114	kā	*	*	Gen	*	*	*	*	*	*	Case=Gen\|PronType=Ind	*	*	pi000gn	kas	obl	basic	1-21	
1-25	114-115	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-19	
