#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pie patstāvīgas mākslīgo nagu nēsāšanas dabīgam nagam paradās pareizais augšanas virziens un pareiza forma, un nags var arī pilnība atgūt estētisko skatu.
1-1	0-3	Pie	_	_	_	_	_	_	_	_	_	_	_	_	spsg	pie	case	basic	1-5	
1-2	4-15	patstāvīgas	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsgnp	patstāvīga	amod	basic	1-5	
1-3	16-24	mākslīgo	Masc	Plur	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Masc\|Number=Plur	*	*	armpgyp	mākslīgs	amod	basic	1-4	
1-4	25-29	nagu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	nags	nmod	basic	1-5	
1-5	30-39	nēsāšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	nēsāšana	obl	basic	1-8	
1-6	40-47	dabīgam	Masc	Sing	Dat	Pos	*	*	*	*	*	Case=Dat\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsdnp	dabīgs	amod	basic	1-7	
1-7	48-53	nagam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	nags	obl	basic	1-8	
1-8	54-61	paradās	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	vmyisi330an	parādīties	root	basic	1-8	
1-9	62-71	pareizais	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsnyp	pareizs	amod	basic	1-11	
1-10	72-80	augšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	augšana	nmod	basic	1-11	
1-11	81-89	virziens	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	virziens	nsubj	basic	1-8	
1-12	90-92	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	1-14	
1-13	93-100	pareiza	Fem	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsnnp	pareiza	amod	basic	1-14	
1-14	101-106	forma	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	forma	conj	basic	1-11	
1-15	106-107	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-18	
1-16	108-110	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	1-18	
1-17	111-115	nags	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	nags	nsubj	basic	1-18	
1-18	116-119	var	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vonipt330an	varēt	conj	basic	1-8	
1-19	120-123	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	discourse	basic	1-18	
1-20	124-131	pilnība	*	*	*	Pos	*	*	*	*	*	Degree=Pos	*	*	rpq	pilnībā	advmod	basic	1-21	
1-21	132-137	atgūt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t1000n	atgūt	xcomp	basic	1-18	
1-22	138-147	estētisko	Masc	Sing	Acc	Pos	*	*	*	*	*	Case=Acc\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsayp	estētisks	amod	basic	1-23	
1-23	148-153	skatu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	skats	obj	basic	1-21	
1-24	153-154	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-8	

