#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Sasniedzis seklumu, vīrietis pieceļas kājās un brien krastā.
1-1	0-10	Sasniedzis	vmnpdmsnasnp	sasniegt	_	_	acl	basic	1-5	
1-2	11-18	seklumu	ncmsa1	seklums	_	_	obj	basic	1-1	
1-3	18-19	,	zc	,	_	_	punct	basic	1-1	
1-4	20-28	vīrietis	ncmsn2	vīrietis	*[1]	*->1-1	nsubj	basic	1-5	
1-5	29-37	pieceļas	vmyipt130an	piecelties	_	_	root	basic	1-5	
1-6	38-43	kājās	ncfpl4	kāja	_	_	obl	basic	1-5	
1-7	44-46	un	cc	un	_	_	cc	basic	1-8	
1-8	47-52	brien	vmnipi130an	brist	_	_	conj	basic	1-5	
1-9	53-59	krastā	ncmsl1	krasts	_	_	acl	basic	1-8	
1-10	59-60	.	zs	.	_	_	punct	basic	1-5	

#Text=Viņš ir neliela auguma un atlētisks.
2-1	62-66	Viņš	pp3msnn	viņš	*[1]	*->1-2	nsubj	basic	2-4	
2-2	67-69	ir	vcnipii30an	būt	_	_	cop	basic	2-4	
2-3	70-77	neliela	armsgnp	neliels	_	_	amod	basic	2-4	
2-4	78-84	auguma	ncmsg1	augums	_	_	root	basic	2-4	
2-5	85-87	un	cc	un	_	_	cc	basic	2-6	
2-6	88-97	atlētisks	afmsnnp	atlētisks	_	_	conj	basic	2-4	
2-7	97-98	.	zs	.	_	_	punct	basic	2-4	
