#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Droši vien meitene būtu vēl ko pastāstījusi, taču blakus sēdošais vīrietis bija noskaņots agresīvi, identificējot reportieri ar varas pārstāvi, tāpēc nācās doties projām neatvadoties.
1-1	0-5	Droši	_	_	_	_	_	_	_	_	_	_	_	_	q	Droši	discourse	basic	1-7	
1-2	6-10	vien	_	_	_	_	_	_	_	_	_	_	_	_	q	vien	compound	basic	1-1	
1-3	11-18	meitene	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn5	meitene	nsubj	basic	1-7	
1-4	19-23	būtu	*	*	*	*	*	*	Cnd	Act	*	Mood=Cnd\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	*	vcnc0ii00an	būt	aux	basic	1-7	
1-5	24-27	vēl	_	_	_	_	_	_	_	_	_	_	_	_	r0t	vēl	advmod	basic	1-6	
1-6	28-30	ko	*	*	Acc	*	*	*	*	*	*	Case=Acc\|PronType=Ind	*	*	pi000an	kas	obj	basic	1-7	
1-7	31-43	pastāstījusi	Fem	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsnasnp	pastāstīt	root	basic	1-7	
1-8	43-44	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-14	
1-9	45-49	taču	_	_	_	_	_	_	_	_	_	_	_	_	cc	taču	cc	basic	1-14	
1-10	50-56	blakus	_	_	_	_	_	_	_	_	_	_	_	_	r0p	blakus	advmod	basic	1-11	
1-11	57-65	sēdošais	Masc	Sing	Nom	Pos	*	*	*	Act	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing\|VerbForm=Part\|Voice=Act	*	*	armsnyp	sēdošs	amod	basic	1-12	
1-12	66-74	vīrietis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn2	vīrietis	nsubj	basic	1-14	
1-13	75-79	bija	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	vcnisii30an	būt	aux	basic	1-14	
1-14	80-89	noskaņots	Masc	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmsnpsnp	noskaņot	conj	basic	1-7	
1-15	90-98	agresīvi	Masc	Plur	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Plur	*	*	afmpnnp	agresīvs	dep	basic	1-14	
1-16	98-99	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-17	
1-17	100-113	identificējot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000	identificēt	advcl	basic	1-14	
1-18	114-124	reportieri	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa5	reportiere	obj	basic	1-17	
1-19	125-127	ar	_	_	_	_	_	_	_	_	_	_	_	_	spsa	ar	case	basic	1-21	
1-20	128-133	varas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	vara	nmod	basic	1-21	
1-21	134-142	pārstāvi	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa2	pārstāvis	iobj	basic	1-17	
1-22	142-143	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-24	
1-23	144-149	tāpēc	_	_	_	_	_	_	_	_	_	_	_	_	r0c	tāpēc	cc	basic	1-24	
1-24	150-155	nācās	*	*	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Past\|VerbForm=Fin\|Voice=Act	3	*	voyisi130an	nākties	conj	basic	1-7	
1-25	156-162	doties	*	*	*	*	*	*	*	*	*	Polarity=Pos\|Reflex=Yes\|VerbForm=Inf	*	*	vmyn0ti000n	doties	xcomp	basic	1-24	
1-26	163-169	projām	_	_	_	_	_	_	_	_	_	_	_	_	r0p	projām	advmod	basic	1-25	
1-27	170-182	neatvadoties	*	*	*	*	*	*	*	*	*	Reflex=Yes\|VerbForm=Conv	*	*	vmypu0000000	neatvadīties	dep	basic	1-25	
1-28	182-183	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-7	
