#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Parasti, uzņēmumi par savas darbības galveno mērķi izvirza pēc iespējas ātrāku savas produkcijas pārdošanu, pēc tam par to aizmirstot.
1-1	0-7	Parasti	r0t	parasti	_	_	parataxis	basic	1-9	
1-2	7-8	,	zc	,	_	_	punct	basic	1-1	
1-3	9-17	uzņēmumi	ncmpn1	uzņēmums	*[1]	*->1-1	nsubj	basic	1-9	
1-4	18-21	par	sppd	par	_	_	case	basic	1-8	
1-5	22-27	savas	ps0fsgn	sava	*[1]	*->1-2	det	basic	1-6	
1-6	28-36	darbības	ncfsg4	darbība	_	_	nmod	basic	1-8	
1-7	37-44	galveno	armsayp	galvenais	_	_	amod	basic	1-8	
1-8	45-50	mērķi	ncmsa2	mērķis	_	_	iobj	basic	1-9	
1-9	51-58	izvirza	vmnipt330an	izvirzīt	_	_	root	basic	1-9	
1-10	59-62	pēc	spsg	pēc	_	_	case	basic	1-11	
1-11	63-71	iespējas	ncfsg4	iespēja	_	_	obl	basic	1-12	
1-12	72-78	ātrāku	afmsanc	ātrs	_	_	amod	basic	1-15	
1-13	79-84	savas	ps0fsgn	sava	*[1]	*->1-3	det	basic	1-14	
1-14	85-96	produkcijas	ncfsg4	produkcija	_	_	nmod	basic	1-15	
1-15	97-106	pārdošanu	ncfsa4	pārdošana	*[2]	*->2-1	obj	basic	1-9	
1-16	106-107	,	zc	,	_	_	punct	basic	1-21	
1-17	108-111	pēc	spsd	pēc	_	_	case	basic	1-18	
1-18	112-115	tam	pd0msdn	tas	_	_	obl	basic	1-21	
1-19	116-119	par	spsa	par	*[2]	*->2-2	case	basic	1-20	
1-20	120-122	to	pd0msan	tas	*[2]	*->2-2	iobj	basic	1-21	
1-21	123-133	aizmirstot	vmnpu0000000	aizmirst	_	_	advcl	basic	1-9	
1-22	133-134	.	zs	.	_	_	punct	basic	1-9	

#Text=Taču jāpatur prātā, ka katrai precei ir savs lietošanas ilgums.
2-1	136-140	Taču	cc	taču	_	_	cc	basic	2-2	
2-2	141-148	jāpatur	vmnd0t300an	paturēt	_	_	root	basic	2-2	
2-3	149-154	prātā	ncmsl1	prāts	_	_	acl	basic	2-2	
2-4	154-155	,	zc	,	_	_	punct	basic	2-8	
2-5	156-158	ka	cs	ka	_	_	mark	basic	2-8	
2-6	159-165	katrai	pg0fsdn	katra	_	_	det	basic	2-7	
2-7	166-172	precei	ncfsd5	prece	*[3]	*->3-1	obl	basic	2-8	
2-8	173-175	ir	vmnipii30an	būt	_	_	ccomp	basic	2-2	
2-9	176-180	savs	ps0msnn	savs	*[3]	*->3-2	det	basic	2-11	
2-10	181-191	lietošanas	ncfsg4	lietošana	_	_	nmod	basic	2-11	
2-11	192-198	ilgums	ncmsn1	ilgums	_	_	nsubj	basic	2-8	
2-12	198-199	.	zs	.	_	_	punct	basic	2-2	

#Text=Kad pienāks laiks iegādāties jaunu preci, pircējs noteikti būs saņēmis daudzus kārdinošus piedāvājumus no citiem veikaliem.
3-1	201-204	Kad	r0t	kad	_	_	advmod	basic	3-2	
3-2	205-212	pienāks	vmnifi130an	pienākt	_	_	advcl	basic	3-11	
3-3	213-218	laiks	ncmsn1	laiks	_	_	nsubj	basic	3-2	
3-4	219-229	iegādāties	vmyn0t2000n	iegādāties	_	_	acl	basic	3-3	
3-5	230-235	jaunu	affsanp	jauna	_	_	amod	basic	3-6	
3-6	236-241	preci	ncfsa5	prece	_	_	obj	basic	3-4	
3-7	241-242	,	zc	,	_	_	punct	basic	3-2	
3-8	243-250	pircējs	ncmsn1	pircējs	_	_	nsubj	basic	3-11	
3-9	251-259	noteikti	r0m	noteikti	_	_	advmod	basic	3-11	
3-10	260-263	būs	vcnifii30an	būt	_	_	aux	basic	3-11	
3-11	264-271	saņēmis	vmnpdmsnasnp	saņemt	_	_	root	basic	3-11	
3-12	272-279	daudzus	pi0mpan	daudzi	_	_	det	basic	3-14	
3-13	280-290	kārdinošus	vmnpdmpaapnp	kārdināt	_	_	amod	basic	3-14	
3-14	291-303	piedāvājumus	ncmpa1	piedāvājums	_	_	obj	basic	3-11	
3-15	304-306	no	sppd	no	_	_	case	basic	3-17	
3-16	307-313	citiem	pi0mpdn	cits	_	_	det	basic	3-17	
3-17	314-323	veikaliem	ncmpd1	veikals	_	_	obl	basic	3-11	
3-18	323-324	.	zs	.	_	_	punct	basic	3-11	

#Text=Lai pircējs arī nākamreiz izvēlētos jūsu pakalpojumus, par izdevīgu piedāvājumu jādomā jau laikus.
4-1	326-329	Lai	cs	lai	_	_	mark	basic	4-5	
4-2	330-337	pircējs	ncmsn1	pircējs	_	_	nsubj	basic	4-5	
4-3	338-341	arī	q	arī	_	_	discourse	basic	4-4	
4-4	342-351	nākamreiz	r0t	nākamreiz	_	_	advmod	basic	4-5	
4-5	352-361	izvēlētos	vmyc0i300an	izvēlēties	_	_	dep	basic	4-12	
4-6	362-366	jūsu	pp20pgn	jūs	_	_	det	basic	4-7	
4-7	367-379	pakalpojumus	ncmpa1	pakalpojums	_	_	obj	basic	4-5	
4-8	379-380	,	zc	,	_	_	punct	basic	4-5	
4-9	381-384	par	spsa	par	_	_	case	basic	4-11	
4-10	385-393	izdevīgu	afmsanp	izdevīgs	_	_	amod	basic	4-11	
4-11	394-405	piedāvājumu	ncmsa1	piedāvājums	_	_	iobj	basic	4-12	
4-12	406-412	jādomā	vmnd0t200an	domāt	_	_	root	basic	4-12	
4-13	413-416	jau	r0t	jau	_	_	advmod	basic	4-14	
4-14	417-423	laikus	r0t	laikus	_	_	advmod	basic	4-12	
4-15	423-424	.	zs	.	_	_	punct	basic	4-12	

#Text=Pazīstot savus produktus, zinot katras preces lietošanas ilgumu, iespējams noteikt brīdi, kad pienācis laiks reiz pārdoto preci aizstāt ar jaunu.
5-1	426-434	Pazīstot	vmnpu0000000	pazīt	_	_	advcl	basic	5-11	
5-2	435-440	savus	ps0mpan	savs	_	_	det	basic	5-3	
5-3	441-450	produktus	ncmpa1	produkts	_	_	obj	basic	5-1	
