#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Psihologi pierādījuši, ka tas, ko apkārtējie cilvēki domā par mums, ļoti ietekmē mūsu pašnovērtējumu un uzvedību.
1-1	0-9	Psihologi	ncmpn1	psihologs	_	_	nsubj	basic	1-2	
1-2	10-21	pierādījuši	vmnpdmpnasnp	pierādīt	_	_	root	basic	1-2	
1-3	21-22	,	zc	,	_	_	punct	basic	1-15	
1-4	23-25	ka	cs	ka	_	_	mark	basic	1-15	
1-5	26-29	tas	pd3msnn	tas	*[1]	*->1-1	nsubj	basic	1-15	
1-6	29-30	,	zc	,	_	_	punct	basic	1-10	
1-7	31-33	ko	pr000an	kas	*[1]	*->1-2	obj	basic	1-10	
1-8	34-44	apkārtējie	armpnyp	apkārtējs	_	_	amod	basic	1-9	
1-9	45-52	cilvēki	ncmpn1	cilvēks	_	_	nsubj	basic	1-10	
1-10	53-57	domā	vmnipt230an	domāt	_	_	acl	basic	1-5	
1-11	58-61	par	sppd	par	_	_	case	basic	1-12	
1-12	62-66	mums	pp10pdn	mēs	*[2]	*->2-1	iobj	basic	1-10	
1-13	66-67	,	zc	,	_	_	punct	basic	1-10	
1-14	68-72	ļoti	r0q	ļoti	_	_	advmod	basic	1-15	
1-15	73-80	ietekmē	vmnipt230an	ietekmēt	_	_	ccomp	basic	1-2	
1-16	81-85	mūsu	pp10pgn	mēs	*[2]	*->2-2	det	basic	1-17	
1-17	86-100	pašnovērtējumu	ncmsa1	pašnovērtējums	_	_	obj	basic	1-15	
1-18	101-103	un	cc	un	_	_	cc	basic	1-19	
1-19	104-112	uzvedību	ncfsa4	uzvedība	_	_	conj	basic	1-17	
1-20	112-113	.	zs	.	_	_	punct	basic	1-2	
