#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Tepat taču stāv ugunsdzēsēju mašīna, patiesi!
1-1	0-5	Tepat	r0p	*	tepat	_	_	advmod	basic	1-3	
1-2	6-10	taču	q	*	taču	_	_	discourse	basic	1-3	
1-3	11-15	stāv	vmnipt330an	*	stāvēt	_	_	root	basic	1-3	
1-4	16-28	ugunsdzēsēju	ncmpg1	*	ugunsdzēsējs	*->1-1	*[1]	nmod	basic	1-5	
1-5	29-35	mašīna	ncfsn4	*	mašīna	*->1-1	*[1]	nsubj	basic	1-3	
1-6	35-36	,	zc	*	,	_	_	punct	basic	1-7	
1-7	37-44	patiesi	q	*	patiesi	_	_	parataxis	basic	1-3	
1-8	44-45	!	zs	*	!	_	_	punct	basic	1-3	

#Text=Kur viņa maldījusies, kam gribējusi zvanīt?
2-1	47-50	Kur	r0p	*	kur	_	_	advmod	basic	2-3	
2-2	51-55	viņa	pp3fsnn	*	viņa	*->2-1	*[2]	nsubj	basic	2-3	
2-3	56-67	maldījusies	vmypdfsnasnp	*	maldīties	_	_	root	basic	2-3	
2-4	67-68	,	zc	*	,	_	_	punct	basic	2-6	
2-5	69-72	kam	pr000dn	*	kas	_	_	iobj	basic	2-7	
2-6	73-82	gribējusi	vonpdfsnasnp	*	gribēt	_	_	conj	basic	2-3	
2-7	83-89	zvanīt	vmnn0t3000n	*	zvanīt	_	_	xcomp	basic	2-6	
2-8	89-90	?	zs	*	?	_	_	punct	basic	2-3	

#Text=Kāpēc viņa nav to ievērojusi, nav pieļāvusi domu, ka šo pašu mašīnu varētu pagriezt uz ceļa pusi?
3-1	92-97	Kāpēc	r0c	*	kāpēc	_	_	advmod	basic	3-5	
3-2	98-102	viņa	pp3fsnn	*	viņa	*->2-2	*[2]	nsubj	basic	3-5	
3-3	103-106	nav	vcnipii30ay	*	nebūt	_	_	aux	basic	3-5	
3-4	107-109	to	pd0msan	*	tas	_	_	obj	basic	3-5	
3-5	110-120	ievērojusi	vmnpdfsnasnp	*	ievērot	_	_	root	basic	3-5	
3-6	120-121	,	zc	*	,	_	_	punct	basic	3-8	
3-7	122-125	nav	vcnipii30ay	*	nebūt	_	_	aux	basic	3-8	
3-8	126-135	pieļāvusi	vmnpdfsnasnp	*	pieļaut	_	_	conj	basic	3-5	
3-9	136-140	domu	ncfsa4	*	doma	_	_	obj	basic	3-8	
3-10	140-141	,	zc	*	,	_	_	punct	basic	3-15	
3-11	142-144	ka	cs	*	ka	_	_	mark	basic	3-15	
3-12	145-147	šo	pd0fsan	*	šī	*->1-2	*[1]	det	basic	3-14	
3-13	148-152	pašu	pg0fsan	*	pašu	*->1-2	*[1]	compound	basic	3-12	
3-14	153-159	mašīnu	ncfsa4	*	mašīna	*->1-3	*[1]	nsubj	basic	3-15	
3-15	160-166	varētu	vonc0t300an	*	varēt	_	_	acl	basic	3-9	
3-16	167-175	pagriezt	vmnn0t1000n	*	pagriezt	_	_	xcomp	basic	3-15	
3-17	176-178	uz	spsg	*	uz	_	_	case	basic	3-19	
3-18	179-183	ceļa	ncmsg1	*	ceļš	_	_	nmod	basic	3-19	
3-19	184-188	pusi	ncfsa5	*	puse	_	_	obl	basic	3-16	
3-20	188-189	?	zs	*	?	_	_	punct	basic	3-5	
