#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Kurmāles pagasta padome decembra sēdē grozīja šī gada budžetu un sprieda, kā jauno pieņemt jau janvārī.
1-1	0-8	Kurmāles	npfsg5	*	Kurmāle	organization[1]|GPE[2]	*[1]|https://lv.wikipedia.org/wiki/Kurmāles\_pagasts[2]	nmod	basic	1-2	
1-2	9-16	pagasta	ncmsg1	*	pagasts	organization[1]|GPE[2]	*[1]|https://lv.wikipedia.org/wiki/Kurmāles\_pagasts[2]	nmod	basic	1-3	
1-3	17-23	padome	ncfsn5	*	padome	organization[1]	*[1]	nsubj	basic	1-6	
1-4	24-32	decembra	ncmsg2	*	decembris	time	*	nmod	basic	1-5	
1-5	33-37	sēdē	ncfsl5	*	sēde	_	_	obl	basic	1-6	
1-6	38-45	grozīja	vmnist330an	*	grozīt	_	_	root	basic	1-6	
1-7	46-48	šī	pd0msgn	*	šis	_	_	det	basic	1-8	
1-8	49-53	gada	ncmsg1	*	gads	_	_	nmod	basic	1-9	
1-9	54-61	budžetu	ncmsa1	*	budžets	_	_	obj	basic	1-6	
1-10	62-64	un	cc	*	un	_	_	cc	basic	1-11	
1-11	65-72	sprieda	vmnist130an	*	spriest	_	_	conj	basic	1-6	
1-12	72-73	,	zc	*	,	_	_	punct	basic	1-15	
1-13	74-76	kā	r0m	*	kā	_	_	advmod	basic	1-15	
1-14	77-82	jauno	afmsayp	*	jauns	_	_	obj	basic	1-15	
1-15	83-90	pieņemt	vmnn0t1000n	*	pieņemt	_	_	ccomp	basic	1-11	
1-16	91-94	jau	r0t	*	jau	_	_	advmod	basic	1-17	
1-17	95-102	janvārī	ncmsl2	*	janvāris	time	*	obl	basic	1-15	
1-18	102-103	.	zs	*	.	_	_	punct	basic	1-6	
