#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Kāpas sastopamas smilšainos līdzenumos.
1-1	0-5	Kāpas	ncfpn4	kāpa	_	_	*[1]	*->1-1	nsubj	basic	1-2	
1-2	6-16	sastopamas	vmnpdfpnppnp	sastapt	_	_	_	_	root	basic	1-2	
1-3	17-27	smilšainos	armplnp	smilšains	_	_	_	_	amod	basic	1-4	
1-4	28-38	līdzenumos	ncmpl1	līdzenums	_	_	_	_	obl	basic	1-2	
1-5	38-39	.	zs	.	_	_	_	_	punct	basic	1-2	

#Text=Tās radušās, vējam pārpūšot un noguldot smiltis.
2-1	41-44	Tās	pd0fpnn	tā	_	_	*[1]	*->1-2	nsubj	basic	2-2	
2-2	45-52	radušās	vmnpdfpnasyp	rast	_	_	_	_	root	basic	2-2	
2-3	52-53	,	zc	,	_	_	_	_	punct	basic	2-2	
2-4	54-59	vējam	ncmsd1	vējš	_	_	_	_	obl	basic	2-5	
2-5	60-68	pārpūšot	vmnpu0000000	pārpūst	_	_	_	_	advcl	basic	2-2	
2-6	69-71	un	cc	un	_	_	_	_	cc	basic	2-7	
2-7	72-80	noguldot	vmnpu0000000	noguldīt	_	_	_	_	conj	basic	2-5	
2-8	81-88	smiltis	ncfpa6	smilts	_	_	_	_	obj	basic	2-5	
2-9	88-89	.	zs	.	_	_	_	_	punct	basic	2-2	

#Text=Kāpas veidojušās laikā pēc ledāja atkāpšanās, kad smilšainos līdzenumus nav klājusi veģetācija.
3-1	91-96	Kāpas	ncfpn4	kāpa	_	_	*[1]	*->1-3	nsubj	basic	3-2	
3-2	97-107	veidojušās	vmypdfpnasnp	veidoties	_	_	_	_	root	basic	3-2	
3-3	108-113	laikā	ncmsl1	laiks	_	_	_	_	obl	basic	3-2	
3-4	114-117	pēc	spsg	pēc	_	_	_	_	case	basic	3-6	
3-5	118-124	ledāja	ncmsg1	ledājs	_	_	_	_	nmod	basic	3-6	
3-6	125-135	atkāpšanās	ncfsnr	atkāpšanās	_	_	_	_	nmod	basic	3-3	
3-7	135-136	,	zc	,	_	_	_	_	punct	basic	3-12	
3-8	137-140	kad	r0t	kad	_	_	_	_	advmod	basic	3-12	
3-9	141-151	smilšainos	armpayp	smilšains	_	_	_	_	amod	basic	3-10	
3-10	152-162	līdzenumus	ncmpa1	līdzenums	_	_	_	_	obj	basic	3-12	
3-11	163-166	nav	vcnipii30ay	nebūt	_	_	_	_	aux	basic	3-12	
3-12	167-174	klājusi	vmnpdfsnasnp	klāt	_	_	_	_	advcl	basic	3-3	
3-13	175-185	veģetācija	ncfsn4	veģetācija	_	_	_	_	nsubj	basic	3-12	
3-14	185-186	.	zs	.	_	_	_	_	punct	basic	3-2	

#Text=Vēja veidotām kāpām ir ļoti atšķirīga forma.
4-1	188-192	Vēja	ncmsg1	vējš	_	_	*[1]	*->1-4	obl	basic	4-2	
4-2	193-201	veidotām	vmnpdfpdpsnp	veidot	_	_	*[1]	*->1-4	amod	basic	4-3	
4-3	202-207	kāpām	ncfpd4	kāpa	_	_	*[1]	*->1-4	obl	basic	4-4	
4-4	208-210	ir	vcnipii30an	būt	_	_	_	_	root	basic	4-4	
4-5	211-215	ļoti	r0q	ļoti	_	_	_	_	advmod	basic	4-6	
4-6	216-225	atšķirīga	affsnnp	atšķirīga	_	_	_	_	amod	basic	4-7	
4-7	226-231	forma	ncfsn4	forma	_	_	_	_	nsubj	basic	4-4	
4-8	231-232	.	zs	.	_	_	_	_	punct	basic	4-4	

#Text=Tās var būt izliektas, taisnas un apaļas.
5-1	234-237	Tās	pd0fpnn	tā	_	_	*[1]	*->1-5	nsubj	basic	5-2	
5-2	238-241	var	vonipt330an	varēt	_	_	_	_	root	basic	5-2	
5-3	242-245	būt	vcnn0ii000n	būt	_	_	_	_	aux	basic	5-4	
5-4	246-255	izliektas	vmnpdfpnpsnp	izliekt	_	_	_	_	xcomp	basic	5-2	
5-5	255-256	,	zc	,	_	_	_	_	punct	basic	5-6	
5-6	257-264	taisnas	affpnnp	taisna	_	_	_	_	conj	basic	5-4	
5-7	265-267	un	cc	un	_	_	_	_	cc	basic	5-8	
5-8	268-274	apaļas	affpnnp	apaļa	_	_	_	_	conj	basic	5-4	
5-9	274-275	.	zs	.	_	_	_	_	punct	basic	5-2	

#Text=Vēja veidotās kāpas sastopamas gan Piejūras zemienē, gan Latvijas iekšzemes līdzenumos (piemēram, Trapenes līdzenumā Gulbenes rajonā, Sedas līdzenumā Sedas – Strenču apkārtnē un citur).
6-1	277-281	Vēja	ncmsg1	vējš	_	_	*[1]	*->1-6	obl	basic	6-2	
6-2	282-290	veidotās	vmnpdfpnpsyp	veidot	_	_	*[1]	*->1-6	amod	basic	6-3	
6-3	291-296	kāpas	ncfpa4	kāpa	_	_	*[1]	*->1-6	nsubj	basic	6-4	
6-4	297-307	sastopamas	vmnpdfpnppnp	sastapt	_	_	_	_	root	basic	6-4	
6-5	308-311	gan	cc	gan	_	_	_	_	cc	basic	6-7	
6-6	312-320	Piejūras	ncfsg4	piejūra	location[1]	https://lv.wikipedia.org/wiki/Piejūras\_zemiene[1]	_	_	nmod	basic	6-7	
6-7	321-328	zemienē	ncfsl5	zemiene	location[1]	https://lv.wikipedia.org/wiki/Piejūras\_zemiene[1]	_	_	obl	basic	6-4	
6-8	328-329	,	zc	,	_	_	_	_	punct	basic	6-12	
6-9	330-333	gan	cc	gan	_	_	_	_	cc	basic	6-12	
6-10	334-342	Latvijas	npfsg4	Latvija	GPE	https://en.wikipedia.org/wiki/Latvia	_	_	nmod	basic	6-12	
6-11	343-352	iekšzemes	ncfsg5	iekšzeme	_	_	_	_	nmod	basic	6-12	
6-12	353-363	līdzenumos	ncmpl1	līdzenums	_	_	_	_	conj	basic	6-7	
6-13	364-365	(	zb	(	_	_	_	_	punct	basic	6-17	
6-14	365-373	piemēram	ncmsd1	piemērs	_	_	_	_	parataxis	basic	6-17	
6-15	373-374	,	zc	,	_	_	_	_	punct	basic	6-14	
6-16	375-383	Trapenes	npfsg5	Trapene	location[2]|GPE[3]	*[2]|https://lv.wikipedia.org/wiki/Trapene[3]	_	_	nmod	basic	6-17	
6-17	384-393	līdzenumā	ncmsl1	līdzenums	location[2]	*[2]	_	_	parataxis	basic	6-12	
6-18	394-402	Gulbenes	npfsg5	Gulbene	GPE[4]|GPE[5]	https://en.wikipedia.org/wiki/Gulbene\_Municipality[4]|https://en.wikipedia.org/wiki/Gulbene[5]	_	_	nmod	basic	6-19	
6-19	403-409	rajonā	ncmsl1	rajons	GPE[4]	https://en.wikipedia.org/wiki/Gulbene\_Municipality[4]	_	_	acl	basic	6-17	
6-20	409-410	,	zc	,	_	_	_	_	punct	basic	6-22	
6-21	411-416	Sedas	npfsg4	Seda	location[6]|GPE[7]	*[6]|https://en.wikipedia.org/wiki/Seda,\_Latvia[7]	_	_	nmod	basic	6-22	
6-22	417-426	līdzenumā	ncmsl1	līdzenums	location[6]	*[6]	_	_	conj	basic	6-17	
6-23	427-432	Sedas	npfsg4	Seda	GPE	https://en.wikipedia.org/wiki/Seda,\_Latvia	_	_	nmod	basic	6-26	
6-24	433-434	–	zd	–	_	_	_	_	punct	basic	6-25	
6-25	435-442	Strenču	npmdg2	Strenči	GPE	https://en.wikipedia.org/wiki/Strenči	_	_	conj	basic	6-23	
6-26	443-451	apkārtnē	ncfsl5	apkārtne	_	_	_	_	acl	basic	6-22	
6-27	452-454	un	cc	un	_	_	_	_	cc	basic	6-28	
6-28	455-460	citur	r0p	citur	_	_	_	_	conj	basic	6-17	
6-29	460-461	)	zb	)	_	_	_	_	punct	basic	6-17	
6-30	461-462	.	zs	.	_	_	_	_	punct	basic	6-4	

#Text=Nesaudzīgas mežu izciršanas rezultātā Baltijas jūras un Rīgas līča piekrastē 18. un 19. gs. veidojās ceļojošās kāpas, kā rezultātā smiltis vēja iedarbības dēļ pārvietojās no krasta uz zemes iekšieni.
7-1	464-475	Nesaudzīgas	affpnnp	nesaudzīga	_	_	_	_	amod	basic	7-3	
7-2	476-480	mežu	ncmpg1	mežs	_	_	_	_	nmod	basic	7-3	
7-3	481-491	izciršanas	ncfsg4	izciršana	_	_	_	_	nmod	basic	7-4	
7-4	492-501	rezultātā	ncmsl1	rezultāts	_	_	_	_	obl	basic	7-15	
7-5	502-510	Baltijas	npfsg4	baltija	location[8]	https://en.wikipedia.org/wiki/Baltic\_Sea[8]	_	_	nmod	basic	7-6	
7-6	511-516	jūras	ncfsg4	jūra	location[8]	https://en.wikipedia.org/wiki/Baltic\_Sea[8]	_	_	nmod	basic	7-10	
7-7	517-519	un	cc	un	_	_	_	_	cc	basic	7-9	
7-8	520-525	Rīgas	npfsg4	Rīga	location[9]	https://en.wikipedia.org/wiki/Gulf\_of\_Riga[9]	_	_	nmod	basic	7-9	
7-9	526-530	līča	ncmsg2	līcis	location[9]	https://en.wikipedia.org/wiki/Gulf\_of\_Riga[9]	_	_	conj	basic	7-6	
7-10	531-540	piekrastē	ncfsl5	piekraste	_	_	_	_	obl	basic	7-15	
7-11	541-544	18.	xo	18.	time[10]	*[10]	_	_	amod	basic	7-14	
7-12	545-547	un	cc	un	time[10]	*[10]	_	_	cc	basic	7-13	
7-13	548-551	19.	xo	19.	time[10]	*[10]	_	_	conj	basic	7-11	
7-14	552-555	gs.	yn	gs.	time[10]	*[10]	_	_	obl	basic	7-15	
7-15	556-564	veidojās	vmyisi230an	veidoties	_	_	_	_	root	basic	7-15	
7-16	565-574	ceļojošās	arfsgyp	ceļojoša	_	_	_	_	amod	basic	7-17	
7-17	575-580	kāpas	ncfpn4	kāpa	_	_	_	_	nsubj	basic	7-15	
7-18	580-581	,	zc	,	_	_	_	_	punct	basic	7-25	
7-19	582-584	kā	pd0msgn	kas	_	_	_	_	det	basic	7-20	
7-20	585-594	rezultātā	ncmsl1	rezultāts	_	_	_	_	obl	basic	7-25	
7-21	595-602	smiltis	ncfpn6	smilts	_	_	_	_	nsubj	basic	7-25	
7-22	603-607	vēja	ncmsg1	vējš	_	_	_	_	nmod	basic	7-23	
7-23	608-618	iedarbības	ncfsg4	iedarbība	_	_	_	_	obl	basic	7-25	
7-24	619-622	dēļ	stsg	dēļ	_	_	_	_	case	basic	7-23	
7-25	623-634	pārvietojās	vmyisi230an	pārvietoties	_	_	_	_	advcl	basic	7-15	
7-26	635-637	no	spsg	no	_	_	_	_	case	basic	7-27	
7-27	638-644	krasta	ncmsg1	krasts	_	_	_	_	obl	basic	7-25	
7-28	645-647	uz	spsg	uz	_	_	_	_	case	basic	7-30	
7-29	648-653	zemes	ncfsg5	zeme	_	_	_	_	nmod	basic	7-30	
7-30	654-662	iekšieni	ncfsa5	iekšiene	_	_	_	_	obl	basic	7-25	
7-31	662-663	.	zs	.	_	_	_	_	punct	basic	7-15	

#Text=Liepājas apkārtnē ceļojošās kāpas apbēra iekoptus tīrumus un 15 zemnieku mājas.
8-1	665-673	Liepājas	npfsg4	Liepāja	GPE	https://en.wikipedia.org/wiki/Liepāja	_	_	nmod	basic	8-2	
8-2	674-682	apkārtnē	ncfsl5	apkārtne	_	_	_	_	obl	basic	8-5	
8-3	683-692	ceļojošās	arfsgyp	ceļojoša	_	_	_	_	amod	basic	8-4	
8-4	693-698	kāpas	ncfpn4	kāpa	_	_	_	_	nsubj	basic	8-5	
8-5	699-705	apbēra	vmnist130an	apbērt	_	_	_	_	root	basic	8-5	
8-6	706-714	iekoptus	vmnpdmpapsnp	iekopt	_	_	_	_	amod	basic	8-7	
8-7	715-722	tīrumus	ncmpa1	tīrums	_	_	_	_	obj	basic	8-5	
8-8	723-725	un	cc	un	_	_	_	_	cc	basic	8-11	
8-9	726-728	15	xn	15	_	_	_	_	nummod	basic	8-11	
8-10	729-737	zemnieku	ncmpg1	zemnieks	_	_	_	_	nmod	basic	8-11	
8-11	738-743	mājas	ncfpa4	māja	_	_	_	_	conj	basic	8-7	
8-12	743-744	.	zs	.	_	_	_	_	punct	basic	8-5	

#Text=Lai apturētu smilts pārvietošanos , zemnieki un mežsaimnieki veica smiltāju nostiprināšanu un apmežošanu.
9-1	746-749	Lai	cs	lai	_	_	_	_	mark	basic	9-2	
9-2	750-758	apturētu	vmnc0t300an	apturēt	_	_	_	_	advcl	basic	9-9	
9-3	759-765	smilts	ncfsg6	smilts	_	_	_	_	nmod	basic	9-4	
9-4	766-779	pārvietošanos	ncfsar	pārvietošanās	_	_	_	_	obj	basic	9-2	
9-5	780-781	,	zc	,	_	_	_	_	punct	basic	9-2	
9-6	782-790	zemnieki	ncmpn1	zemnieks	_	_	_	_	nsubj	basic	9-9	
9-7	791-793	un	cc	un	_	_	_	_	cc	basic	9-8	
9-8	794-806	mežsaimnieki	ncmpn1	mežsaimnieks	_	_	_	_	conj	basic	9-6	
9-9	807-812	veica	vmnist130an	veikt	_	_	_	_	root	basic	9-9	
9-10	813-821	smiltāju	ncmpg1	smiltājs	_	_	_	_	nmod	basic	9-11	
9-11	822-836	nostiprināšanu	ncfsa4	nostiprināšana	_	_	_	_	obj	basic	9-9	
9-12	837-839	un	cc	un	_	_	_	_	cc	basic	9-13	
9-13	840-850	apmežošanu	ncfsa4	apmežošana	_	_	_	_	conj	basic	9-11	
9-14	850-851	.	zs	.	_	_	_	_	punct	basic	9-9	

#Text=Pēdējās ceļojošās kāpas Latvijā apturēja 20. gs. piecdesmitajos gados.
10-1	853-860	Pēdējās	arfpnyp	pēdēja	_	_	_	_	amod	basic	10-3	
10-2	861-870	ceļojošās	arfsgyp	ceļojoša	_	_	_	_	amod	basic	10-3	
10-3	871-876	kāpas	ncfpa4	kāpa	_	_	_	_	nsubj	basic	10-5	
10-4	877-884	Latvijā	npfsl4	Latvija	GPE	https://en.wikipedia.org/wiki/Latvia	_	_	acl	basic	10-3	
10-5	885-893	apturēja	vmnisi330an	apturēt	_	_	_	_	root	basic	10-5	
10-6	894-897	20.	xo	20.	time[11]	*[11]	_	_	amod	basic	10-7	
