#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Nr. 1 joprojām bija priekšgalā.
1-1	0-3	Nr.	yn	*	nr.	nmod	basic	1-2	
1-2	4-5	1	xn	*	1	nsubj	basic	1-4	
1-3	6-14	joprojām	r0t	*	joprojām	advmod	basic	1-4	
1-4	15-19	bija	vmnisii30an	*	būt	root	basic	1-4	
1-5	20-30	priekšgalā	ncmsl1	*	priekšgals	obl	basic	1-4	
1-6	30-31	.	zs	*	.	punct	basic	1-4	

#Text=Mamma ar procesiju soļoja neatskatīdamās.
2-1	33-38	Mamma	ncfsn4	*	mamma	nsubj	basic	2-4	
2-2	39-41	ar	spsa	*	ar	case	basic	2-3	
2-3	42-51	procesiju	ncfsa4	*	procesija	nmod	basic	2-1	
2-4	52-58	soļoja	vmnisi230an	*	soļot	root	basic	2-4	
2-5	59-73	neatskatīdamās	vmyppf0nap00	*	neatskatīties	dep	basic	2-4	
2-6	73-74	.	zs	*	.	punct	basic	2-4	
