#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=«Darīsim visu, lai cilvēkus apmācītu un darbu rūpnīcā darītu pievilcīgu,» sola direktors.
1-1	0-1	«	zq	«	_	_	punct	basic	1-2	
1-2	1-8	Darīsim	vmnift31pan	darīt	_	_	parataxis	basic	1-15	
1-3	9-13	visu	pg0msan	viss	_	_	obj	basic	1-2	
1-4	13-14	,	zc	,	_	_	punct	basic	1-7	
1-5	15-18	lai	cs	lai	_	_	mark	basic	1-7	
1-6	19-27	cilvēkus	ncmpa1	cilvēks	_	_	obj	basic	1-7	
1-7	28-36	apmācītu	vmnc0t300an	apmācīt	_	_	advcl	basic	1-2	
1-8	37-39	un	cc	un	_	_	cc	basic	1-11	
1-9	40-45	darbu	ncmpg1	darbs	_	_	iobj	basic	1-11	
1-10	46-53	rūpnīcā	ncfsl4	rūpnīca	_	_	acl	basic	1-9	
1-11	54-60	darītu	vmnc0t300an	darīt	_	_	conj	basic	1-7	
1-12	61-71	pievilcīgu	afmsanp	pievilcīgs	_	_	acl	basic	1-11	
1-13	71-72	,	zc	,	_	_	punct	basic	1-2	
1-14	72-73	»	zq	»	_	_	punct	basic	1-2	
1-15	74-78	sola	vmnipt330an	solīt	_	_	root	basic	1-15	
1-16	79-88	direktors	ncmsn1	direktors	_	_	nsubj	basic	1-15	
1-17	88-89	.	zs	.	_	_	punct	basic	1-15	

#Text=Patlaban, kad ražotne darbojas pārbaudes režīmā, tur strādā tikai daži speciālisti.
2-1	91-99	Patlaban	r0t	patlaban	*[1]	*->1-1	advmod	basic	2-10	
2-2	99-100	,	zc	,	_	_	punct	basic	2-5	
2-3	101-104	kad	r0t	kad	*[1]	*->1-2	advmod	basic	2-5	
2-4	105-112	ražotne	ncfsn5	ražotne	_	_	nsubj	basic	2-5	
2-5	113-121	darbojas	vmyipi230an	darboties	_	_	advcl	basic	2-1	
2-6	122-131	pārbaudes	ncfsg5	pārbaude	_	_	nmod	basic	2-7	
2-7	132-138	režīmā	ncmsl1	režīms	_	_	obl	basic	2-5	
2-8	138-139	,	zc	,	_	_	punct	basic	2-5	
2-9	140-143	tur	r0p	tur	_	_	advmod	basic	2-10	
2-10	144-150	strādā	vmnipt230an	strādāt	_	_	root	basic	2-10	
2-11	151-156	tikai	q	tikai	_	_	discourse	basic	2-12	
2-12	157-161	daži	pi0mpnn	dažs	_	_	det	basic	2-13	
2-13	162-173	speciālisti	ncmpn1	speciālists	_	_	nsubj	basic	2-10	
2-14	173-174	.	zs	.	_	_	punct	basic	2-10	
