#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=(2) Šis likums attiecas uz visu veidu būvēm.
1-1	0-1	(	_	_	_	_	_	_	_	_	_	_	_	_	zb	(	punct|punct	basic|enhanced	1-2|1-2	
1-2	1-2	2	*	*	*	*	*	*	*	*	*	NumType=Card	*	*	xn	2	parataxis|parataxis	basic|enhanced	1-6|1-6	
1-3	2-3	)	_	_	_	_	_	_	_	_	_	_	_	_	zb	)	punct|punct	basic|enhanced	1-2|1-2	
1-4	4-7	Šis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msnn	šis	det|det	basic|enhanced	1-5|1-5	
1-5	8-14	likums	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	likums	nsubj|nsubj	basic|enhanced	1-6|1-6	
1-6	15-23	attiecas	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmyipi130an	attiekties	root|root	basic|enhanced	1-6|1-6	
1-7	24-26	uz	_	_	_	_	_	_	_	_	_	_	_	_	spsa	uz	case|case	basic|enhanced	1-10|1-10	
1-8	27-31	visu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur\|PronType=Tot	*	*	pg0mpgn	viss	det|det	basic|enhanced	1-9|1-9	
1-9	32-37	veidu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	veids	nmod|nmod	basic|enhanced	1-10|1-10	
1-10	38-43	būvēm	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur	*	*	ncfpd5	būve	iobj|iobj	basic|enhanced	1-6|1-6	
1-11	43-44	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	1-6|1-6	
