#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Lai gan zinātnieki pamazām sāk saprast, kuri nervu ceļi darbojas dažādos aklredzes paveidos, joprojām nav skaidrs, kā informācijai izdodas nonākt līdz citiem smadzeņu centriem, ja ir bloķēts parastais informācijas nodošanas ceļš, kas ved caur primāro redzes centru.
1-1	0-3	Lai	cs	lai	_	_	mark	basic	1-5	
1-2	4-7	gan	q	gan	_	_	discourse	basic	1-1	
1-3	8-18	zinātnieki	ncmpn1	zinātnieks	_	_	nsubj	basic	1-5	
1-4	19-26	pamazām	r0m	pamazām	_	_	advmod	basic	1-5	
1-5	27-30	sāk	vpnipt130an	sākt	_	_	advcl	basic	1-18	
1-6	31-38	saprast	vmnn0t1000n	saprast	_	_	xcomp	basic	1-5	
1-7	38-39	,	zc	,	_	_	punct	basic	1-11	
1-8	40-44	kuri	pr0mpnn	kurš	_	_	det	basic	1-10	
1-9	45-50	nervu	ncmpg1	nervs	_	_	nmod	basic	1-10	
1-10	51-55	ceļi	ncmpn1	ceļš	_	_	nsubj	basic	1-11	
1-11	56-64	darbojas	vmyipi230an	darboties	_	_	ccomp	basic	1-6	
1-12	65-72	dažādos	armplnp	dažāds	_	_	amod	basic	1-14	
1-13	73-82	aklredzes	ncfsg5	aklredze	_	_	nmod	basic	1-14	
1-14	83-91	paveidos	ncmpl1	paveids	_	_	obl	basic	1-11	
1-15	91-92	,	zc	,	_	_	punct	basic	1-18	
1-16	93-101	joprojām	r0t	joprojām	_	_	advmod	basic	1-18	
1-17	102-105	nav	vcnipii30ay	nebūt	_	_	cop	basic	1-18	
1-18	106-113	skaidrs	afmsnnp	skaidrs	_	_	root	basic	1-18	
1-19	113-114	,	zc	,	_	_	punct	basic	1-22	
1-20	115-117	kā	r0m	kā	_	_	advmod	basic	1-22	
1-21	118-130	informācijai	ncfsd4	informācija	_	_	nsubj	basic	1-22	
1-22	131-138	izdodas	vmyipti30an	izdoties	_	_	csubj	basic	1-18	
1-23	139-145	nonākt	vmnn0i1000n	nonākt	_	_	xcomp	basic	1-22	
1-24	146-150	līdz	sppd	līdz	_	_	case	basic	1-27	
1-25	151-157	citiem	pi0mpdn	cits	_	_	det	basic	1-27	
1-26	158-166	smadzeņu	ncfdg5	smadzenes	_	_	nmod	basic	1-27	
1-27	167-175	centriem	ncmpd1	centrs	_	_	obl	basic	1-23	
1-28	175-176	,	zc	,	_	_	punct	basic	1-31	
1-29	177-179	ja	cs	ja	_	_	mark	basic	1-31	
1-30	180-182	ir	vcnipii30an	būt	_	_	aux	basic	1-31	
1-31	183-190	bloķēts	vmnpdmsnpsnp	bloķēt	_	_	advcl	basic	1-22	
1-32	191-200	parastais	afmsnyp	parasts	_	_	amod	basic	1-35	
1-33	201-213	informācijas	ncfsg4	informācija	_	_	nmod	basic	1-34	
1-34	214-223	nodošanas	ncfsg4	nodošana	_	_	nmod	basic	1-35	
1-35	224-228	ceļš	ncmsn1	ceļš	*[1]	*->1-1	nsubj:pass	basic	1-31	
1-36	228-229	,	zc	,	_	_	punct	basic	1-38	
1-37	230-233	kas	pr000nn	kas	*[1]	*->1-2	nsubj	basic	1-38	
1-38	234-237	ved	vmnipt130an	vest	_	_	acl	basic	1-35	
1-39	238-242	caur	spsa	caur	_	_	case	basic	1-42	
1-40	243-250	primāro	armsayp	primārs	_	_	amod	basic	1-42	
1-41	251-257	redzes	ncfsg5	redze	_	_	nmod	basic	1-42	
1-42	258-264	centru	ncmsa1	centrs	_	_	obl	basic	1-38	
1-43	264-265	.	zs	.	_	_	punct	basic	1-18	
