#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pārvades sistēmas operators patstāvīgi sniedz palīgpakalpojumus, to skaitā balansēšanas pakalpojumus, vai tos pērk.
1-1	0-8	Pārvades	ncfsg5	*	pārvade	_	_	nmod	basic	1-2	
1-2	9-17	sistēmas	ncfsg4	*	sistēma	_	_	nmod	basic	1-3	
1-3	18-27	operators	ncmsn1	*	operators	_	_	nsubj	basic	1-5	
1-4	28-38	patstāvīgi	rpm	*	patstāvīgi	_	_	advmod	basic	1-5	
1-5	39-45	sniedz	vmnipt130an	*	sniegt	_	_	root	basic	1-5	
1-6	46-63	palīgpakalpojumus	ncmpa1	*	palīgpakalpojums	*->1-1	*[1]	obj	basic	1-5	
1-7	63-64	,	zc	*	,	_	_	punct	basic	1-11	
1-8	65-67	to	pd0mpgn	*	tas	_	_	det	basic	1-9	
1-9	68-74	skaitā	ncmsl1	*	skaits	_	_	obl	basic	1-11	
1-10	75-87	balansēšanas	ncfsg4	*	balansēšana	_	_	nmod	basic	1-11	
1-11	88-100	pakalpojumus	ncmpa1	*	pakalpojums	*->1-2	*[1]	acl	basic	1-6	
1-12	100-101	,	zc	*	,	_	_	punct	basic	1-11	
1-13	102-105	vai	cc	*	vai	_	_	cc	basic	1-15	
1-14	106-109	tos	pd0mpan	*	tas	*->1-3	*[1]	obl	basic	1-15	
1-15	110-114	pērk	vmnipt130an	*	pirkt	_	_	conj	basic	1-5	
1-16	114-115	.	zs	*	.	_	_	punct	basic	1-5	

#Text=Pārvades sistēmas operators pērk palīgpakalpojumus, ievērojot atklātas, nediskriminējošas un uz tirgus principiem balstītas procedūras.
2-1	117-125	Pārvades	ncfsg5	*	pārvade	_	_	nmod	basic	2-2	
2-2	126-134	sistēmas	ncfsg4	*	sistēma	_	_	nmod	basic	2-3	
2-3	135-144	operators	ncmsn1	*	operators	_	_	nsubj	basic	2-4	
2-4	145-149	pērk	vmnipt130an	*	pirkt	_	_	root	basic	2-4	
2-5	150-167	palīgpakalpojumus	ncmpa1	*	palīgpakalpojums	*->1-4	*[1]	obj	basic	2-4	
2-6	167-168	,	zc	*	,	_	_	punct	basic	2-7	
2-7	169-178	ievērojot	vmnpu0000000	*	ievērot	_	_	advcl	basic	2-4	
2-8	179-187	atklātas	vmnpdfpapsnp	*	atklāt	_	_	amod	basic	2-16	
2-9	187-188	,	zc	*	,	_	_	punct	basic	2-10	
2-10	189-206	nediskriminējošas	vmnpdfpaapnp	*	nediskriminēt	_	_	conj	basic	2-8	
2-11	207-209	un	cc	*	un	_	_	cc	basic	2-15	
2-12	210-212	uz	spsg	*	uz	_	_	case	basic	2-14	
2-13	213-219	tirgus	ncmsg3	*	tirgus	_	_	nmod	basic	2-14	
2-14	220-230	principiem	ncmpd1	*	princips	_	_	nmod	basic	2-15	
2-15	231-240	balstītas	vmnpdfpapsnp	*	balstīt	_	_	conj	basic	2-8	
2-16	241-251	procedūras	ncfpa4	*	procedūra	_	_	obj	basic	2-7	
2-17	251-252	.	zs	*	.	_	_	punct	basic	2-4	
