#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text="Tu, Augustīn, esi pavisam no citurienes, tev es varu stāstīt.
1-1	0-1	"	zq	*	"	_	_	_	_	punct	basic	1-6	
1-2	1-3	Tu	pp20snn	*	tu	_	_	*->2-1	*[2]	nsubj	basic	1-6	
1-3	3-4	,	zc	*	,	_	_	_	_	punct	basic	1-4	
1-4	5-13	Augustīn	npmsv1	*	Augustīns	person	*	*->2-2	*[2]	vocative	basic	1-6	
1-5	13-14	,	zc	*	,	_	_	_	_	punct	basic	1-4	
1-6	15-18	esi	vmnipii2san	*	būt	_	_	_	_	root	basic	1-6	
1-7	19-26	pavisam	r0q	*	pavisam	_	_	_	_	advmod	basic	1-9	
1-8	27-29	no	spsg	*	no	_	_	_	_	case	basic	1-9	
1-9	30-40	citurienes	ncfsg5	*	cituriene	_	_	_	_	obl	basic	1-6	
1-10	40-41	,	zc	*	,	_	_	_	_	punct	basic	1-13	
1-11	42-45	tev	pp20sdn	*	tu	_	_	*->2-3	*[2]	iobj	basic	1-14	
1-12	46-48	es	pp10snn	*	es	_	_	*->1-1	*[1]	nsubj	basic	1-13	
1-13	49-53	varu	vonipt31san	*	varēt	_	_	_	_	conj	basic	1-6	
1-14	54-61	stāstīt	vmnn0t3000n	*	stāstīt	_	_	_	_	xcomp	basic	1-13	
1-15	61-62	.	zs	*	.	_	_	_	_	punct	basic	1-6	

#Text=Tā ceļi ir īsāki, lai arī tu esi pieradis klejot viens.
2-1	64-66	Tā	r0m	*	tā	_	_	_	_	advmod	basic	2-4	
2-2	67-71	ceļi	ncmpn1	*	ceļš	_	_	_	_	nsubj	basic	2-4	
2-3	72-74	ir	vcnipii30an	*	būt	_	_	_	_	cop	basic	2-4	
2-4	75-80	īsāki	afmpnnc	*	īss	_	_	_	_	root	basic	2-4	
2-5	80-81	,	zc	*	,	_	_	_	_	punct	basic	2-10	
2-6	82-85	lai	cs	*	lai	_	_	_	_	mark	basic	2-10	
2-7	86-89	arī	q	*	arī	_	_	_	_	discourse	basic	2-6	
2-8	90-92	tu	pp20snn	*	tu	_	_	*->2-4	*[2]	nsubj	basic	2-10	
2-9	93-96	esi	vcnipii2san	*	būt	_	_	_	_	aux	basic	2-10	
2-10	97-105	pieradis	vmnpdmsnasnp	*	pierast	_	_	_	_	advcl	basic	2-4	
2-11	106-112	klejot	vmnn0i2000n	*	klejot	_	_	_	_	ccomp	basic	2-10	
2-12	113-118	viens	mcsmsn	*	viens	_	_	_	_	acl	basic	2-11	
2-13	118-119	.	zs	*	.	_	_	_	_	punct	basic	2-4	

#Text=Iedzer vīnu, tādu tu nedabūsi savā mūžīgajā apaļajā gultā," Baraba aizturēja smieklu drebuļus un lēja vīnu tik devīgi, ka uz manām baltajām drēbēm šur tur palika tumši sarkani traipi.
3-1	121-127	Iedzer	vmnipt130an	*	iedzert	_	_	_	_	parataxis	basic	3-14	
3-2	128-132	vīnu	ncmsa1	*	vīns	_	_	_	_	obj	basic	3-1	
3-3	132-133	,	zc	*	,	_	_	_	_	punct	basic	3-6	
3-4	134-138	tādu	pd0msan	*	tāds	_	_	_	_	obj	basic	3-6	
3-5	139-141	tu	pp20snn	*	tu	_	_	*->2-5	*[2]	nsubj	basic	3-6	
3-6	142-150	nedabūsi	vmnift22say	*	nedabūt	_	_	_	_	conj	basic	3-1	
3-7	151-155	savā	ps0fsln	*	sava	_	_	_	_	det	basic	3-10	
3-8	156-164	mūžīgajā	affslyp	*	mūžīga	_	_	_	_	amod	basic	3-10	
3-9	165-172	apaļajā	affslyp	*	apaļa	_	_	_	_	amod	basic	3-10	
3-10	173-178	gultā	ncfsl4	*	gulta	_	_	_	_	obl	basic	3-6	
3-11	178-179	,	zc	*	,	_	_	_	_	punct	basic	3-1	
3-12	179-180	"	zq	*	"	_	_	_	_	punct	basic	3-1	
3-13	181-187	Baraba	npfsn4	*	Baraba	person	*	*->1-2	*[1]	nsubj	basic	3-14	
3-14	188-197	aizturēja	vmnist330an	*	aizturēt	_	_	_	_	root	basic	3-14	
3-15	198-205	smieklu	ncfpg4	*	smiekla	_	_	_	_	nmod	basic	3-16	
3-16	206-214	drebuļus	ncmda2	*	drebuļi	_	_	_	_	obj	basic	3-14	
3-17	215-217	un	cc	*	un	_	_	_	_	cc	basic	3-18	
3-18	218-222	lēja	vmnist130an	*	liet	_	_	_	_	conj	basic	3-14	
3-19	223-227	vīnu	ncmsa1	*	vīns	_	_	_	_	obj	basic	3-18	
3-20	228-231	tik	r0q	*	tik	_	_	_	_	advmod	basic	3-21	
3-21	232-238	devīgi	afmpnnp	*	devīgs	_	_	_	_	dep	basic	3-18	
3-22	238-239	,	zc	*	,	_	_	_	_	punct	basic	3-30	
3-23	240-242	ka	cs	*	ka	_	_	_	_	mark	basic	3-30	
3-24	243-245	uz	sppd	*	uz	_	_	_	_	case	basic	3-27	
3-25	246-251	manām	ps0fpdn	*	mana	_	_	*->2-6	*[2]	det	basic	3-27	
3-26	252-260	baltajām	affpdyp	*	balta	_	_	_	_	amod	basic	3-27	
3-27	261-267	drēbēm	ncfpd5	*	drēbe	_	_	_	_	obl	basic	3-30	
3-28	268-271	šur	r0p	*	šur	_	_	_	_	advmod	basic	3-30	
3-29	272-275	tur	r0p	*	tur	_	_	_	_	compound	basic	3-28	
3-30	276-282	palika	vmnisi130an	*	palikt	_	_	_	_	advcl	basic	3-20	
3-31	283-288	tumši	rpm	*	tumši	_	_	_	_	advmod	basic	3-32	
3-32	289-296	sarkani	afmpnnp	*	sarkans	_	_	_	_	amod	basic	3-33	
3-33	297-303	traipi	ncmpn1	*	traips	_	_	_	_	nsubj	basic	3-30	
3-34	303-304	.	zs	*	.	_	_	_	_	punct	basic	3-14	
