#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pateica, ka noteiktā dienā transportu varēs dabūt jau astoņos no rīta.
1-1	0-7	Pateica	vmnist130an	*	pateikt	_	_	_	_	root	basic	1-1	
1-2	7-8	,	zc	*	,	_	_	_	_	punct	basic	1-7	
1-3	9-11	ka	cs	*	ka	_	_	_	_	mark	basic	1-7	
1-4	12-20	noteiktā	vmnpdmslpsnp	*	noteikt	_	_	_	_	amod	basic	1-5	
1-5	21-26	dienā	ncfsl4	*	diena	_	_	_	_	obl	basic	1-7	
1-6	27-37	transportu	ncmpg1	*	transports	_	_	_	_	iobj	basic	1-8	
1-7	38-43	varēs	vonift330an	*	varēt	_	_	_	_	ccomp	basic	1-1	
1-8	44-49	dabūt	vmnn0t2000n	*	dabūt	_	_	_	_	xcomp	basic	1-7	
1-9	50-53	jau	r0t	*	jau	_	_	_	_	advmod	basic	1-10	
1-10	54-61	astoņos	mcsmpl	*	astoņi	time[1]	*[1]	_	_	nummod	basic	1-7	
1-11	62-64	no	spsg	*	no	time[1]	*[1]	_	_	case	basic	1-12	
1-12	65-69	rīta	ncmsg1	*	rīts	time[1]	*[1]	_	_	obl	basic	1-10	
1-13	69-70	.	zs	*	.	_	_	_	_	punct	basic	1-1	

#Text=Un vēl pajautāja, vai man vajadzēs kaut kādus papīrus.
2-1	72-74	Un	cc	*	un	_	_	_	_	cc	basic	2-3	
2-2	75-78	vēl	r0t	*	vēl	_	_	_	_	advmod	basic	2-3	
2-3	79-88	pajautāja	vmnist230an	*	pajautāt	_	_	_	_	root	basic	2-3	
2-4	88-89	,	zc	*	,	_	_	_	_	punct	basic	2-3	
2-5	90-93	vai	cc	*	vai	_	_	_	_	mark	basic	2-7	
2-6	94-97	man	pp10sdn	*	es	_	_	*->1-1	*[1]	nsubj	basic	2-7	
2-7	98-106	vajadzēs	vmnift330an	*	vajadzēt	_	_	_	_	ccomp	basic	2-3	
2-8	107-111	kaut	q	*	kaut	_	_	_	_	discourse	basic	2-9	
2-9	112-117	kādus	pi0mpan	*	kāds	_	_	_	_	det	basic	2-10	
2-10	118-125	papīrus	ncmpa1	*	papīrs	_	_	_	_	obj	basic	2-7	
2-11	125-126	.	zs	*	.	_	_	_	_	punct	basic	2-3	

#Text=Daudz nedomājis, pateicu, ka nevajadzēs, jo nevienam man nav par to jāatskaitās.
3-1	128-133	Daudz	rpq	*	daudz	_	_	_	_	advmod	basic	3-2	
3-2	134-143	nedomājis	vmnpdmsnasnp	*	nedomāt	_	_	_	_	acl	basic	3-4	
3-3	143-144	,	zc	*	,	_	_	_	_	punct	basic	3-2	
3-4	145-152	pateicu	vmnist11san	*	pateikt	_	_	_	_	root	basic	3-4	
3-5	152-153	,	zc	*	,	_	_	_	_	punct	basic	3-7	
3-6	154-156	ka	cs	*	ka	_	_	_	_	mark	basic	3-7	
3-7	157-167	nevajadzēs	vmnift330ay	*	nevajadzēt	_	_	_	_	ccomp	basic	3-4	
3-8	167-168	,	zc	*	,	_	_	_	_	punct	basic	3-15	
3-9	169-171	jo	cs	*	jo	_	_	_	_	mark	basic	3-15	
3-10	172-180	nevienam	pi0msdy	*	neviens	_	_	_	_	iobj	basic	3-15	
3-11	181-184	man	pp10sdn	*	es	_	_	*->1-2	*[1]	nsubj	basic	3-15	
3-12	185-188	nav	vcnipii30ay	*	nebūt	_	_	_	_	aux	basic	3-15	
3-13	189-192	par	spsa	*	par	_	_	_	_	case	basic	3-14	
3-14	193-195	to	pd0msan	*	tas	_	_	_	_	iobj	basic	3-15	
3-15	196-207	jāatskaitās	vmyd0i300an	*	atskaitīties	_	_	_	_	advcl	basic	3-7	
3-16	207-208	.	zs	*	.	_	_	_	_	punct	basic	3-4	

#Text=Bet tad, izgājis ārā, mirkli padomāju: kāpēc gan man ir jāpiekrīt, ja pašam no tā nav nekāda labuma?
4-1	210-213	Bet	cc	*	bet	_	_	_	_	cc	basic	4-8	
4-2	214-217	tad	r0t	*	tad	_	_	_	_	advmod	basic	4-8	
4-3	217-218	,	zc	*	,	_	_	_	_	punct	basic	4-4	
4-4	219-226	izgājis	vmnpdmsnasnp	*	iziet	_	_	_	_	acl	basic	4-8	
4-5	227-230	ārā	r0p	*	ārā	_	_	_	_	advmod	basic	4-4	
4-6	230-231	,	zc	*	,	_	_	_	_	punct	basic	4-4	
4-7	232-238	mirkli	ncmsa2	*	mirklis	_	_	_	_	obl	basic	4-8	
4-8	239-247	padomāju	vmnipt21san	*	padomāt	_	_	_	_	root	basic	4-8	
4-9	247-248	:	zo	*	:	_	_	_	_	punct	basic	4-14	
4-10	249-254	kāpēc	r0c	*	kāpēc	_	_	_	_	advmod	basic	4-14	
4-11	255-258	gan	q	*	gan	_	_	_	_	discourse	basic	4-10	
4-12	259-262	man	pp10sdn	*	es	_	_	*->1-3	*[1]	nsubj	basic	4-14	
4-13	263-265	ir	vcnipii30an	*	būt	_	_	_	_	aux	basic	4-14	
4-14	266-275	jāpiekrīt	vmnd0i100an	*	piekrist	_	_	_	_	conj	basic	4-8	
4-15	275-276	,	zc	*	,	_	_	_	_	punct	basic	4-20	
4-16	277-279	ja	cs	*	ja	_	_	_	_	mark	basic	4-20	
4-17	280-285	pašam	pg0msdn	*	pats	_	_	*->1-4	*[1]	obl	basic	4-20	
4-18	286-288	no	spsg	*	no	_	_	_	_	case	basic	4-19	
4-19	289-291	tā	pd0msgn	*	tas	_	_	_	_	obl	basic	4-20	
4-20	292-295	nav	vgnipii30ay	*	nebūt	_	_	_	_	advcl	basic	4-14	
4-21	296-302	nekāda	pi0msgy	*	nekāds	_	_	_	_	det	basic	4-22	
4-22	303-309	labuma	ncmsg1	*	labums	_	_	_	_	nsubj	basic	4-20	
4-23	309-310	?	zs	*	?	_	_	_	_	punct	basic	4-8	

#Text=Nodokļus viņi par šo kravu nemaksās, tas gan man bija skaidrs.
5-1	312-320	Nodokļus	ncmpa2	*	nodoklis	_	_	_	_	obj	basic	5-6	
5-2	321-325	viņi	pp3mpnn	*	viņš	_	_	_	_	nsubj	basic	5-6	
5-3	326-329	par	spsa	*	par	_	_	_	_	case	basic	5-5	
5-4	330-332	šo	pd0fsan	*	šī	_	_	_	_	det	basic	5-5	
5-5	333-338	kravu	ncfsa4	*	krava	_	_	_	_	iobj	basic	5-6	
5-6	339-347	nemaksās	vmnift230ay	*	nemaksāt	_	_	_	_	root	basic	5-6	
5-7	347-348	,	zc	*	,	_	_	_	_	punct	basic	5-12	
