#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Namā strādājuši aktieri, mākslinieki, rakstnieki, mākslas zinātnieki.
1-1	0-4	Namā	ncmsl1	*	nams	_	_	obl	basic	1-2	
1-2	5-15	strādājuši	vmnpdmpnasnp	*	strādāt	_	_	root	basic	1-2	
1-3	16-23	aktieri	ncmpn2	*	aktieris	_	_	obl	basic	1-2	
1-4	23-24	,	zc	*	,	_	_	punct	basic	1-5	
1-5	25-36	mākslinieki	ncmpn1	*	mākslinieks	_	_	conj	basic	1-3	
1-6	36-37	,	zc	*	,	_	_	punct	basic	1-7	
1-7	38-48	rakstnieki	ncmpn1	*	rakstnieks	_	_	conj	basic	1-3	
1-8	48-49	,	zc	*	,	_	_	punct	basic	1-10	
1-9	50-57	mākslas	ncfsg4	*	māksla	_	_	nmod	basic	1-10	
1-10	58-68	zinātnieki	ncmpn1	*	zinātnieks	_	_	conj	basic	1-3	
1-11	68-69	.	zs	*	.	_	_	punct	basic	1-2	

#Text=Padomju periodā iestāde bija kā režīma neskarta sala, kur neskaitāmas kultūras personības tikās ar skatītājiem.
2-1	71-78	Padomju	nc00gg	*	padomju	_	_	nmod	basic	2-2	
2-2	79-86	periodā	ncmsl1	*	periods	_	_	obl	basic	2-8	
2-3	87-94	iestāde	ncfsn5	*	iestāde	_	_	nsubj	basic	2-8	
2-4	95-99	bija	vcnisii30an	*	būt	_	_	cop	basic	2-8	
2-5	100-102	kā	cs	*	kā	_	_	discourse	basic	2-8	
2-6	103-109	režīma	ncmsg1	*	režīms	_	_	nmod	basic	2-7	
2-7	110-118	neskarta	affsnnp	*	neskarta	_	_	amod	basic	2-8	
2-8	119-123	sala	ncfsn4	*	sala	_	_	root	basic	2-8	
2-9	123-124	,	zc	*	,	_	_	punct	basic	2-14	
2-10	125-128	kur	r0p	*	kur	_	_	advmod	basic	2-14	
2-11	129-140	neskaitāmas	vmnpdfpnppnp	*	neskaitīt	_	_	amod	basic	2-13	
2-12	141-149	kultūras	ncfsg4	*	kultūra	_	_	nmod	basic	2-13	
2-13	150-160	personības	ncfpn4	*	personība	_	_	nsubj	basic	2-14	
2-14	161-166	tikās	vmyisi130an	*	tikties	_	_	acl	basic	2-8	
2-15	167-169	ar	sppd	*	ar	_	_	case	basic	2-16	
2-16	170-181	skatītājiem	ncmpd1	*	skatītājs	_	_	iobj	basic	2-14	
2-17	181-182	.	zs	*	.	_	_	punct	basic	2-8	

#Text=Tā bija radošā laboratorija - dzima jaunas idejas, veidojās īpaša aura.
3-1	184-186	Tā	pd0fsnn	*	tā	*->1-1	*[1]	nsubj	basic	3-4	
3-2	187-191	bija	vcnisii30an	*	būt	_	_	cop	basic	3-4	
3-3	192-198	radošā	vmnpdfsnapyp	*	radīt	_	_	amod	basic	3-4	
3-4	199-211	laboratorija	ncfsn4	*	laboratorija	*->1-2	*[1]	root	basic	3-4	
3-5	212-213	-	zd	*	-	_	_	punct	basic	3-6	
3-6	214-219	dzima	vmnisi130an	*	dzimt	_	_	conj	basic	3-4	
3-7	220-226	jaunas	affpnnp	*	jauna	_	_	amod	basic	3-8	
3-8	227-233	idejas	ncfpn4	*	ideja	_	_	nsubj	basic	3-6	
3-9	233-234	,	zc	*	,	_	_	punct	basic	3-10	
3-10	235-243	veidojās	vmyisi230an	*	veidoties	_	_	conj	basic	3-4	
3-11	244-249	īpaša	affsnnp	*	īpaša	_	_	amod	basic	3-12	
3-12	250-254	aura	ncfsn4	*	aura	_	_	nsubj	basic	3-10	
3-13	254-255	.	zs	*	.	_	_	punct	basic	3-4	
