#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Akordeonists peldēties negāja.
1-1	0-12	Akordeonists	ncmsn1	*	akordeonists	nsubj	basic	1-3	
1-2	13-22	peldēties	vmyn0i3000n	*	peldēties	ccomp	basic	1-3	
1-3	23-29	negāja	vmnisii30ay	*	neiet	root	basic	1-3	
1-4	29-30	.	zs	*	.	punct	basic	1-3	

#Text=Klusēdams vēroja uzgleznotās laivas.
2-1	32-41	Klusēdams	vmnppmsnap00	*	klusēt	acl	basic	2-2	
2-2	42-48	vēroja	vmnist230an	*	vērot	root	basic	2-2	
2-3	49-60	uzgleznotās	vmnpdfpapsyp	*	uzgleznot	amod	basic	2-4	
2-4	61-67	laivas	ncfpa4	*	laiva	obj	basic	2-2	
2-5	67-68	.	zs	*	.	punct	basic	2-2	

#Text=Runāja, paģiraino elpu ievilkdams.
3-1	70-76	Runāja	vmnist230an	*	runāt	root	basic	3-1	
3-2	76-77	,	zc	*	,	punct	basic	3-5	
3-3	78-87	paģiraino	affsayp	*	paģiraina	amod	basic	3-4	
3-4	88-92	elpu	ncfsa4	*	elpa	obj	basic	3-5	
3-5	93-103	ievilkdams	vmnppmsnapn0	*	ievilkt	acl	basic	3-1	
3-6	103-104	.	zs	*	.	punct	basic	3-1	
