#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=4. Šī direktīva neliedz dalībvalstīm attiecināt darbinieku aizsardzību arī uz citām maksātnespējas situācijām, piemēram, tādām, kur defacto ilgstoši netiek veikti maksājumi, kas konstatēts valsts tiesību aktos paredzētā procesā, kas atšķiras no 1. punktā minētā procesa.
1-1	0-2	4.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	4.	_	_	obl	basic	1-4	
1-2	3-5	Šī	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing\|PronType=Dem	*	*	pd0fsnn	šī	_	_	det	basic	1-3	
1-3	6-15	direktīva	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	direktīva	_	_	nsubj	basic	1-4	
1-4	16-23	neliedz	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt130ay	neliegt	_	_	root	basic	1-4	
1-5	24-36	dalībvalstīm	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur	*	*	ncfpd6	dalībvalsts	_	_	iobj	basic	1-4	
1-6	37-47	attiecināt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t3000n	attiecināt	_	_	ccomp	basic	1-4	
1-7	48-58	darbinieku	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	darbinieks	_	_	nmod	basic	1-8	
1-8	59-70	aizsardzību	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	aizsardzība	_	_	obj	basic	1-6	
1-9	71-74	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	_	_	discourse	basic	1-13	
1-10	75-77	uz	_	_	_	_	_	_	_	_	_	_	_	_	sppd	uz	_	_	case	basic	1-13	
1-11	78-83	citām	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur\|PronType=Ind	*	*	pi0fpdn	cita	_	_	det	basic	1-13	
1-12	84-98	maksātnespējas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	maksātnespēja	_	_	nmod	basic	1-13	
1-13	99-109	situācijām	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur	*	*	ncfpd4	situācija	*[1]	*->1-1	obl	basic	1-6	
1-14	109-110	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-17	
1-15	111-119	piemēram	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	piemērs	_	_	parataxis	basic	1-17	
1-16	119-120	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-15	
1-17	121-126	tādām	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur\|PronType=Dem	*	*	pd0fpdn	tāda	*[1]	*->1-2	acl	basic	1-13	
1-18	126-127	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-23	
1-19	128-131	kur	*	*	*	*	*	*	*	*	*	PronType=Int	*	*	r0p	kur	*[1]	*->1-3	advmod	basic	1-23	
1-20	132-139	defacto	*	*	*	*	*	*	*	*	*	Foreign=Yes	*	*	xf	defacto	_	_	obl	basic	1-23	
1-21	140-148	ilgstoši	_	_	_	_	_	_	_	_	_	_	_	_	r0m	ilgstoši	_	_	advmod	basic	1-23	
1-22	149-155	netiek	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vtnipi130ay	netikt	_	_	aux:pass	basic	1-23	
1-23	156-162	veikti	Masc	Plur	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmpnpsnpn	veikt	_	_	acl	basic	1-17	
1-24	163-172	maksājumi	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn1	maksājums	_	_	iobj	basic	1-23	
1-25	172-173	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-27	
1-26	174-177	kas	*	*	Nom	*	*	*	*	*	*	Case=Nom\|PronType=Rel	*	*	pr000nn	kas	_	_	nsubj:pass	basic	1-27	
1-27	178-188	konstatēts	Masc	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmsnpsnpn	konstatēt	_	_	advcl	basic	1-23	
1-28	189-195	valsts	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg6	valsts	_	_	nmod	basic	1-30	
1-29	196-203	tiesību	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg4	tiesības	_	_	nmod	basic	1-30	
1-30	204-209	aktos	Masc	Plur	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Plur	*	*	ncmpl1	akts	_	_	obl	basic	1-31	
1-31	210-219	paredzētā	Masc	Sing	Loc	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Loc\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmslpsnpn	paredzēt	_	_	amod	basic	1-32	
1-32	220-227	procesā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	process	*[2]	*->2-1	obl	basic	1-27	
1-33	227-228	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-35	
1-34	229-232	kas	*	*	Nom	*	*	*	*	*	*	Case=Nom\|PronType=Rel	*	*	pr000nn	kas	*[2]	*->2-2	nsubj	basic	1-35	
