#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Jāatļauj gājējiem pārvietoties pa ceļiem un takām, kas izveidoti aizsargājamās teritorijas apskatei.
1-1	0-8	Jāatļauj	vmnd0t100an	atļaut	_	_	root	basic	1-1	
1-2	9-17	gājējiem	ncmpd1	gājējs	_	_	iobj	basic	1-1	
1-3	18-30	pārvietoties	vmyn0i2000n	pārvietoties	_	_	ccomp	basic	1-1	
1-4	31-33	pa	sppd	pa	_	_	case	basic	1-5	
1-5	34-40	ceļiem	ncmpd1	ceļš	*[1]	*->1-1	obl	basic	1-3	
1-6	41-43	un	cc	un	*[1]	*->1-1	cc	basic	1-7	
1-7	44-49	takām	ncfpd4	taka	*[1]	*->1-1	conj	basic	1-5	
1-8	49-50	,	zc	,	_	_	punct	basic	1-10	
1-9	51-54	kas	pr000nn	kas	*[1]	*->1-2	nsubj:pass	basic	1-10	
1-10	55-64	izveidoti	vmnpdmpnpsnp	izveidot	_	_	acl	basic	1-5	
1-11	65-78	aizsargājamās	vmnpdfsgppnp	aizsargāt	_	_	amod	basic	1-12	
1-12	79-90	teritorijas	ncfsg4	teritorija	_	_	nmod	basic	1-13	
1-13	91-99	apskatei	ncfsd5	apskate	_	_	obl	basic	1-10	
1-14	99-100	.	zs	.	_	_	punct	basic	1-1	
