#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Tātad bibliotēka būs paredzēta ne vien klusai lasīšanai, bet būs arī sociālo kontaktu vieta.
1-1	0-5	Tātad	_	_	_	_	_	_	_	_	_	_	_	_	q	tātad	discourse	basic	1-4	
1-2	6-16	bibliotēka	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	bibliotēka	nsubj:pass	basic	1-4	
1-3	17-20	būs	*	*	*	*	*	Fut	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Fut\|VerbForm=Fin\|Voice=Act	3	*	vcnifii30an	būt	aux	basic	1-4	
1-4	21-30	paredzēta	Fem	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsnpsnp	paredzēt	root	basic	1-4	
1-5	31-33	ne	_	_	_	_	_	_	_	_	_	_	_	_	cc	ne	cc	basic	1-15	
1-6	34-38	vien	_	_	_	_	_	_	_	_	_	_	_	_	q	vien	discourse	basic	1-5	
1-7	39-45	klusai	Fem	Sing	Dat	Pos	*	*	*	*	*	Case=Dat\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsdnp	klusa	amod	basic	1-8	
1-8	46-55	lasīšanai	Fem	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Sing	*	*	ncfsd4	lasīšana	iobj	basic	1-4	
1-9	55-56	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-15	
1-10	57-60	bet	_	_	_	_	_	_	_	_	_	_	_	_	cc	bet	cc	basic	1-15	
1-11	61-64	būs	*	*	*	*	*	Fut	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Fut\|VerbForm=Fin\|Voice=Act	3	*	vcnifii30an	būt	cop	basic	1-15	
1-12	65-68	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	discourse	basic	1-15	
1-13	69-76	sociālo	Masc	Plur	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Masc\|Number=Plur	*	*	armpgyp	sociāls	amod	basic	1-14	
1-14	77-85	kontaktu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	kontakts	nmod	basic	1-15	
1-15	86-91	vieta	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	vieta	conj	basic	1-4	
1-16	91-92	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-4	
