#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Parasti pirms iesniegšanas Saeimā likumprojekti tiek rūpīgi apspriesti.
1-1	0-7	Parasti	r0t	*	parasti	_	_	_	_	advmod	basic	1-8	
1-2	8-13	pirms	spsg	*	pirms	_	_	_	_	case	basic	1-3	
1-3	14-26	iesniegšanas	ncfsg4	*	iesniegšana	_	_	_	_	obl	basic	1-8	
1-4	27-33	Saeimā	ncfsl4	*	saeima	organization	https://en.wikipedia.org/wiki/Saeima	_	_	obl	basic	1-3	
1-5	34-47	likumprojekti	ncmpn1	*	likumprojekts	_	_	_	_	nsubj:pass	basic	1-8	
1-6	48-52	tiek	vtnipi130an	*	tikt	_	_	_	_	aux	basic	1-8	
1-7	53-59	rūpīgi	rpm	*	rūpīgi	_	_	_	_	advmod	basic	1-8	
1-8	60-70	apspriesti	vmnpdmpnpsnp	*	apspriest	_	_	_	_	root	basic	1-8	
1-9	70-71	.	zs	*	.	_	_	_	_	punct	basic	1-8	

#Text=Šai kontekstā ievērojama loma piešķirta Tieslietu ministrijā izveidotajām darba grupām, kuru līdzdalība likumprojektu izstrādes procesā neapšaubāmi uzlabo to kvalitāti.
2-1	73-76	Šai	pd0msln	*	šis	_	_	_	_	det	basic	2-2	
2-2	77-86	kontekstā	ncmsl1	*	konteksts	_	_	_	_	obl	basic	2-5	
2-3	87-97	ievērojama	arfsnnp	*	ievērojama	_	_	_	_	amod	basic	2-4	
2-4	98-102	loma	ncfsn4	*	loma	_	_	_	_	nsubj:pass	basic	2-5	
2-5	103-112	piešķirta	vmnpdfsnpsnp	*	piešķirt	_	_	_	_	root	basic	2-5	
2-6	113-122	Tieslietu	ncfdg4	*	tieslietas	organization[1]	https://lv.wikipedia.org/wiki/Latvijas\_Republikas\_Tieslietu\_ministrija[1]	_	_	nmod	basic	2-7	
2-7	123-133	ministrijā	ncfsl4	*	ministrija	organization[1]	https://lv.wikipedia.org/wiki/Latvijas\_Republikas\_Tieslietu\_ministrija[1]	_	_	obl	basic	2-8	
2-8	134-146	izveidotajām	vmnpdfpdpsyp	*	izveidot	_	_	_	_	amod	basic	2-10	
2-9	147-152	darba	ncmsg1	*	darbs	_	_	_	_	nmod	basic	2-10	
2-10	153-159	grupām	ncfpd4	*	grupa	_	_	*->1-1	*[1]	iobj	basic	2-5	
2-11	159-160	,	zc	*	,	_	_	_	_	punct	basic	2-18	
2-12	161-165	kuru	pr0fpgn	*	kura	_	_	*->1-2	*[1]	iobj	basic	2-13	
2-13	166-176	līdzdalība	ncfsn4	*	līdzdalība	_	_	_	_	nsubj	basic	2-18	
2-14	177-190	likumprojektu	ncmpg1	*	likumprojekts	_	_	_	_	nmod	basic	2-15	
2-15	191-200	izstrādes	ncfsg5	*	izstrāde	_	_	_	_	nmod	basic	2-16	
2-16	201-208	procesā	ncmsl1	*	process	_	_	_	_	acl	basic	2-13	
2-17	209-220	neapšaubāmi	rpm	*	neapšaubāmi	_	_	_	_	advmod	basic	2-18	
2-18	221-227	uzlabo	vmnipt230an	*	uzlabot	_	_	_	_	acl	basic	2-10	
2-19	228-230	to	pd0mpgn	*	tā	_	_	_	_	det	basic	2-20	
2-20	231-240	kvalitāti	ncfsa5	*	kvalitāte	_	_	_	_	obj	basic	2-18	
2-21	240-241	.	zs	*	.	_	_	_	_	punct	basic	2-5	

#Text=Proti, tiek novērstas kļūdas, kas saistītas ar spēkā esošo normatīvo aktu, to uzbūves principu, terminoloģijas, juridiskās tehnikas un citu nosacījumu ignorēšanu vai pietiekamu nepārzināšanu.
3-1	243-248	Proti	q	*	proti	_	_	_	_	parataxis	basic	3-4	
3-2	248-249	,	zc	*	,	_	_	_	_	punct	basic	3-1	
3-3	250-254	tiek	vtnipi130an	*	tikt	_	_	_	_	aux	basic	3-4	
3-4	255-264	novērstas	vmnpdfpnpsnp	*	novērst	_	_	_	_	root	basic	3-4	
3-5	265-271	kļūdas	ncfpn4	*	kļūda	_	_	*->2-1	*[2]	nsubj:pass	basic	3-4	
3-6	271-272	,	zc	*	,	_	_	_	_	punct	basic	3-8	
3-7	273-276	kas	pr000nn	*	kas	_	_	*->2-2	*[2]	nsubj	basic	3-8	
3-8	277-286	saistītas	vmnpdfpnpsnp	*	saistīt	_	_	_	_	acl	basic	3-5	
3-9	287-289	ar	spsa	*	ar	_	_	_	_	case	basic	3-26	
3-10	290-295	spēkā	ncmsl1	*	spēks	_	_	_	_	acl	basic	3-11	
3-11	296-301	esošo	vmnpdmpgapyp	*	būt	_	_	_	_	amod	basic	3-13	
3-12	302-311	normatīvo	armpgyp	*	normatīvs	_	_	_	_	amod	basic	3-13	
3-13	312-316	aktu	ncmsa1	*	akts	_	_	*->3-1	*[3]	nmod	basic	3-26	
3-14	316-317	,	zc	*	,	_	_	_	_	punct	basic	3-17	
3-15	318-320	to	pd0mpgn	*	tas	_	_	*->3-2	*[3]	det	basic	3-16	
3-16	321-328	uzbūves	ncfsg5	*	uzbūve	_	_	_	_	nmod	basic	3-17	
3-17	329-337	principu	ncmsa1	*	princips	_	_	_	_	conj	basic	3-13	
3-18	337-338	,	zc	*	,	_	_	_	_	punct	basic	3-19	
3-19	339-353	terminoloģijas	ncfsg4	*	terminoloģija	_	_	_	_	conj	basic	3-13	
3-20	353-354	,	zc	*	,	_	_	_	_	punct	basic	3-22	
3-21	355-365	juridiskās	arfsgyp	*	juridiska	_	_	_	_	amod	basic	3-22	
3-22	366-374	tehnikas	ncfsg4	*	tehnika	_	_	_	_	conj	basic	3-13	
3-23	375-377	un	cc	*	un	_	_	_	_	cc	basic	3-25	
3-24	378-382	citu	pi0mpgn	*	cits	_	_	_	_	det	basic	3-25	
3-25	383-393	nosacījumu	ncmpg1	*	nosacījums	_	_	_	_	conj	basic	3-13	
3-26	394-404	ignorēšanu	ncfsa4	*	ignorēšana	_	_	_	_	iobj	basic	3-8	
3-27	405-408	vai	cc	*	vai	_	_	_	_	cc	basic	3-29	
3-28	409-419	pietiekamu	arfsanp	*	pietiekama	_	_	_	_	amod	basic	3-29	
3-29	420-433	nepārzināšanu	ncfsa4	*	nepārzināšana	_	_	_	_	conj	basic	3-26	
3-30	433-434	.	zs	*	.	_	_	_	_	punct	basic	3-4	
