#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Uz nepieciešamību ņemt vērā skolu tīkla struktūru, prognozējot skolotāju skaitu, norāda arī Tiešis V., Šaltenis V. un Dzemida G., veidojot modeli skolotāju skaita noteikšanai Lietuvā (Tiešis, 2003).
1-1	0-2	Uz	_	_	_	_	_	_	_	_	_	_	_	_	spsa	uz	_	_	_	_	case	basic	1-2	
1-2	3-17	nepieciešamību	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	nepieciešamība	_	_	_	_	obl	basic	1-13	
1-3	18-22	ņemt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t1000n	ņemt	_	_	_	_	acl	basic	1-2	
1-4	23-27	vērā	_	_	_	_	_	_	_	_	_	_	_	_	r0p	vērā	_	_	_	_	advmod	basic	1-3	
1-5	28-33	skolu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg4	skola	_	_	_	_	nmod	basic	1-6	
1-6	34-39	tīkla	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	tīkls	_	_	_	_	nmod	basic	1-7	
1-7	40-49	struktūru	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	struktūra	_	_	_	_	obj	basic	1-3	
1-8	49-50	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-9	
1-9	51-62	prognozējot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000n	prognozēt	_	_	_	_	advcl	basic	1-3	
1-10	63-72	skolotāju	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg4	skolotāja	_	_	_	_	nmod	basic	1-11	
1-11	73-79	skaitu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	skaits	_	_	_	_	obj	basic	1-9	
1-12	79-80	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-24	
1-13	81-87	norāda	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt330an	norādīt	_	_	_	_	root	basic	1-13	
1-14	88-91	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	_	_	_	_	discourse	basic	1-15	
1-15	92-98	Tiešis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	npmsn2	Tiešis	person[1]	*[1]	*[3]	*->3-1	nsubj	basic	1-13	
1-16	99-101	V.	*	*	*	*	*	*	*	*	*	Abbr=Yes	*	*	yp	v.	person[1]	*[1]	*[3]	*->3-1	flat:name	basic	1-15	
1-17	101-102	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-18	
1-18	103-111	Šaltenis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	npmsn2	Šaltenis	person[2]	*[2]	_	_	conj	basic	1-15	
1-19	112-114	V.	*	*	*	*	*	*	*	*	*	Abbr=Yes	*	*	yp	v.	person[2]	*[2]	_	_	flat:name	basic	1-18	
1-20	115-117	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	_	_	_	_	cc	basic	1-21	
1-21	118-125	Dzemida	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	npfsn4	Dzemida	person[3]	*[3]	_	_	conj	basic	1-15	
1-22	126-128	G.	*	*	*	*	*	*	*	*	*	Abbr=Yes	*	*	yp	g.	person[3]	*[3]	_	_	flat:name	basic	1-21	
1-23	128-129	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	_	_	punct	basic	1-24	
1-24	130-138	veidojot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000n	veidot	_	_	_	_	advcl	basic	1-13	
1-25	139-145	modeli	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa2	modelis	_	_	_	_	obj	basic	1-24	
