#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Viena lietotāju kategorija pilnībā ir mierā ar narkotiku lietošanu un ar to saistītām grūtībām.
1-1	0-5	Viena	mcsfsn	*	viena	*->2-1	*[2]	nummod	basic	1-3	
1-2	6-15	lietotāju	ncmpg1	*	lietotājs	*->2-1	*[2]	nmod	basic	1-3	
1-3	16-26	kategorija	ncfsn4	*	kategorija	*->2-1	*[2]	nsubj	basic	1-5	
1-4	27-34	pilnībā	ncfsl4	*	pilnība	_	_	obl	basic	1-5	
1-5	35-37	ir	vmnipii30an	*	būt	_	_	root	basic	1-5	
1-6	38-43	mierā	ncmvl1	*	miers	_	_	obl	basic	1-5	
1-7	44-46	ar	spsa	*	ar	_	_	case	basic	1-9	
1-8	47-56	narkotiku	ncfpg4	*	narkotika	*->1-1	*[1]	nmod	basic	1-9	
1-9	57-66	lietošanu	ncfsa4	*	lietošana	*->1-1	*[1]	iobj	basic	1-6	
1-10	67-69	un	cc	*	un	_	_	cc	basic	1-14	
1-11	70-72	ar	spsa	*	ar	_	_	case	basic	1-12	
1-12	73-75	to	pd0msan	*	tas	*->1-2	*[1]	iobj	basic	1-13	
1-13	76-85	saistītām	vmnpdfpdpsnp	*	saistīt	_	_	amod	basic	1-14	
1-14	86-94	grūtībām	ncfdd4	*	grūtības	_	_	conj	basic	1-9	
1-15	94-95	.	zs	*	.	_	_	punct	basic	1-5	

#Text=Tas ir it kā vienīgais iespējamais veids, kā dzīvot un saredzēt ko skaistu šajā pasaulē.
2-1	97-100	Tas	pd0msnn	*	tas	_	_	nsubj	basic	2-7	
2-2	101-103	ir	vcnipii30an	*	būt	_	_	cop	basic	2-7	
2-3	104-106	it	q	*	it	_	_	discourse	basic	2-5	
2-4	107-109	kā	q	*	kā	_	_	compound	basic	2-3	
2-5	110-119	vienīgais	armsnyp	*	vienīgs	_	_	amod	basic	2-7	
2-6	120-131	iespējamais	armsnyp	*	iespējams	_	_	amod	basic	2-7	
2-7	132-137	veids	ncmsn1	*	veids	_	_	root	basic	2-7	
2-8	137-138	,	zc	*	,	_	_	punct	basic	2-10	
2-9	139-141	kā	r0m	*	kā	_	_	advmod	basic	2-10	
2-10	142-148	dzīvot	vmnn0t2000n	*	dzīvot	_	_	advcl	basic	2-7	
2-11	149-151	un	cc	*	un	_	_	cc	basic	2-12	
2-12	152-160	saredzēt	vmnn0t3000n	*	saredzēt	_	_	conj	basic	2-10	
2-13	161-163	ko	pi000an	*	kas	_	_	obj	basic	2-12	
2-14	164-171	skaistu	affsanp	*	skaista	_	_	compound	basic	2-13	
2-15	172-176	šajā	pd0fsln	*	šī	_	_	det	basic	2-16	
2-16	177-184	pasaulē	ncfsl5	*	pasaule	_	_	obl	basic	2-12	
2-17	184-185	.	zs	*	.	_	_	punct	basic	2-7	

#Text=Viņu atbildes un replikas bieži vien ir pārmetošas, ka mēs pārāk gudri runājot un paši nezinot, ka tas nemaz neesot tik kaitīgi - smēķēt zālīti.
3-1	187-191	Viņu	pp3mpgn	*	viņš	*->2-2	*[2]	det	basic	3-2	
3-2	192-200	atbildes	ncfpn5	*	atbilde	_	_	nsubj	basic	3-8	
3-3	201-203	un	cc	*	un	_	_	cc	basic	3-4	
3-4	204-212	replikas	ncfpn4	*	replika	_	_	conj	basic	3-2	
3-5	213-218	bieži	r0q	*	bieži	_	_	advmod	basic	3-8	
3-6	219-223	vien	q	*	vien	_	_	discourse	basic	3-5	
3-7	224-226	ir	vcnipii30an	*	būt	_	_	aux	basic	3-8	
