#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=No dārza puses nāk Laura, slauka slapjos matus dvielī.
1-1	0-2	No	spsg	no	_	_	_	_	case	basic	1-3	
1-2	3-8	dārza	ncmsg1	dārzs	_	_	_	_	nmod	basic	1-3	
1-3	9-14	puses	ncfsg5	puse	_	_	_	_	obl	basic	1-4	
1-4	15-18	nāk	vmnipi130an	nākt	_	_	_	_	root	basic	1-4	
1-5	19-24	Laura	npfsn4	Laura	person	*	*[1]	*->1-1	nsubj	basic	1-4	
1-6	24-25	,	zc	,	_	_	_	_	punct	basic	1-7	
1-7	26-32	slauka	vmnipt330an	slaucīt	_	_	_	_	conj	basic	1-4	
1-8	33-40	slapjos	afmpayp	slapjš	_	_	_	_	amod	basic	1-9	
1-9	41-46	matus	ncmpa1	mats	_	_	_	_	obj	basic	1-7	
1-10	47-53	dvielī	ncmsl2	dvielis	_	_	_	_	obl	basic	1-7	
1-11	53-54	.	zs	.	_	_	_	_	punct	basic	1-4	

#Text=Viņa ierauga abus un apsēžas pie viņiem.
2-1	56-60	Viņa	pp3fsnn	viņa	_	_	*[1]	*->1-2	nsubj	basic	2-2	
2-2	61-68	ierauga	vmnipt330an	ieraudzīt	_	_	_	_	root	basic	2-2	
2-3	69-73	abus	pg0mpan	abi	_	_	*[2]	*->2-1	obj	basic	2-2	
2-4	74-76	un	cc	un	_	_	_	_	cc	basic	2-5	
2-5	77-84	apsēžas	vmyipt130an	apsēsties	_	_	_	_	conj	basic	2-2	
2-6	85-88	pie	sppd	pie	_	_	_	_	case	basic	2-7	
2-7	89-95	viņiem	pp3mpdn	viņš	_	_	*[2]	*->2-2	obl	basic	2-5	
2-8	95-96	.	zs	.	_	_	_	_	punct	basic	2-2	
