#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=(4) Akreditētais muzejs zaudē akreditēta muzeja tiesības, ja tas neatbilst šā panta otrajā daļā minētajiem nosacījumiem.
1-1	0-1	(	zb	(	_	_	punct	basic	1-2	
1-2	1-2	4	xn	4	_	_	parataxis	basic	1-6	
1-3	2-3	)	zb	)	_	_	punct	basic	1-2	
1-4	4-16	Akreditētais	vmnpdmsnpsyp	akreditēt	_	_	amod	basic	1-5	
1-5	17-23	muzejs	ncmsn1	muzejs	*[1]	*->1-1	nsubj	basic	1-6	
1-6	24-29	zaudē	vmnipt230an	zaudēt	_	_	root	basic	1-6	
1-7	30-40	akreditēta	vmnpdfsnpsnp	akreditēt	_	_	amod	basic	1-8	
1-8	41-47	muzeja	ncmsg1	muzejs	_	_	nmod	basic	1-9	
1-9	48-56	tiesības	ncfda4	tiesības	_	_	obj	basic	1-6	
1-10	56-57	,	zc	,	_	_	punct	basic	1-13	
1-11	58-60	ja	cs	ja	_	_	mark	basic	1-13	
1-12	61-64	tas	pd0msnn	tas	*[1]	*->1-2	nsubj	basic	1-13	
1-13	65-74	neatbilst	vmnipi130ay	neatbilst	_	_	advcl	basic	1-6	
1-14	75-77	šā	pd0msgn	šis	_	_	det	basic	1-15	
1-15	78-83	panta	ncmsg1	pants	_	_	nmod	basic	1-17	
1-16	84-90	otrajā	mosfsl	otrā	_	_	amod	basic	1-17	
1-17	91-95	daļā	ncfsl4	daļa	_	_	acl	basic	1-18	
1-18	96-106	minētajiem	vmnpdmpdpsyp	minēt	_	_	amod	basic	1-19	
1-19	107-119	nosacījumiem	ncmpd1	nosacījums	_	_	iobj	basic	1-13	
1-20	119-120	.	zs	.	_	_	punct	basic	1-6	
