#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Pēc Ādolfa Hitlera 21. maija runas, kurā viņš neizslēdza iespēju noslēgt neuzbrukšanas līgumus ar kaimiņiem, izņemot Lietuvu, Baltijas valstīs un Francijā radās maldīgs iespaids, ka būtu diezgan vēl mazliet ietekmēt Lietuvu, lai pamudinātu to sākt risināt Klaipēdas jautājumu.
1-1	0-3	Pēc	sppd	pēc	_	_	_	_	case	basic	1-6	
1-2	4-10	Ādolfa	npmsg1	Ādolfs	person[1]	https://en.wikipedia.org/wiki/Adolf\_Hitler[1]	*[2]	*->2-1	nmod	basic	1-5	
1-3	11-18	Hitlera	npmsg1	Hitlers	person[1]	https://en.wikipedia.org/wiki/Adolf\_Hitler[1]	*[2]	*->2-1	flat:name	basic	1-2	
1-4	19-22	21.	xo	21.	time[2]	*[2]	_	_	amod	basic	1-5	
1-5	23-28	maija	ncmsg1	maijs	time[2]	*[2]	_	_	nmod	basic	1-6	
1-6	29-34	runas	ncfsg4	runa	_	_	*[1]	*->1-1	obl	basic	1-25	
1-7	34-35	,	zc	,	_	_	_	_	punct	basic	1-10	
1-8	36-40	kurā	pr0fsln	kura	_	_	*[1]	*->1-2	obl	basic	1-10	
1-9	41-45	viņš	pp3msnn	viņš	_	_	*[2]	*->2-2	nsubj	basic	1-10	
1-10	46-56	neizslēdza	vmnist130ay	neizslēgt	_	_	_	_	acl	basic	1-6	
1-11	57-64	iespēju	ncfsa4	iespēja	_	_	_	_	obj	basic	1-10	
1-12	65-72	noslēgt	vmnn0t1000n	noslēgt	_	_	_	_	acl	basic	1-11	
1-13	73-86	neuzbrukšanas	ncfsg4	neuzbrukšana	_	_	_	_	nmod	basic	1-14	
1-14	87-94	līgumus	ncmpa1	līgums	_	_	_	_	obj	basic	1-12	
1-15	95-97	ar	sppd	ar	_	_	_	_	case	basic	1-16	
1-16	98-107	kaimiņiem	ncmpd1	kaimiņš	_	_	_	_	iobj	basic	1-12	
1-17	107-108	,	zc	,	_	_	_	_	punct	basic	1-18	
1-18	109-116	izņemot	vmnpu0000000	izņemt	_	_	_	_	advcl	basic	1-16	
1-19	117-124	Lietuvu	npfsa4	Lietuva	GPE	https://en.wikipedia.org/wiki/Lithuania	_	_	obj	basic	1-18	
1-20	124-125	,	zc	,	_	_	_	_	punct	basic	1-18	
1-21	126-134	Baltijas	npfsg4	baltija	GPE[3]	https://en.wikipedia.org/wiki/Baltic\_states[3]	_	_	nmod	basic	1-22	
1-22	135-142	valstīs	ncfpl6	valsts	GPE[3]	https://en.wikipedia.org/wiki/Baltic\_states[3]	_	_	obl	basic	1-25	
1-23	143-145	un	cc	un	_	_	_	_	cc	basic	1-24	
1-24	146-154	Francijā	npfsl4	Francija	GPE	https://en.wikipedia.org/wiki/France	_	_	conj	basic	1-22	
1-25	155-160	radās	vmyisi130an	rasties	_	_	_	_	root	basic	1-25	
1-26	161-168	maldīgs	armsnnp	maldīgs	_	_	_	_	amod	basic	1-27	
1-27	169-177	iespaids	ncmsn1	iespaids	_	_	_	_	nsubj	basic	1-25	
1-28	177-178	,	zc	,	_	_	_	_	punct	basic	1-31	
1-29	179-181	ka	cs	ka	_	_	_	_	mark	basic	1-31	
1-30	182-186	būtu	vcnc0ii00an	būt	_	_	_	_	aux	basic	1-31	
1-31	187-194	diezgan	r0q	diezgan	_	_	_	_	acl	basic	1-27	
1-32	195-198	vēl	r0t	vēl	_	_	_	_	advmod	basic	1-34	
1-33	199-206	mazliet	r0q	mazliet	_	_	_	_	advmod	basic	1-34	
