#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=9. klasē bioloģijā skolēni zina sadzīves riska situācijas un drošības noteikumu ievērošanu sadzīvē.
1-1	0-2	9.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	9.	amod|amod	basic|enhanced	1-2|1-2	
1-2	3-8	klasē	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl5	klase	obl|obl	basic|enhanced	1-5|1-5	
1-3	9-18	bioloģijā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl4	bioloģija	obl|obl	basic|enhanced	1-5|1-5	
1-4	19-26	skolēni	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn1	skolēns	nsubj|nsubj	basic|enhanced	1-5|1-5	
1-5	27-31	zina	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt330an	zināt	root|root	basic|enhanced	1-5|1-5	
1-6	32-40	sadzīves	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg5	sadzīve	nmod|nmod	basic|enhanced	1-7|1-7	
1-7	41-46	riska	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	risks	nmod|nmod	basic|enhanced	1-8|1-8	
1-8	47-57	situācijas	Fem	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Plur	*	*	ncfpa4	situācija	obj|obj	basic|enhanced	1-5|1-5	
1-9	58-60	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc|cc	basic|enhanced	1-12|1-12	
1-10	61-69	drošības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	drošība	nmod|nmod	basic|enhanced	1-11|1-11	
1-11	70-79	noteikumu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	noteikums	nmod|nmod	basic|enhanced	1-12|1-12	
1-12	80-90	ievērošanu	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	ievērošana	conj|conj	basic|enhanced	1-8|1-8	
1-13	91-98	sadzīvē	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl5	sadzīve	acl|acl	basic|enhanced	1-12|1-12	
1-14	98-99	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	1-5|1-5	

#Text=Vērtē sadzīves riska situācijas, aicina citus ievērot drošības noteikumus sadzīvē.
2-1	101-106	Vērtē	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt230an	vērtēt	root|root	basic|enhanced	2-1|2-1	
2-2	107-115	sadzīves	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg5	sadzīve	nmod|nmod	basic|enhanced	2-3|2-3	
2-3	116-121	riska	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	risks	nmod|nmod	basic|enhanced	2-4|2-4	
2-4	122-132	situācijas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	situācija	iobj|iobj	basic|enhanced	2-1|2-1	
2-5	132-133	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct|punct	basic|enhanced	2-6|2-6	
2-6	134-140	aicina	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt330an	aicināt	conj|conj	basic|enhanced	2-1|2-1	
2-7	141-146	citus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur\|PronType=Ind	*	*	pi0mpan	cits	obj|obj	basic|enhanced	2-6|2-6	
2-8	147-154	ievērot	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t2000n	ievērot	ccomp|ccomp	basic|enhanced	2-6|2-6	
2-9	155-163	drošības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	drošība	nmod|nmod	basic|enhanced	2-10|2-10	
2-10	164-174	noteikumus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur	*	*	ncmpa1	noteikums	obj|obj	basic|enhanced	2-8|2-8	
2-11	175-182	sadzīvē	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl5	sadzīve	obl|obl	basic|enhanced	2-8|2-8	
2-12	182-183	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	2-1|2-1	

#Text=Fizikā apgūst drošības pasākumus, lietojot mehāniskās un elektriskās ierīces, apzinās zibensnovedēju nepieciešamību mājoklī.
3-1	185-191	Fizikā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl4	fizika	obl|obl	basic|enhanced	3-2|3-2	
3-2	192-198	apgūst	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt130an	apgūt	root|root	basic|enhanced	3-2|3-2	
3-3	199-207	drošības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	drošība	nmod|nmod	basic|enhanced	3-4|3-4	
3-4	208-217	pasākumus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur	*	*	ncmpa1	pasākums	obj|obj	basic|enhanced	3-2|3-2	
3-5	217-218	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct|punct	basic|enhanced	3-6|3-6	
