#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Lai izveidotu pabeigto tēlu, var noderēt nagi ar svētku dizainu, jo mūsdienīgās nail-art iespējas, kā zīmējumos tā arī materiālu izvēle ir praktiski neierobežotas.
1-1	0-3	Lai	_	_	_	_	_	_	_	_	_	_	_	_	cs	lai	mark	basic	1-2	
1-2	4-13	izveidotu	*	*	*	*	*	*	Cnd	Act	*	Mood=Cnd\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	*	vmnc0t200an	izveidot	advcl	basic	1-6	
1-3	14-22	pabeigto	Masc	Sing	Acc	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Acc\|Definite=Def\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmsapsypn	pabeigt	amod	basic	1-4	
1-4	23-27	tēlu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	tēls	obj	basic	1-2	
1-5	27-28	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-2	
1-6	29-32	var	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vonipt330an	varēt	root	basic	1-6	
1-7	33-40	noderēt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0i3000n	noderēt	xcomp	basic	1-6	
1-8	41-45	nagi	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn1	nags	nsubj	basic	1-6	
1-9	46-48	ar	_	_	_	_	_	_	_	_	_	_	_	_	spsa	ar	case	basic	1-11	
1-10	49-55	svētku	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	svētki	nmod	basic	1-11	
1-11	56-63	dizainu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	dizains	nmod	basic	1-8	
1-12	63-64	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-26	
1-13	65-67	jo	_	_	_	_	_	_	_	_	_	_	_	_	cs	jo	mark	basic	1-26	
1-14	68-79	mūsdienīgās	Fem	Plur	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Fem\|Number=Plur	*	*	affpnyp	mūsdienīga	amod	basic	1-16	
1-15	80-88	nail-art	*	*	*	*	*	*	*	*	*	Foreign=Yes	*	*	xf	nail-art	nmod	basic	1-16	
1-16	89-97	iespējas	Fem	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Plur	*	*	ncfpn4	iespēja	nsubj	basic	1-26	
1-17	97-98	,	_	_	_	_	_	_	_	_	_	_	_	_	z\_	_	punct	basic	1-16	
1-18	99-101	kā	_	_	_	_	_	_	_	_	_	_	_	_	cc	kā	cc	basic	1-19	
1-19	102-111	zīmējumos	Masc	Plur	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Plur	*	*	ncmpl1	zīmējums	obl	basic	1-26	
1-20	112-114	tā	_	_	_	_	_	_	_	_	_	_	_	_	cc	tā	cc	basic	1-23	
1-21	115-118	arī	_	_	_	_	_	_	_	_	_	_	_	_	q	arī	discourse	basic	1-23	
1-22	119-128	materiālu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	materiāls	nmod	basic	1-23	
1-23	129-135	izvēle	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl5	izvēle	conj	basic	1-19	
1-24	136-138	ir	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30an	būt	cop	basic	1-26	
1-25	139-148	praktiski	_	_	_	_	_	_	_	_	_	_	_	_	r0q	praktiski	advmod	basic	1-26	
1-26	149-162	neierobežotas	Fem	Plur	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfpnpsnpy	neierobežot	advcl	basic	1-6	
1-27	162-163	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-6	
