#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=- Jā, - atbildu un iros viņai tuvāk.
1-1	0-1	-	zd	*	-	punct	basic	1-2	
1-2	2-4	Jā	q	*	jā	parataxis	basic	1-5	
1-3	4-5	,	zc	*	,	punct	basic	1-2	
1-4	6-7	-	zd	*	-	punct	basic	1-2	
1-5	8-15	atbildu	vmnipt31san	*	atbildēt	root	basic	1-5	
1-6	16-18	un	cc	*	un	cc	basic	1-7	
1-7	19-23	iros	vmyipi11san	*	irties	conj	basic	1-5	
1-8	24-29	viņai	pp3fsdn	*	viņa	obl	basic	1-7	
1-9	30-35	tuvāk	rrp	*	tuvāk	case	basic	1-8	
1-10	35-36	.	zs	*	.	punct	basic	1-5	
