#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Ik mirkli es zaudēju milzīgu daudzumu enerģijas un siltuma.
1-1	0-2	Ik	q	ik	_	_	discourse	basic	1-2	
1-2	3-9	mirkli	ncmsa2	mirklis	_	_	obl	basic	1-4	
1-3	10-12	es	pp10snn	es	*[1]	*->1-1	nsubj	basic	1-4	
1-4	13-20	zaudēju	vmnipt21san	zaudēt	_	_	root	basic	1-4	
1-5	21-28	milzīgu	afmsanp	milzīgs	_	_	amod	basic	1-6	
1-6	29-37	daudzumu	ncmsa1	daudzums	_	_	obj	basic	1-4	
1-7	38-47	enerģijas	ncfsg4	enerģija	_	_	nmod	basic	1-6	
1-8	48-50	un	cc	un	_	_	cc	basic	1-9	
1-9	51-58	siltuma	ncmsg1	siltums	_	_	conj	basic	1-7	
1-10	58-59	.	zs	.	_	_	punct	basic	1-4	

#Text=Tāpēc gribu, lai tu lēzenos lokos riņķo ap mani.
2-1	61-66	Tāpēc	r0c	tāpēc	_	_	advmod	basic	2-2	
2-2	67-72	gribu	vmnipt31san	gribēt	_	_	root	basic	2-2	
2-3	72-73	,	zc	,	_	_	punct	basic	2-8	
2-4	74-77	lai	cs	lai	_	_	mark	basic	2-8	
2-5	78-80	tu	pp20snn	tu	_	_	nsubj	basic	2-8	
2-6	81-88	lēzenos	afmplnp	lēzens	_	_	amod	basic	2-7	
2-7	89-94	lokos	ncmpl1	loks	_	_	obl	basic	2-8	
2-8	95-100	riņķo	vmnipt230an	riņķot	_	_	ccomp	basic	2-2	
2-9	101-103	ap	spsa	ap	_	_	case	basic	2-10	
2-10	104-108	mani	pp10san	es	*[1]	*->1-2	acl	basic	2-8	
2-11	108-109	.	zs	.	_	_	punct	basic	2-2	
