#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Vara ir spēja ietekmēt indivīdu rīcību ar piespiešanu vai bez tās.
1-1	0-4	Vara	ncfsn4	*	vara	_	_	nsubj	basic	1-3	
1-2	5-7	ir	vcnipii30an	*	būt	_	_	cop	basic	1-3	
1-3	8-13	spēja	ncfsn4	*	spēja	_	_	root	basic	1-3	
1-4	14-22	ietekmēt	vmnn0t2000n	*	ietekmēt	_	_	acl	basic	1-3	
1-5	23-31	indivīdu	ncmpg1	*	indivīds	_	_	nmod	basic	1-6	
1-6	32-38	rīcību	ncfsa4	*	rīcība	_	_	obj	basic	1-4	
1-7	39-41	ar	spsa	*	ar	_	_	case	basic	1-8	
1-8	42-53	piespiešanu	ncfsa4	*	piespiešana	*->1-1	*[1]	obl	basic	1-4	
1-9	54-57	vai	cc	*	vai	_	_	cc	basic	1-11	
1-10	58-61	bez	spsg	*	bez	_	_	case	basic	1-11	
1-11	62-65	tās	pd0fsgn	*	tā	*->1-2	*[1]	conj	basic	1-8	
1-12	65-66	.	zs	*	.	_	_	punct	basic	1-3	

#Text=Varas izpausme ir saiknē starp indivīdiem, spējā īstenot varu pār citu indivīdu rīcību, domām vai gribu.
2-1	68-73	Varas	ncfsg4	*	vara	_	_	nmod	basic	2-2	
2-2	74-82	izpausme	ncfsn5	*	izpausme	_	_	nsubj	basic	2-3	
2-3	83-85	ir	vmnipii30an	*	būt	_	_	root	basic	2-3	
2-4	86-92	saiknē	ncfsl5	*	saikne	_	_	obl	basic	2-3	
2-5	93-98	starp	sppd	*	starp	_	_	case	basic	2-6	
2-6	99-109	indivīdiem	ncmpd1	*	indivīds	_	_	nmod	basic	2-4	
2-7	109-110	,	zc	*	,	_	_	punct	basic	2-8	
2-8	111-116	spējā	ncfsl4	*	spēja	_	_	conj	basic	2-4	
2-9	117-124	īstenot	vmnn0t2000n	*	īstenot	_	_	acl	basic	2-8	
2-10	125-129	varu	ncfsa4	*	vara	_	_	obj	basic	2-9	
2-11	130-133	pār	spsa	*	pār	_	_	case	basic	2-14	
2-12	134-138	citu	pi0mpgn	*	cits	_	_	det	basic	2-13	
2-13	139-147	indivīdu	ncmpg1	*	indivīds	_	_	nmod	basic	2-14	
2-14	148-154	rīcību	ncfsa4	*	rīcība	_	_	obl	basic	2-9	
2-15	154-155	,	zc	*	,	_	_	punct	basic	2-16	
2-16	156-161	domām	ncfpd4	*	doma	_	_	conj	basic	2-14	
2-17	162-165	vai	cc	*	vai	_	_	cc	basic	2-18	
2-18	166-171	gribu	ncfsa4	*	griba	_	_	conj	basic	2-14	
2-19	171-172	.	zs	*	.	_	_	punct	basic	2-3	

#Text=Vara izpaužas dažādos veidos, jomās un sociālās grupās (koris un diriģents, ministri un ministru prezidents, draudze un mācītājs, skolēni un skolotājs).
3-1	174-178	Vara	ncfsn4	*	vara	_	_	nsubj	basic	3-2	
3-2	179-187	izpaužas	vmyipt130an	*	izpausties	_	_	root	basic	3-2	
3-3	188-195	dažādos	armplnp	*	dažāds	_	_	amod	basic	3-4	
3-4	196-202	veidos	ncmpl1	*	veids	_	_	nmod	basic	3-2	
3-5	202-203	,	zc	*	,	_	_	punct	basic	3-6	
3-6	204-209	jomās	ncfpl4	*	joma	_	_	conj	basic	3-4	
3-7	210-212	un	cc	*	un	_	_	cc	basic	3-9	
3-8	213-221	sociālās	arfplnp	*	sociāla	_	_	amod	basic	3-9	
3-9	222-228	grupās	ncfpl4	*	grupa	_	_	conj	basic	3-4	
3-10	229-230	(	zb	*	(	_	_	punct	basic	3-11	
3-11	230-235	koris	ncmsn2	*	koris	_	_	parataxis	basic	3-4	
3-12	236-238	un	cc	*	un	_	_	cc	basic	3-13	
3-13	239-248	diriģents	ncmsn1	*	diriģents	_	_	conj	basic	3-11	
3-14	248-249	,	zc	*	,	_	_	punct	basic	3-15	
3-15	250-258	ministri	ncmpn1	*	ministrs	_	_	conj	basic	3-11	
3-16	259-261	un	cc	*	un	_	_	cc	basic	3-18	
3-17	262-270	ministru	ncmpg1	*	ministrs	_	_	nmod	basic	3-18	
3-18	271-281	prezidents	ncmsn1	*	prezidents	_	_	conj	basic	3-15	
3-19	281-282	,	zc	*	,	_	_	punct	basic	3-20	
3-20	283-290	draudze	ncfsn5	*	draudze	_	_	conj	basic	3-11	
3-21	291-293	un	cc	*	un	_	_	cc	basic	3-22	
3-22	294-302	mācītājs	ncmsn1	*	mācītājs	_	_	conj	basic	3-20	
