#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Velns, kurš gan varētu zvanīt tādā stundā, es lādējos, basām kājām joņoju cauri neapgaismotajam dzīvoklim un centos tumsā saskatīt tālruņa klausules mirguļojošo zaļo spuldzīti.
1-1	0-5	Velns	ncmsn1	velns	parataxis	basic	1-5	
1-2	5-6	,	zc	,	punct	basic	1-1	
1-3	7-11	kurš	pr0msnn	kurš	nsubj	basic	1-5	
1-4	12-15	gan	q	gan	discourse	basic	1-5	
1-5	16-22	varētu	vonc0t300an	varēt	root	basic	1-5	
1-6	23-29	zvanīt	vmnn0t3000n	zvanīt	xcomp	basic	1-5	
1-7	30-34	tādā	pd0fsln	tāda	det	basic	1-8	
1-8	35-41	stundā	ncfsl4	stunda	obl	basic	1-5	
1-9	41-42	,	zc	,	punct	basic	1-11	
1-10	43-45	es	pp10snn	es	nsubj	basic	1-11	
1-11	46-53	lādējos	vmyisi31san	lādēties	conj	basic	1-5	
1-12	53-54	,	zc	,	punct	basic	1-15	
1-13	55-60	basām	arfpdnp	basa	amod	basic	1-14	
1-14	61-66	kājām	ncfpd4	kāja	obl	basic	1-15	
1-15	67-73	joņoju	vmnipi21san	joņot	conj	basic	1-11	
1-16	74-79	cauri	rrp	cauri	case	basic	1-18	
1-17	80-95	neapgaismotajam	vmnpdmsdpsyp	neapgaismot	amod	basic	1-18	
1-18	96-105	dzīvoklim	ncmsd2	dzīvoklis	obl	basic	1-15	
1-19	106-108	un	cc	un	cc	basic	1-20	
1-20	109-115	centos	voyist11san	censties	conj	basic	1-11	
1-21	116-121	tumsā	ncfsl4	tumsa	obl	basic	1-22	
1-22	122-130	saskatīt	vmnn0t3000n	saskatīt	xcomp	basic	1-20	
1-23	131-138	tālruņa	ncmsg2	tālrunis	nmod	basic	1-24	
1-24	139-148	klausules	ncfsg5	klausule	iobj	basic	1-27	
1-25	149-160	mirguļojošo	vmnpdmsaapyp	mirguļot	amod	basic	1-27	
1-26	161-165	zaļo	affsayp	zaļa	amod	basic	1-27	
1-27	166-175	spuldzīti	ncfsa5	spuldzīte	obj	basic	1-22	
1-28	175-176	.	zs	.	punct	basic	1-5	
