#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Kā varat atspēkot argumentu, ka pašvaldības uzņēmums kā atkritumu apsaimniekotājs ir dārgāks?
1-1	0-2	Kā	*	*	*	*	*	*	*	*	*	PronType=Int	*	*	r0m	kā	advmod	basic	1-2	
1-2	3-8	varat	*	Plur	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Plur\|Person=2\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	2	*	vonipt32pan	varēt	root	basic	1-2	
1-3	9-17	atspēkot	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t2000n	atspēkot	xcomp	basic	1-2	
1-4	18-27	argumentu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	arguments	obj	basic	1-3	
1-5	27-28	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-13	
1-6	29-31	ka	_	_	_	_	_	_	_	_	_	_	_	_	cs	ka	mark	basic	1-13	
1-7	32-43	pašvaldības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	pašvaldība	nmod	basic	1-8	
1-8	44-52	uzņēmums	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	uzņēmums	nsubj	basic	1-13	
1-9	53-55	kā	_	_	_	_	_	_	_	_	_	_	_	_	cs	kā	mark	basic	1-11	
1-10	56-65	atkritumu	Masc	Ptan	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Ptan	*	*	ncmdg1	atkritumi	nmod	basic	1-11	
1-11	66-81	apsaimniekotājs	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	apsaimniekotājs	acl	basic	1-8	
1-12	82-84	ir	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30an	būt	cop	basic	1-13	
1-13	85-92	dārgāks	Masc	Sing	Nom	Cmp	*	*	*	*	*	Case=Nom\|Degree=Cmp\|Gender=Masc\|Number=Sing	*	*	afmsnnc	dārgs	acl	basic	1-4	
1-14	92-93	?	_	_	_	_	_	_	_	_	_	_	_	_	zs	?	punct	basic	1-2	
