#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Tūkstošiem japāņu gāja bojā nepilnu sekundi pēc tam, kad ieraudzīja sprādziena uzliesmojumu.
1-1	0-10	Tūkstošiem	mcsmpd	*	tūkstoši	nummod	basic	1-2	
1-2	11-17	japāņu	ncmpg2	*	japānis	nsubj	basic	1-3	
1-3	18-22	gāja	vmnisii30an	*	iet	root	basic	1-3	
1-4	23-27	bojā	r0m	*	bojā	advmod	basic	1-3	
1-5	28-35	nepilnu	arfsanp	*	nepilna	amod	basic	1-6	
1-6	36-43	sekundi	ncfsa5	*	sekunde	obl	basic	1-3	
1-7	44-47	pēc	spsd	*	pēc	case	basic	1-8	
1-8	48-51	tam	pd0msdn	*	tas	nmod	basic	1-6	
1-9	51-52	,	zc	*	,	punct	basic	1-11	
1-10	53-56	kad	r0t	*	kad	advmod	basic	1-11	
1-11	57-67	ieraudzīja	vmnist330an	*	ieraudzīt	advcl	basic	1-8	
1-12	68-78	sprādziena	ncmsg1	*	sprādziens	nmod	basic	1-13	
1-13	79-91	uzliesmojumu	ncmsa1	*	uzliesmojums	obj	basic	1-11	
1-14	91-92	.	zs	*	.	punct	basic	1-3	
