#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=5. Viena salīdzinoši neliela pētījuma ietvaros nav iespējams atsegt visus šīs visai komplicētās problēmas aspektus, tādēļ ir nepieciešams izdarīt daudz plašāku pētījumu, aptverot visu priekšmetu un izglītības pakāpju pedagoģiskos darbiniekus, kā arī ņemt vērā patreizējā pedagoģiskā personāla vecuma struktūru.
1-1	0-2	5.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	5.	_	_	obl	basic	1-8	
1-2	3-8	Viena	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing\|NumType=Card	*	*	mcsmsg	viens	_	_	nummod	basic	1-5	
1-3	9-20	salīdzinoši	_	_	_	_	_	_	_	_	_	_	_	_	r0m	salīdzinoši	_	_	advmod	basic	1-4	
1-4	21-28	neliela	Masc	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	armsgnp	neliels	_	_	amod	basic	1-5	
1-5	29-37	pētījuma	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	pētījums	_	_	nmod	basic	1-6	
1-6	38-46	ietvaros	Masc	Plur	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Plur	*	*	ncmpl1	ietvars	_	_	obl	basic	1-8	
1-7	47-50	nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	_	_	cop	basic	1-8	
1-8	51-60	iespējams	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	armsnnp	iespējams	_	_	root	basic	1-8	
1-9	61-67	atsegt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t1000n	atsegt	_	_	ccomp	basic	1-8	
1-10	68-73	visus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur\|PronType=Tot	*	*	pg0mpan	viss	_	_	det	basic	1-15	
1-11	74-77	šīs	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing\|PronType=Dem	*	*	pd0fsgn	šī	_	_	det	basic	1-14	
1-12	78-83	visai	_	_	_	_	_	_	_	_	_	_	_	_	r0q	visai	_	_	advmod	basic	1-13	
1-13	84-95	komplicētās	Fem	Sing	Gen	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Gen\|Definite=Def\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsgpsypn	komplicēt	_	_	amod	basic	1-14	
1-14	96-105	problēmas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	problēma	_	_	nmod	basic	1-15	
1-15	106-114	aspektus	Masc	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Plur	*	*	ncmpa1	aspekts	_	_	obj	basic	1-9	
1-16	114-115	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-19	
1-17	116-121	tādēļ	_	_	_	_	_	_	_	_	_	_	_	_	r0c	tādēļ	_	_	cc	basic	1-19	
1-18	122-124	ir	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30an	būt	_	_	cop	basic	1-19	
1-19	125-137	nepieciešams	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsnnp	nepieciešams	_	_	conj	basic	1-8	
1-20	138-145	izdarīt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t3000n	izdarīt	_	_	ccomp	basic	1-19	
1-21	146-151	daudz	_	_	_	_	_	_	_	_	_	_	_	_	r0q	daudz	_	_	advmod	basic	1-22	
1-22	152-159	plašāku	Masc	Sing	Acc	Cmp	*	*	*	*	*	Case=Acc\|Degree=Cmp\|Gender=Masc\|Number=Sing	*	*	afmsanc	plašs	_	_	amod	basic	1-23	
1-23	160-168	pētījumu	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing	*	*	ncmsa1	pētījums	_	_	obj	basic	1-20	
1-24	168-169	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	1-25	
1-25	170-178	aptverot	*	*	*	*	*	*	*	*	*	VerbForm=Conv	*	*	vmnpu0000000n	aptvert	_	_	advcl	basic	1-20	
1-26	179-183	visu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur\|PronType=Tot	*	*	pg0mpgn	viss	_	_	det	basic	1-27	
