#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=L. Zubāne piebilda, ka policija turpinās sadarbību ar VMD un nelikumīgo medību gadījumu novēršanai pievērsīs papildu uzmanību.
1-1	0-2	L.	yp	L.	person[1]	*[1]	nsubj	basic	1-3	
1-2	3-9	Zubāne	npfsn5	Zubāne	person[1]	*[1]	flat:name	basic	1-1	
1-3	10-18	piebilda	vmnist130an	piebilst	_	_	root	basic	1-3	
1-4	18-19	,	zc	,	_	_	punct	basic	1-7	
1-5	20-22	ka	cs	ka	_	_	mark	basic	1-7	
1-6	23-31	policija	ncfsn4	policija	_	_	nsubj	basic	1-7	
1-7	32-40	turpinās	vmnift330an	turpināt	_	_	ccomp	basic	1-3	
1-8	41-50	sadarbību	ncfsa4	sadarbība	_	_	obj	basic	1-7	
1-9	51-53	ar	spsa	ar	_	_	case	basic	1-10	
1-10	54-57	VMD	yp	VMD	organization	*	nmod	basic	1-8	
1-11	58-60	un	cc	un	_	_	cc	basic	1-16	
1-12	61-71	nelikumīgo	arfpgyp	nelikumīga	_	_	amod	basic	1-14	
1-13	72-78	medību	ncfdg4	medības	_	_	nmod	basic	1-14	
1-14	79-87	gadījumu	ncmpg1	gadījums	_	_	nmod	basic	1-15	
1-15	88-98	novēršanai	ncfsd4	novēršana	_	_	iobj	basic	1-16	
1-16	99-108	pievērsīs	vmnift130an	pievērst	_	_	conj	basic	1-7	
1-17	109-116	papildu	nc00gg	papildu	_	_	nmod	basic	1-18	
1-18	117-125	uzmanību	ncfsa4	uzmanība	_	_	obj	basic	1-16	
1-19	125-126	.	zs	.	_	_	punct	basic	1-3	
