#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Individuālās brīvības modelis, kas būtībā nozīmēja brīvību sievietēm, Francijā ir radījis lielu spriedzi.
1-1	0-12	Individuālās	arfsgyp	individuāla	_	_	_	_	amod	basic	1-2	
1-2	13-21	brīvības	ncfsg4	brīvība	_	_	_	_	nmod	basic	1-3	
1-3	22-29	modelis	ncmsn2	modelis	_	_	*[6]	*->6-1	nsubj	basic	1-13	
1-4	29-30	,	zc	,	_	_	_	_	punct	basic	1-7	
1-5	31-34	kas	pr000nn	kas	_	_	*[6]	*->6-2	nsubj	basic	1-7	
1-6	35-41	būtībā	ncfsl4	būtība	_	_	_	_	obl	basic	1-7	
1-7	42-50	nozīmēja	vmnist230an	nozīmēt	_	_	_	_	acl	basic	1-3	
1-8	51-58	brīvību	ncfpg4	brīvība	_	_	_	_	iobj	basic	1-7	
1-9	59-68	sievietēm	ncfpd5	sieviete	_	_	_	_	nmod	basic	1-8	
1-10	68-69	,	zc	,	_	_	_	_	punct	basic	1-7	
1-11	70-78	Francijā	npfsl4	Francija	GPE	https://en.wikipedia.org/wiki/France	_	_	obl	basic	1-13	
1-12	79-81	ir	vcnipii30an	būt	_	_	_	_	aux	basic	1-13	
1-13	82-89	radījis	vmnpdmsnasnp	radīt	_	_	_	_	root	basic	1-13	
1-14	90-95	lielu	affsanp	liela	_	_	_	_	amod	basic	1-15	
1-15	96-104	spriedzi	ncfsa5	spriedze	_	_	_	_	obj	basic	1-13	
1-16	104-105	.	zs	.	_	_	_	_	punct	basic	1-13	

#Text=Tas saistīts ar daudziem faktoriem.
2-1	107-110	Tas	pd0msnn	tas	_	_	*[6]	*->6-3	nsubj:pass	basic	2-2	
2-2	111-119	saistīts	vmnpdmsnpsnp	saistīt	_	_	_	_	root	basic	2-2	
2-3	120-122	ar	sppd	ar	_	_	_	_	case	basic	2-5	
2-4	123-131	daudziem	pi0mpdn	daudzi	_	_	_	_	det	basic	2-5	
2-5	132-141	faktoriem	ncmpd1	faktors	_	_	_	_	iobj	basic	2-2	
2-6	141-142	.	zs	.	_	_	_	_	punct	basic	2-2	

#Text=Šie Ziemeļāfrikāņu izcelsmes zēni ir pat sliktākā situācijā nekā meitenes.
3-1	144-147	Šie	pd0mpnn	šis	_	_	*[5]	*->5-1	det	basic	3-4	
3-2	148-162	Ziemeļāfrikāņu	npmpg2	Ziemeļāfrikānis	_	_	_	_	nmod	basic	3-3	
3-3	163-172	izcelsmes	ncfsg5	izcelsme	_	_	_	_	nmod	basic	3-4	
3-4	173-177	zēni	ncmpn1	zēns	_	_	*[5]	*->5-2	nsubj	basic	3-5	
3-5	178-180	ir	vmnipii30an	būt	_	_	_	_	root	basic	3-5	
3-6	181-184	pat	q	pat	_	_	_	_	discourse	basic	3-7	
3-7	185-193	sliktākā	affslnc	slikta	_	_	_	_	amod	basic	3-8	
3-8	194-203	situācijā	ncfsl4	situācija	_	_	_	_	obl	basic	3-5	
3-9	204-208	nekā	cs	nekā	_	_	_	_	mark	basic	3-10	
3-10	209-217	meitenes	ncfpn5	meitene	_	_	_	_	acl	basic	3-5	
3-11	217-218	.	zs	.	_	_	_	_	punct	basic	3-5	

#Text=Beidzot skolu, viņi knapi prot lasīt un rakstīt, un viņiem nav darba.
4-1	220-227	Beidzot	vmnpu0000000	beigt	_	_	_	_	advcl	basic	4-6	
4-2	228-233	skolu	ncfsa4	skola	_	_	_	_	obj	basic	4-1	
4-3	233-234	,	zc	,	_	_	_	_	punct	basic	4-1	
4-4	235-239	viņi	pp3mpnn	viņš	_	_	*[5]	*->5-3	nsubj	basic	4-6	
4-5	240-245	knapi	r0q	knapi	_	_	_	_	advmod	basic	4-6	
4-6	246-250	prot	vonipt130an	prast	_	_	_	_	root	basic	4-6	
4-7	251-256	lasīt	vmnn0t3000n	lasīt	_	_	_	_	xcomp	basic	4-6	
4-8	257-259	un	cc	un	_	_	_	_	cc	basic	4-9	
4-9	260-267	rakstīt	vmnn0t3000n	rakstīt	_	_	_	_	conj	basic	4-7	
4-10	267-268	,	zc	,	_	_	_	_	punct	basic	4-13	
4-11	269-271	un	cc	un	_	_	_	_	cc	basic	4-13	
4-12	272-278	viņiem	pp3mpdn	viņš	_	_	*[5]	*->5-4	obl	basic	4-13	
4-13	279-282	nav	vgnipii30ay	nebūt	_	_	_	_	conj	basic	4-6	
4-14	283-288	darba	ncmsg1	darbs	_	_	_	_	nsubj	basic	4-13	
4-15	288-289	.	zs	.	_	_	_	_	punct	basic	4-6	

#Text=Darbi, kurus darīja viņu tēvi, vairs nav pieejami, jo liela daļa industrijas ir izzudusi.
5-1	291-296	Darbi	ncmpn1	darbs	_	_	*[1]	*->1-1	nsubj	basic	5-10	
5-2	296-297	,	zc	,	_	_	_	_	punct	basic	5-4	
5-3	298-303	kurus	pr0mpan	kurš	_	_	*[1]	*->1-2	obj	basic	5-4	
5-4	304-310	darīja	vmnist330an	darīt	_	_	_	_	acl	basic	5-1	
5-5	311-315	viņu	pp3mpgn	viņš	_	_	*[5]	*->5-5	det	basic	5-6	
5-6	316-320	tēvi	ncmpn1	tēvs	_	_	_	_	iobj	basic	5-4	
5-7	320-321	,	zc	,	_	_	_	_	punct	basic	5-4	
5-8	322-327	vairs	r0t	vairs	_	_	_	_	advmod	basic	5-10	
5-9	328-331	nav	vcnipii30ay	nebūt	_	_	_	_	cop	basic	5-10	
5-10	332-340	pieejami	armpnnp	pieejams	_	_	_	_	root	basic	5-10	
5-11	340-341	,	zc	,	_	_	_	_	punct	basic	5-17	
5-12	342-344	jo	cs	jo	_	_	_	_	mark	basic	5-17	
5-13	345-350	liela	affsnnp	liela	_	_	_	_	amod	basic	5-14	
5-14	351-355	daļa	ncfsn4	daļa	_	_	_	_	nsubj	basic	5-17	
5-15	356-367	industrijas	ncfsg4	industrija	_	_	_	_	nmod	basic	5-14	
5-16	368-370	ir	vcnipii30an	būt	_	_	_	_	aux	basic	5-17	
5-17	371-379	izzudusi	vmnpdfsnasnp	izzust	_	_	_	_	advcl	basic	5-10	
5-18	379-380	.	zs	.	_	_	_	_	punct	basic	5-10	

#Text=Šie zēni ir uzauguši patērētāju sabiedrībā, kurā paši nevar iekļūt, un tas rada spriedzi, kas vienlaicīgi izpaužas mazdūšībā un vardarbībā.
6-1	382-385	Šie	pd0mpnn	šis	_	_	*[5]	*->5-6	det	basic	6-2	
6-2	386-390	zēni	ncmpn1	zēns	_	_	*[5]	*->5-6	nsubj	basic	6-4	
6-3	391-393	ir	vcnipii30an	būt	_	_	_	_	aux	basic	6-4	
6-4	394-402	uzauguši	vmnpdmpnasnp	uzaugt	_	_	_	_	root	basic	6-4	
6-5	403-413	patērētāju	ncmpg1	patērētājs	_	_	_	_	nmod	basic	6-6	
6-6	414-424	sabiedrībā	ncfsl4	sabiedrība	_	_	*[2]	*->2-1	obl	basic	6-4	
6-7	424-425	,	zc	,	_	_	_	_	punct	basic	6-10	
6-8	426-430	kurā	pr0fsln	kura	_	_	*[2]	*->2-2	obl	basic	6-10	
6-9	431-435	paši	pg0mpnn	pats	_	_	*[5]	*->5-7	nsubj	basic	6-10	
6-10	436-441	nevar	vonipt330an	nevarēt	_	_	_	_	acl	basic	6-6	
6-11	442-448	iekļūt	vmnn0i1000n	iekļūt	_	_	_	_	xcomp	basic	6-10	
6-12	448-449	,	zc	,	_	_	_	_	punct	basic	6-15	
6-13	450-452	un	cc	un	_	_	_	_	cc	basic	6-15	
6-14	453-456	tas	pd0msnn	tas	_	_	_	_	nsubj	basic	6-15	
6-15	457-461	rada	vmnipt330an	radīt	_	_	_	_	conj	basic	6-4	
6-16	462-470	spriedzi	ncfsa5	spriedze	_	_	*[3]	*->3-1	obj	basic	6-15	
6-17	470-471	,	zc	,	_	_	_	_	punct	basic	6-20	
6-18	472-475	kas	pr000nn	kas	_	_	*[3]	*->3-2	nsubj	basic	6-20	
6-19	476-487	vienlaicīgi	r0t	vienlaicīgi	_	_	_	_	advmod	basic	6-20	
6-20	488-496	izpaužas	vmyipt130an	izpausties	_	_	_	_	acl	basic	6-16	
6-21	497-506	mazdūšībā	ncfsl4	mazdūšība	_	_	_	_	obl	basic	6-20	
6-22	507-509	un	cc	un	_	_	_	_	cc	basic	6-23	
6-23	510-520	vardarbībā	ncfsl4	vardarbība	_	_	_	_	conj	basic	6-21	
6-24	520-521	.	zs	.	_	_	_	_	punct	basic	6-4	

#Text=Viņi saskaras ar Francijas sabiedrību, kas ir ļoti bagāta, protams, viņi saņem ievērojamus sociālos pabalstus, jo Francijas valsts ir ļoti devīga.
7-1	523-527	Viņi	pp3mpnn	viņš	_	_	*[5]	*->5-8	nsubj	basic	7-2	
7-2	528-536	saskaras	vmyipi130an	saskarties	_	_	_	_	root	basic	7-2	
7-3	537-539	ar	spsa	ar	_	_	_	_	case	basic	7-5	
7-4	540-549	Francijas	npfsg4	Francija	GPE	https://en.wikipedia.org/wiki/France	_	_	nmod	basic	7-5	
7-5	550-560	sabiedrību	ncfsa4	sabiedrība	_	_	*[4]	*->4-1	iobj	basic	7-2	
7-6	560-561	,	zc	,	_	_	_	_	punct	basic	7-10	
7-7	562-565	kas	pr000nn	kas	_	_	*[4]	*->4-2	nsubj	basic	7-10	
7-8	566-568	ir	vcnipii30an	būt	_	_	_	_	cop	basic	7-10	
7-9	569-573	ļoti	r0q	ļoti	_	_	_	_	advmod	basic	7-10	
7-10	574-580	bagāta	affsnnp	bagāta	_	_	_	_	acl	basic	7-5	
7-11	580-581	,	zc	,	_	_	_	_	punct	basic	7-15	
7-12	582-589	protams	q	protams	_	_	_	_	parataxis	basic	7-15	
7-13	589-590	,	zc	,	_	_	_	_	punct	basic	7-12	
7-14	591-595	viņi	pp3mpnn	viņš	_	_	*[5]	*->5-9	nsubj	basic	7-15	
7-15	596-601	saņem	vmnipt130an	saņemt	_	_	_	_	conj	basic	7-2	
7-16	602-613	ievērojamus	armpanp	ievērojams	_	_	_	_	amod	basic	7-18	
7-17	614-622	sociālos	armpayp	sociāls	_	_	_	_	amod	basic	7-18	
7-18	623-632	pabalstus	ncmpa1	pabalsts	_	_	_	_	obj	basic	7-15	
7-19	632-633	,	zc	,	_	_	_	_	punct	basic	7-25	
7-20	634-636	jo	cs	jo	_	_	_	_	mark	basic	7-25	
