#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Uz koncertu bija ieradies arī Latvijas vēstnieks Polijā Alberts Sarkanis ar kundzi.
1-1	0-2	Uz	spsa	*	uz	_	_	_	_	case	basic	1-2	
1-2	3-11	koncertu	ncmsa1	*	koncerts	_	_	_	_	obl	basic	1-4	
1-3	12-16	bija	vcnisii30an	*	būt	_	_	_	_	aux	basic	1-4	
1-4	17-25	ieradies	vmypdmsnasnp	*	ierasties	_	_	_	_	root	basic	1-4	
1-5	26-29	arī	q	*	arī	_	_	_	_	discourse	basic	1-9	
1-6	30-38	Latvijas	npfsg4	*	Latvija	GPE	https://en.wikipedia.org/wiki/Latvia	_	_	nmod	basic	1-7	
1-7	39-48	vēstnieks	ncmsn1	*	vēstnieks	_	_	*->1-1	*[1]	nmod	basic	1-9	
1-8	49-55	Polijā	npfsl4	*	Polija	GPE	https://en.wikipedia.org/wiki/Poland	_	_	acl	basic	1-7	
1-9	56-63	Alberts	npmsn1	*	Alberts	person[1]	https://pl.wikipedia.org/wiki/Alberts\_Sarkanis[1]	*->1-2	*[1]	nsubj	basic	1-4	
1-10	64-72	Sarkanis	npmsn2	*	Sarkanis	person[1]	https://pl.wikipedia.org/wiki/Alberts\_Sarkanis[1]	*->1-2	*[1]	flat:name	basic	1-9	
1-11	73-75	ar	spsa	*	ar	_	_	_	_	case	basic	1-12	
1-12	76-82	kundzi	ncfsa5	*	kundze	_	_	_	_	nmod	basic	1-9	
1-13	82-83	.	zs	*	.	_	_	_	_	punct	basic	1-4	

#Text=Viņš pateicās, ka Latvija tik labi sevi parādīja.
2-1	85-89	Viņš	pp3msnn	*	viņš	_	_	*->1-3	*[1]	nsubj	basic	2-2	
2-2	90-98	pateicās	vmyisi130an	*	pateikties	_	_	_	_	root	basic	2-2	
2-3	98-99	,	zc	*	,	_	_	_	_	punct	basic	2-9	
2-4	100-102	ka	cs	*	ka	_	_	_	_	mark	basic	2-9	
2-5	103-110	Latvija	npfsn4	*	Latvija	GPE	https://en.wikipedia.org/wiki/Latvia	*->2-1	*[2]	nsubj	basic	2-9	
2-6	111-114	tik	r0q	*	tik	_	_	_	_	advmod	basic	2-7	
2-7	115-119	labi	rpm	*	labi	_	_	_	_	advmod	basic	2-9	
2-8	120-124	sevi	px000an	*	sevis	_	_	*->2-2	*[2]	obj	basic	2-9	
2-9	125-133	parādīja	vmnist330an	*	parādīt	_	_	_	_	ccomp	basic	2-2	
2-10	133-134	.	zs	*	.	_	_	_	_	punct	basic	2-2	
