#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Artis triec bļodu pret sienu.
1-1	0-5	Artis	npmsn2	*	Artis	person	*	nsubj	basic	1-2	
1-2	6-11	triec	vmnipt130an	*	triekt	_	_	root	basic	1-2	
1-3	12-17	bļodu	ncfsa4	*	bļoda	_	_	obj	basic	1-2	
1-4	18-22	pret	spsa	*	pret	_	_	case	basic	1-5	
1-5	23-28	sienu	ncfsa4	*	siena	_	_	obl	basic	1-2	
1-6	28-29	.	zs	*	.	_	_	punct	basic	1-2	

#Text=Lana izbailēs spiedz un laužas durvīs.
2-1	31-35	Lana	npmsg4	*	Lana	person	*	nsubj	basic	2-3	
2-2	36-44	izbailēs	ncfdl5	*	izbailes	_	_	acl	basic	2-3	
2-3	45-51	spiedz	vmnipi130an	*	spiegt	_	_	root	basic	2-3	
2-4	52-54	un	cc	*	un	_	_	cc	basic	2-5	
2-5	55-61	laužas	vmyipi130an	*	lauzties	_	_	conj	basic	2-3	
2-6	62-68	durvīs	ncfdl6	*	durvis	_	_	obl	basic	2-5	
2-7	68-69	.	zs	*	.	_	_	punct	basic	2-3	
