#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Daudzi speciālisti dod priekšroku nagu modelēšanai uz tipša.
1-1	0-6	Daudzi	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur\|PronType=Ind	*	*	pi0mpnn	daudzi	_	_	det	basic	1-2	
1-2	7-18	speciālisti	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn1	speciālists	_	_	nsubj	basic	1-3	
1-3	19-22	dod	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipti30an	dot	_	_	root	basic	1-3	
1-4	23-33	priekšroku	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	priekšroka	_	_	obj	basic	1-3	
1-5	34-38	nagu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	nags	_	_	nmod	basic	1-6	
1-6	39-50	modelēšanai	Fem	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Sing	*	*	ncfsd4	modelēšana	_	_	iobj	basic	1-3	
1-7	51-53	uz	_	_	_	_	_	_	_	_	_	_	_	_	spsg	uz	_	_	case	basic	1-8	
1-8	54-59	tipša	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg2	tipsis	_	_	obl	basic	1-6	
1-9	59-60	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	1-3	

#Text=Vienīgi tehnoloģija, kura tiek pielietota nagu modelēšanas formai, dod katram meistaram iespēju radoši pieiet procesam, un īpaši kad nākas sastapties ar nagu problēmām.
2-1	62-69	Vienīgi	_	_	_	_	_	_	_	_	_	_	_	_	q	vienīgi	_	_	discourse	basic	2-2	
2-2	70-81	tehnoloģija	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	tehnoloģija	*[1]	*->1-1	nsubj	basic	2-11	
2-3	81-82	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	2-6	
2-4	83-87	kura	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing\|PronType=Rel	*	*	pr0fsnn	kura	*[1]	*->1-2	nsubj:pass	basic	2-6	
2-5	88-92	tiek	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vtnipi130an	tikt	_	_	aux:pass	basic	2-6	
2-6	93-103	pielietota	Fem	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsnpsnpn	pielietot	_	_	acl	basic	2-2	
2-7	104-108	nagu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	nags	_	_	nmod	basic	2-8	
2-8	109-120	modelēšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	modelēšana	_	_	nmod	basic	2-9	
2-9	121-127	formai	Fem	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Sing	*	*	ncfsd4	forma	_	_	iobj	basic	2-6	
2-10	127-128	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	2-6	
2-11	129-132	dod	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipti30an	dot	_	_	root	basic	2-11	
2-12	133-139	katram	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing\|PronType=Tot	*	*	pg0msdn	katrs	_	_	det	basic	2-13	
2-13	140-149	meistaram	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	meistars	_	_	iobj	basic	2-11	
2-14	150-157	iespēju	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	iespēja	_	_	obj	basic	2-11	
2-15	158-164	radoši	*	*	*	Pos	*	*	*	*	*	Degree=Pos	*	*	rpm	radoši	_	_	advmod	basic	2-16	
2-16	165-171	pieiet	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0ii000n	pieiet	_	_	acl	basic	2-14	
2-17	172-180	procesam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing	*	*	ncmsd1	process	_	_	iobj	basic	2-16	
2-18	180-181	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	_	_	punct	basic	2-20	
2-19	182-184	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	_	_	cc	basic	2-20	
2-20	185-190	īpaši	*	*	*	Pos	*	*	*	*	*	Degree=Pos	*	*	rpm	īpaši	_	_	parataxis	basic	2-11	
2-21	191-194	kad	*	*	*	*	*	*	*	*	*	PronType=Int	*	*	r0t	kad	_	_	advmod	basic	2-22	
2-22	195-200	nākas	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Reflex=Yes\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	voyipi130an	nākties	_	_	advcl	basic	2-20	
2-23	201-211	sastapties	*	*	*	*	*	*	*	*	*	Polarity=Pos\|Reflex=Yes\|VerbForm=Inf	*	*	vmyn0i1000n	sastapties	_	_	xcomp	basic	2-22	
2-24	212-214	ar	_	_	_	_	_	_	_	_	_	_	_	_	sppd	ar	_	_	case	basic	2-26	
2-25	215-219	nagu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg1	nags	_	_	nmod	basic	2-26	
2-26	220-229	problēmām	Fem	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Fem\|Number=Plur	*	*	ncfpd4	problēma	_	_	iobj	basic	2-23	
2-27	229-230	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	2-11	

#Text=Šī tehnoloģija dod iespēju optimāli strādāt ar deformētiem nagiem.
