#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=„Tu varbūt varētu man pastāstīt, kas pēkšņi mainījies?”
1-1	0-1	„	_	_	_	_	_	_	_	_	_	_	_	_	zq	„	punct	basic	1-4	
1-2	1-3	Tu	*	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Number=Sing\|Person=2\|PronType=Prs	2	*	pp20snn	tu	nsubj	basic	1-4	
1-3	4-10	varbūt	_	_	_	_	_	_	_	_	_	_	_	_	q	varbūt	discourse	basic	1-4	
1-4	11-17	varētu	*	*	*	*	*	*	Cnd	Act	*	Mood=Cnd\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	*	vonc00000an	varēt	root	basic	1-4	
1-5	18-21	man	*	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Number=Sing\|Person=1\|PronType=Prs	1	*	pp10sdn	es	iobj	basic	1-6	
1-6	22-31	pastāstīt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t3000n	pastāstīt	xcomp	basic	1-4	
1-7	31-32	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-10	
1-8	33-36	kas	*	*	Nom	*	*	*	*	*	*	Case=Nom\|PronType=Rel	*	*	pr000nn	kas	nsubj	basic	1-10	
1-9	37-43	pēkšņi	_	_	_	_	_	_	_	_	_	_	_	_	r0m	pēkšņi	advmod	basic	1-10	
1-10	44-53	mainījies	*	Sing	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=2\|Polarity=Pos\|Reflex=Yes\|Tense=Past\|VerbForm=Fin\|Voice=Act	2	*	vmyisi32san	mainīties	ccomp	basic	1-6	
1-11	53-54	?	_	_	_	_	_	_	_	_	_	_	_	_	zs	?	punct	basic	1-4	
1-12	54-55	”	_	_	_	_	_	_	_	_	_	_	_	_	zq	”	punct	basic	1-4	
