#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=4. Autors secina, ka stratēģiskās vadīšanas līmeņi zinātniskajā literatūrā nav detalizēti izpētīti.
1-1	0-2	4.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	4.	parataxis|parataxis	basic|enhanced	1-3|1-3	
1-2	3-9	Autors	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	autors	nsubj|nsubj	basic|enhanced	1-3|1-3	
1-3	10-16	secina	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt330an	secināt	root|root	basic|enhanced	1-3|1-3	
1-4	16-17	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct|punct	basic|enhanced	1-13|1-13	
1-5	18-20	ka	_	_	_	_	_	_	_	_	_	_	_	_	cs	ka	mark|mark	basic|enhanced	1-13|1-13	
1-6	21-33	stratēģiskās	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsgyp	stratēģiska	amod|amod	basic|enhanced	1-7|1-7	
1-7	34-43	vadīšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	vadīšana	nmod|nmod	basic|enhanced	1-8|1-8	
1-8	44-50	līmeņi	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn2	līmenis	nsubj:pass|nsubj	basic|enhanced	1-13|1-13	
1-9	51-63	zinātniskajā	Fem	Sing	Loc	Pos	*	*	*	*	*	Case=Loc\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfslyp	zinātniska	amod|amod	basic|enhanced	1-10|1-10	
1-10	64-74	literatūrā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl4	literatūra	obl|obl	basic|enhanced	1-13|1-13	
1-11	75-78	nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	aux|aux	basic|enhanced	1-13|1-13	
1-12	79-89	detalizēti	Masc	Plur	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmpnpsnp	detalizēt	dep|dep	basic|enhanced	1-13|1-13	
1-13	90-98	izpētīti	Masc	Plur	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmpnpsnp	izpētīt	ccomp|ccomp	basic|enhanced	1-3|1-3	
1-14	98-99	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	1-3|1-3	

#Text=Nav , izskaidrots stratēģiskās vadīšanas līmeņu pastāvēšanas objektīvais pamatojums un nav parādīta līmeņu saistība ar uzņēmuma organizatorisko struktūru.
2-1	101-104	Nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	aux|aux	basic|enhanced	2-3|2-3	
2-2	105-106	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct|punct	basic|enhanced	2-12|2-12	
2-3	107-118	izskaidrots	Masc	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmsnpsnp	izskaidrot	root|root	basic|enhanced	2-3|2-3	
2-4	119-131	stratēģiskās	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsgyp	stratēģiska	amod|amod	basic|enhanced	2-5|2-5	
2-5	132-141	vadīšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	vadīšana	nmod|nmod	basic|enhanced	2-6|2-6	
2-6	142-148	līmeņu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg2	līmenis	nmod|nmod	basic|enhanced	2-7|2-7	
2-7	149-161	pastāvēšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	pastāvēšana	nmod|nmod	basic|enhanced	2-9|2-9	
2-8	162-173	objektīvais	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsnyp	objektīvs	amod|amod	basic|enhanced	2-9|2-9	
2-9	174-184	pamatojums	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	pamatojums	obl|obl	basic|enhanced	2-3|2-3	
2-10	185-187	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc|cc	basic|enhanced	2-12|2-12	
2-11	188-191	nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	aux|aux	basic|enhanced	2-12|2-12	
2-12	192-200	parādīta	Fem	Sing	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Fem\|Number=Sing\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdfsnpsnp	parādīt	conj|conj	basic|enhanced	2-3|2-3	
2-13	201-207	līmeņu	Masc	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Plur	*	*	ncmpg2	līmenis	nmod|nmod	basic|enhanced	2-14|2-14	
2-14	208-216	saistība	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	saistība	nsubj:pass|nsubj	basic|enhanced	2-12|2-12	
2-15	217-219	ar	_	_	_	_	_	_	_	_	_	_	_	_	spsa	ar	case|case	basic|enhanced	2-18|2-18	
2-16	220-228	uzņēmuma	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	uzņēmums	nmod|nmod	basic|enhanced	2-18|2-18	
2-17	229-244	organizatorisko	Fem	Sing	Acc	Pos	*	*	*	*	*	Case=Acc\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsayp	organizatoriska	amod|amod	basic|enhanced	2-18|2-18	
2-18	245-254	struktūru	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	struktūra	nmod|nmod	basic|enhanced	2-14|2-14	
2-19	254-255	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	2-3|2-3	

#Text=Nepastāv vienots viedoklis par to, kādā stratēģiskās vadīšanas līmenī ir jāvērtē konkurētspējīgā priekšrocība.
3-1	257-265	Nepastāv	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt330ay	nepastāvēt	root|root	basic|enhanced	3-1|3-1	
3-2	266-273	vienots	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	armsnnp	vienots	amod|amod	basic|enhanced	3-3|3-3	
3-3	274-283	viedoklis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn2	viedoklis	nsubj|nsubj	basic|enhanced	3-1|3-1	
3-4	284-287	par	_	_	_	_	_	_	_	_	_	_	_	_	spsa	par	case|case	basic|enhanced	3-5|3-5	
3-5	288-290	to	Masc	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msan	tas	det|det	basic|enhanced	3-3|3-3	
3-6	290-291	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct|punct	basic|enhanced	3-12|3-12	
3-7	292-296	kādā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing\|PronType=Ind	*	*	pi0msln	kāds	det|det	basic|enhanced	3-10|3-10	
3-8	297-309	stratēģiskās	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsgyp	stratēģiska	amod|amod	basic|enhanced	3-9|3-9	
3-9	310-319	vadīšanas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	vadīšana	nmod|nmod	basic|enhanced	3-10|3-10	
3-10	320-326	līmenī	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl2	līmenis	obl|obl	basic|enhanced	3-12|3-12	
3-11	327-329	ir	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30an	būt	aux|aux	basic|enhanced	3-12|3-12	
3-12	330-337	jāvērtē	*	*	*	*	*	*	Nec	Act	*	Mood=Nec\|Polarity=Pos\|VerbForm=Fin\|Voice=Act	*	*	vmnd0t200an	vērtēt	acl|acl	basic|enhanced	3-5|3-5	
3-13	338-353	konkurētspējīgā	Fem	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsnyp	konkurētspējīga	amod|amod	basic|enhanced	3-14|3-14	
3-14	354-366	priekšrocība	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	priekšrocība	nsubj|nsubj	basic|enhanced	3-12|3-12	
3-15	366-367	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	3-1|3-1	

#Text=Nav noteikti konkurētspējīgās priekšrocības uzdevumi katrā līmenī.
4-1	369-372	Nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	aux|aux	basic|enhanced	4-2|4-2	
4-2	373-381	noteikti	Masc	Plur	Nom	Pos	*	Past	*	*	*	Aspect=Perf\|Case=Nom\|Definite=Ind\|Degree=Pos\|Gender=Masc\|Number=Plur\|Tense=Past\|VerbForm=Part	*	Perf	vmnpdmpnpsnp	noteikt	root|root	basic|enhanced	4-2|4-2	
4-3	382-398	konkurētspējīgās	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsgyp	konkurētspējīga	amod|amod	basic|enhanced	4-4|4-4	
4-4	399-412	priekšrocības	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	priekšrocība	nmod|nmod	basic|enhanced	4-5|4-5	
4-5	413-421	uzdevumi	Masc	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Plur	*	*	ncmpn1	uzdevums	nsubj:pass|nsubj	basic|enhanced	4-2|4-2	
4-6	422-427	katrā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing\|PronType=Tot	*	*	pg0msln	katrs	det|det	basic|enhanced	4-7|4-7	
4-7	428-434	līmenī	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl2	līmenis	acl|acl	basic|enhanced	4-5|4-5	
4-8	434-435	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	4-2|4-2	
